Winner,Loser
Loyola Marymount,Saint Louis
Sam Houston St.,Dallas Christian
Arkansas St.,Southeast Mo. St.
Syracuse,Eastern Mich.
Texas,North Texas
Omaha,Washburn
Hartford,Yale
Texas A&M,Alcorn
George Mason,Bucknell
CSUN,CSU Bakersfield
Cal Poly,Sacramento St.
Colorado St.,Colorado
Dayton,Buffalo
Boston U.,Delaware
Boise St.,Drake
Eastern Ill.,Maine
Norfolk St.,Elizabeth City St.
Elon,Furman
Fresno St.,Academy of Art
Western Mich.,Hope
Idaho,Eastern Wash.
Illinois St.,Chicago St.
NC State,Indiana
Kansas,Fla. Atlantic
La Salle,Northeastern
Southeastern La.,Louisiana Tech
Massachusetts,Towson
Michigan St.,Florida St.
Minnesota,Virginia Tech
Arkansas,Mississippi Val.
Army West Point,NJIT
UMES,Navy
Nebraska,Wake Forest
New Hampshire,Dartmouth
New Mexico,Idaho St.
North Dakota,Jamestown
BYU,Northern Ariz.
Gonzaga,Notre Dame
Marshall,Ohio
Oklahoma St.,Tulsa
Oral Roberts,Missouri St.
Boston College,Penn St.
Duquesne,Pittsburgh
Princeton,Lafayette
Brown,Rhode Island
Houston Baptist,Rice
SFA,Wiley
SIUE,Robert Morris-S'fiel
Saint Joseph's,Drexel
San Diego St.,Creighton
South Alabama,UAB
TCU,Lamar University
Toledo,UNCW
Tulane,Southern U.
UC Riverside,Southern California
UC Santa Barbara,UNLV
Iowa St.,UNI
UT Martin,Central Ark.
San Jose St.,UTSA
Utah St.,Denver
Wyoming,Utah Valley
VCU,South Fla.
Washington St.,Grambling
William & Mary,Richmond
North Carolina,Wisconsin
American,UMBC
Belmont,Kennesaw St.
Wichita St.,Cal St. Fullerton
Campbell,Liberty
Bryant,Central Conn. St.
Ga. Southern,Chattanooga
Wright St.,Cleveland St.
Coastal Caro.,VMI
Col. of Charleston,The Citadel
Detroit Mercy,Youngstown St.
Stetson,ETSU
Colgate,Eastern Mich.
Alabama,Georgetown
Georgia St.,FIU
IUPUI,South Dakota St.
Green Bay,Ill.-Chicago
Kansas St.,George Washington
Kent St.,Morehead St.
Kentucky,St. John's (NY)
LIU Brooklyn,Wagner
Fordham,Lehigh
Louisiana,McNeese
Loyola Maryland,Marist
Lipscomb,Mercer
Milwaukee,Loyola Chicago
Montana,San Francisco
Mt. St. Mary's,St. Francis Brooklyn
Northern Colo.,Westminster (UT)
Oakland,South Dakota
DePaul,Ole Miss
Presbyterian,Winthrop
Quinnipiac,Sacred Heart
Charleston So.,Radford
Robert Morris,Fairleigh Dickinson
Saint Francis (PA),Monmouth
Saint Peter's,Siena
Sam Houston St.,Paul Quinn
Samford,Western Caro.
Hampton,Savannah St.
South Carolina,Providence
St. Bonaventure,Arkansas St.
Seattle U,Stanford
Tennessee St.,Middle Tenn.
A&M-Corpus Christi,Texas Tech
Fort Wayne,UMKC
Gardner-Webb,UNC Asheville
Appalachian St.,UNCG
USC Upstate,Jacksonville St.
Vermont,Harvard
Western Ill.,North Dakota St.
Western Ky.,Murray St.
Wofford,Davidson
Georgia,Cincinnati
Niagara,Fairfield
Canisius,Iona
Long Beach St.,BYU-Hawaii
Longwood,South Carolina St.
Loyola Marymount,Columbia
Rider,Manhattan
Northwestern,Mississippi Val.
Missouri,Northwestern St.
Nevada,Washington
Oklahoma,Sacramento St.
Seton Hall,Auburn
Syracuse,Florida
Utah Valley,Haskell
Louisville,Vanderbilt
Houston,A&M-Corpus Christi
South Alabama,Alabama A&M
FIU,Alabama St.
Ga. Southern,Appalachian St.
Tulsa,Arizona St.
Binghamton,Army West Point
Belmont,Mercer
Boise St.,Indiana St.
Boston College,Boston U.
Montana St.,CSU Bakersfield
Santa Clara,CSUN
Cal Poly,Saint Mary's (CA)
SIUE,Cal St. Fullerton
Campbell,High Point
Central Conn. St.,Sacred Heart
Temple,Central Mich.
East Carolina,Charlotte
Col. of Charleston,Chattanooga
Coastal Caro.,Liberty
North Texas,Columbia
Coppin St.,West Va. Tech
Davidson,Furman
UMES,Delaware St.
Detroit Mercy,Cleveland St.
Drake,Air Force
Delaware,Drexel
FGCU,ETSU
Eastern Ky.,Brescia
Elon,Navy
Saint Francis (PA),Fairleigh Dickinson
Bethune-Cookman,Florida A&M
Fresno St.,Utah
Gardner-Webb,Winthrop
Towson,George Mason
Georgia St.,William & Mary
Tulane,Georgia Tech
Illinois,Gonzaga
IUPUI,North Dakota St.
Milwaukee,Ill.-Chicago
Illinois St.,UNCW
Iowa,Brown
Hofstra,James Madison
Kansas,South Fla.
Kent St.,UAB
Mt. St. Mary's,LIU Brooklyn
Rutgers,LSU
La Salle,Bucknell
Cornell,Lehigh
Lipscomb,Kennesaw St.
Lamar University,Louisiana
La.-Monroe,Louisiana Tech
Green Bay,Loyola Chicago
Siena,Loyola Maryland
Loyola Marymount,La Sierra
Memphis,Austin Peay
Miami (FL),Massachusetts
Troy,Miami (OH)
Michigan,Iowa St.
Mississippi St.,West Virginia
N.C. Central,N.C. A&T
Georgetown,NJIT
Holy Cross,New Hampshire
New Mexico,Missouri St.
Kentucky,North Carolina
Idaho St.,North Dakota
North Florida,Jacksonville
Arizona,Northern Ariz.
Northern Colo.,Johnson & Wales (CO)
Oakland,UMKC
Ohio,Morgan St.
Northeastern,Old Dominion
Northern Ill.,Omaha
Oral Roberts,Southern Utah
BYU,Oregon
Pacific,Utah St.
Villanova,Penn
Pepperdine,Hawaii
Portland St.,Walla Walla
Xavier,Purdue
Quinnipiac,Bryant
Presbyterian,Radford
Rice,St. Thomas Houston
Wake Forest,Richmond
Robert Morris,Monmouth
Texas A&M,SFA
Saint Louis,Portland
Weber St.,San Jose St.
Norfolk St.,Savannah St.
Fort Wayne,South Dakota
Southeast Mo. St.,Southeastern La.
Minnesota,Southern California
Buffalo,St. Bonaventure
Eastern Ill.,Stony Brook
Evansville,TCU
Tennessee,Pittsburgh
Duquesne,Tennessee Tech
UCLA,Texas
Denver,Texas Southern
Texas St.,Houston Baptist
Chicago St.,Toledo
UC Davis,Idaho
UC Irvine,San Diego
UCF,Hartford
UConn,Arkansas
Western Caro.,UNCG
UNI,Colorado St.
UT Martin,Ball St.
Charleston So.,VMI
Butler,Valparaiso
Yale,Vermont
Virginia,Longwood
Wagner,St. Francis Brooklyn
Washington St.,Eastern Wash.
Western Ill.,South Dakota St.
Wisconsin,Marquette
Wofford,The Citadel
Wyoming,Bradley
Wright St.,Youngstown St.
Northwestern,Baylor
Clemson,South Carolina
La Sierra,Columbia
Creighton,Nebraska
Murray St.,Dayton
Canisius,Fairfield
Howard,Hampton
Harvard,Seattle U
Indiana,Stetson
Niagara,Iona
Virginia Tech,Kansas St.
Little Rock,SMU
Loyola Marymount,North Texas
Manhattan,Saint Peter's
Marist,Rider
Middle Tenn.,Akron
Oregon St.,Montana
Morehead St.,Mid-Continent
Stanford,NC State
Southern Miss.,New Mexico St.
Maryland,Notre Dame
Oklahoma St.,Langston
Penn St.,Ole Miss
Michigan St.,Omaha
Rhode Island,Maine
American,Saint Joseph's
San Diego St.,California
San Francisco,Pacific Union
Wichita St.,UNLV
UNC Asheville,USC Upstate
Ohio St.,UTRGV
George Washington,VCU
Western Ky.,Bowling Green
Siena,Albany (NY)
Austin Peay,Arkansas St.
Boise St.,Idaho St.
Coppin St.,Rio Grande
Detroit Mercy,St. John's (NY)
Florida A&M,Allen
Florida St.,Charleston So.
Fordham,Hampton
Lafayette,LIU Brooklyn
DePaul,Milwaukee
Norfolk St.,South Carolina St.
Providence,Brown
Central Ark.,Southeast Mo. St.
UNCG,Elon
Lamar University,UTRGV
Samford,UTSA
Sacred Heart,Yale
SIUE,Ball St.
Bradley,Northeastern
Binghamton,Bucknell
The Citadel,Coastal Caro.
Columbia,Holy Cross
Howard,Delaware St.
Eastern Ky.,N.C. Central
North Carolina,Evansville
Youngstown St.,Fredonia
Furman,UVa-Wise
Gardner-Webb,Alice Lloyd
Iowa St.,Prairie View
James Madison,Kent St.
Little Rock,Philander Smith
Kansas,Long Beach St.
Louisiana Tech,Northwestern St.
Syracuse,Marshall
East Carolina,Massachusetts
Miami (FL),Memphis
Minnesota,Appalachian St.
Villanova,Missouri
Seton Hall,NJIT
Navy,Monmouth
Benedictine (KS),Omaha
Pacific,Hawaii
Pittsburgh,VMI
Hartford,Quinnipiac
Radford,Charlotte
Duquesne,Robert Morris
South Dakota St.,Southwest Minn. St.
Belmont,Tennessee St.
Texas St.,Houston
TCU,Texas Tech
Wofford,Tulane
Liberty,UNCW
UNI,Iowa
Texas,UT Arlington
Lipscomb,UT Martin
Utah St.,Utah Valley
Virginia,George Mason
Wagner,Hofstra
Marquette,Washington
Albany (NY),Colgate
American,Hampton
Marist,Army West Point
Boise St.,Portland
Niagara,Buffalo
Butler,Xavier
CSU Bakersfield,Sacramento St.
Utah,Cal St. Fullerton
Central Ark.,Henderson St.
Michigan St.,Central Conn. St.
Dayton,Alabama
Duke,Colorado St.
Tennessee Tech,ETSU
Eastern Ill.,Oakland City
Florida,Arizona
Colorado,Fresno St.
Georgia,Georgia Tech
High Point,Wake Forest
Louisville,IUPUI
Idaho,Washington St.
Morehead St.,Illinois St.
Denver,Iona
Towson,La Salle
Lehigh,Saint Francis (PA)
Loyola Chicago,DePaul
George Washington,Loyola Maryland
Bowling Green,Malone
Manhattan,Fordham
Samford,Mercer
UAB,Middle Tenn.
Montana,Montana Tech
Montana St.,Willamette
Maryland,Mt. St. Mary's
Nebraska,FGCU
Arizona St.,Nevada
Brown,New Hampshire
UMKC,North Dakota
Northern Ariz.,Pepperdine
Oakland,Ohio
Missouri St.,Oklahoma St.
Penn,Delaware
Penn St.,Lafayette
Rutgers,Princeton
Purdue,Western Caro.
Saint Joseph's,Boston U.
San Diego,San Diego St.
California,San Jose St.
South Alabama,Southern Miss.
Illinois,St. Bonaventure
Stony Brook,Fairleigh Dickinson
Toledo,Temple
Texas A&M,Sam Houston St.
UNLV,Cal St. San Marcos
Fort Wayne,Valparaiso
Davidson,Vanderbilt
Saint Louis,Vermont
Rhode Island,Virginia Tech
BYU,Weber St.
Southern Ill.,Western Ky.
Tulsa,Wichita St.
Wisconsin,Green Bay
Air Force,Wright St.
Yale,Bryant
Canisius,South Dakota
Detroit Mercy,Western Mich.
Drake,Eastern Mich.
Eastern Wash.,Linfield
Florida A&M,Southeastern (FL)
UConn,Harvard
West Virginia,Kansas St.
Notre Dame,Maine
Oklahoma,Oral Roberts
Providence,Boston College
Robert Morris,Cleveland St.
VMI,Central Penn
Colorado,Wyoming
Rider,Florida
Holy Cross,Sacred Heart
Oregon St.,Idaho
Iowa St.,Iowa
Southern U.,MacMurray
Siena,Massachusetts
Nicholls St.,Loyola (LA)
Fairfield,Old Dominion
SFA,Alabama St.
Saint Francis (PA),American
Arizona,Clemson
Air Force,Ark.-Pine Bluff
Arkansas St.,Central Ark.
High Point,Averett
Utah,BYU
LSU,Boise St.
Buffalo,Youngstown St.
Ball St.,Butler
Northern Ariz.,CSU Bakersfield
Pepperdine,CSUN
San Jose St.,Cal Poly
Brown,Central Conn. St.
Tennessee St.,Central Mich.
DePaul,Chicago St.
Xavier,Cincinnati
Cleveland St.,Akron
Colgate,St. Francis Brooklyn
Charlotte,Davidson
Delaware St.,Delaware
Appalachian St.,ETSU
Eastern Ky.,Ga. Southern
Fla. Atlantic,Warner
Monmouth,Fordham
Oregon,Fresno St.
Radford,George Mason
Georgetown,Howard
Georgia St.,Rhode Island
Savannah St.,Georgia Tech
Boston U.,Harvard
Houston Baptist,Dallas Christian
IUPUI,Western Ky.
Ill.-Chicago,Northern Ill.
Saint Louis,Ill.-Springfield
Indiana,Kentucky
Indiana St.,Maryville (MO)
Southern U.,Jacksonville St.
Kansas,Ohio St.
Western Caro.,Kent St.
Columbia,LIU Brooklyn
La Salle,Army West Point
Wagner,Lehigh
Liberty,Virginia Intermont
Little Rock,Missouri St.
North Carolina,Long Beach St.
Louisville,Fairleigh Dickinson
Toledo,Loyola Chicago
Mt. St. Mary's,Loyola Maryland
Loyola Marymount,Idaho St.
Hofstra,Manhattan
Marquette,Green Bay
McNeese,Bacone
Mercer,Chattanooga
Campbell,Methodist
West Virginia,Miami (FL)
Miami (OH),Wright St.
Oakland,Michigan
Gonzaga,Michigan St.
Middle Tenn.,UT Martin
UNI,Milwaukee
Minnesota,Saint Peter's
Mississippi St.,Troy
Ole Miss,Mississippi Val.
Missouri,Navy
Montana,Nevada
Morehead St.,South Dakota
Evansville,N.C. A&T
Hartford,Niagara
South Dakota St.,North Dakota
Arizona St.,North Dakota St.
Notre Dame,Dartmouth
Portland,Ohio
Oklahoma,Arkansas
Omaha,Fort Wayne
San Francisco,Pacific
UCLA,Penn
Duquesne,Penn St.
Oklahoma St.,Pittsburgh
Utah Valley,Portland St.
Drexel,Princeton
Providence,Bryant
Purdue,Eastern Mich.
SIUE,Hannibal-La Grange
Sacramento St.,Cal Maritime
Saint Joseph's,Creighton
North Texas,Sam Houston St.
Samford,Lindsey Wilson
San Diego,Maine
Seton Hall,Wake Forest
Gardner-Webb,South Carolina St.
Southeast Mo. St.,UMKC
Southern California,New Mexico
Southern Miss.,Louisiana Tech
St. Bonaventure,Canisius
Syracuse,George Washington
TCU,Nebraska
Temple,Villanova
Tennessee,Austin Peay
Tennessee Tech,Lipscomb
UTRGV,Tex. A&M Int'l
Texas,Texas St.
Texas A&M,La.-Monroe
Towson,UMBC
Tulane,MacMurray
UC Irvine,Vanguard
UCF,Bethune-Cookman
UMES,Mercy
Wichita St.,Utah St.
VCU,Richmond
VMI,Milligan
Valparaiso,Bowling Green
Duke,Washington
Weber St.,Southern Utah
Western Ill.,Eastern Ill.
Wisconsin,UNLV
Wofford,UVa-Wise
South Ala.,Alcorn
Cal St. Fullerton,Eastern Wash.
California,Jackson St.
Alabama,Detroit Mercy
Fairfield,New Hampshire
Seattle U,Idaho
Illinois,Coppin St.
Furman,Jacksonville
Elon,Lynchburg
Marshall,Iona
Memphis,Murray St.
NC State,N.C. Central
UTEP,New Mexico St.
Virginia Tech,Norfolk St.
Kansas St.,North Florida
SFA,FIU
Sacred Heart,Lafayette
Washington St.,Santa Clara
South Fla.,Florida A&M
Boston College,Stony Brook
Tulane,Jacksonville St.
Hawaii,UC Davis
Montana St.,UC Riverside
Florida St.,UNCG
Dayton,USC Upstate
Vermont,Quinnipiac
Western Mich.,Southern Ill.
Winthrop,UVa-Wise
Siena,Fordham
Howard,St. Francis Brooklyn
Lehigh,Arcadia
Louisiana,Dillard
NJIT,St. Joseph's (Brkln)
La.-Monroe,Nicholls St.
Little Rock,Oral Roberts
Oregon,Portland St.
Rutgers,Monmouth
Savannah St.,Coastal Ga.
South Dakota St.,Dakota St.
Southeastern La.,Southern U.
Longwood,VMI
Alcorn,Point U.
Minnesota,Central Mich.
Niagara,Drexel
Fort Wayne,Dartmouth
Oregon St.,Ill.-Chicago
Michigan,Ark.-Pine Bluff
Green Bay,Michigan Tech
Middle Tenn.,Belmont
Milwaukee,Wisconsin
Mississippi St.,Fla. Atlantic
UCF,N.C. A&T
Oakland,Rochester College
Saint Mary's (CA),Jackson St.
San Diego,UC Santa Barbara
Santa Clara,Pacifica
South Carolina,Presbyterian
Chattanooga,Spalding
Texas,Nicholls St.
Wyoming,UC Irvine
UT Martin,Bethel (TN)
Villanova,Boston U.
Baylor,Bethune-Cookman
Cal Poly,Menlo
Houston Baptist,Campbell
Wright St.,Cincinnati
Northern Colo.,Denver
UCLA,Eastern Wash.
Richmond,Iona
Norfolk St.,LIU Brooklyn
Lamar University,Huston-Tillotson
Ole Miss,Louisiana
Ohio,Marietta
Maryland,FIU
Louisiana Tech,McNeese
UMBC,Morgan St.
New Mexico St.,Western N.M.
Northern Ill.,DePaul
Rider,Princeton
Rice,Louisiana Col.
Arkansas St.,Seattle U
Auburn,South Fla.
Col. of Charleston,Tennessee
The Citadel,Charleston So.
Coppin St.,Towson
UC Riverside,UC Santa Cruz
UNLV,UTEP
Ohio St.,USC Upstate
Wichita St.,Chicago St.
A&M-Corpus Christi,South Alabama
Akron,Ark.-Pine Bluff
Belmont,Troy
George Washington,Bradley
Portland St.,CSU Bakersfield
SMU,Jackson St.
Jacksonville,Winthrop
Missouri,Kennesaw St.
Murray St.,Lipscomb
Saint Mary's (CA),N.C. A&T
North Dakota,South Dakota St.
Northwestern,Texas Southern
La.-Monroe,Northwestern St.
Omaha,St. Mary (KS)
Gonzaga,Oral Roberts
Oregon St.,Howard
LSU,UC Irvine
UNC Asheville,Montreat
UTRGV,Wentworth
William & Mary,Wesley
Wisconsin,Savannah St.
UMKC,Canisius
Central Mich.,Ill.-Chicago
Coastal Caro.,Lynchburg
Eastern Wash.,Pacific Lutheran
Hawaii Hilo,Hawaii
Utah,Idaho St.
Nicholls St.,Dillard
Wyoming,Sioux Falls
IUPUI,St. Joseph's (IN)
Washington,UC Santa Barbara
UNCG,East Carolina
California,Weber St.
Air Force,UMES
Akron,Florida A&M
Saint Louis,Alabama St.
Cornell,Albany (NY)
Nebraska,Alcorn
DePaul,Ark.-Pine Bluff
Arkansas,Southeastern La.
Austin Peay,Rochester College
BYU,Baylor
Miami (OH),Belmont
Denver,Boise St.
Bucknell,Richmond
Idaho,CSU Bakersfield
CSUN,Pacifica
Cal St. Fullerton,La Verne
Virginia Tech,Campbell
Northwestern,Central Conn. St.
Cincinnati,Radford
Clemson,Winthrop
Col. of Charleston,Charleston So.
Creighton,Houston Baptist
Dayton,FIU
Detroit Mercy,Mississippi St.
Iowa,Drake
Drexel,Bradley
Jacksonville St.,Eastern Ky.
Dartmouth,Elon
Texas A&M,Florida
Fresno St.,Cal Poly
Georgetown,American
Arizona,Gonzaga
Liberty,Hampton
Hofstra,Binghamton
Kansas St.,Alabama
Kentucky,Chattanooga
LIU Brooklyn,Saint Peter's
Rice,Lamar University
Louisiana Tech,Little Rock
Robert Morris,Louisiana
Loyola Chicago,Chicago St.
New Hampshire,Marist
Marquette,Northern Colo.
Marshall,High Point
Louisville,Memphis
Fla. Atlantic,Miami (FL)
Michigan,Alabama A&M
Michigan St.,Bowling Green
Milwaukee,Omaha
Missouri St.,Kennesaw St.
Portland,Montana
Murray St.,Arkansas St.
Oklahoma St.,New Mexico
North Carolina,Appalachian St.
North Dakota St.,Mayville St.
Auburn,North Florida
Arizona St.,Northern Ariz.
Northern Ill.,Southern Ill.
Northwestern St.,Missouri Valley
Indiana,Notre Dame
Wright St.,Ohio
South Carolina,Ohio St.
Houston,Oklahoma
UCF,Old Dominion
Santa Clara,Pacific
Pittsburgh,South Carolina St.
Butler,Purdue
Massachusetts,Quinnipiac
UMBC,Rider
SFA,Texas Col.
Saint Joseph's,Villanova
Saint Mary's (CA),Bethune-Cookman
Samford,Spring Hill
Stanford,San Diego
San Francisco,Menlo
Southern California,Georgia
Southern Miss.,Ole Miss
UTEP,Southern U.
St. John's (NY),Fordham
Rutgers,Stony Brook
NC State,Syracuse
Texas,Temple
Delaware St.,Tennessee St.
Evansville,Tennessee Tech
Toledo,Youngstown St.
UCLA,UC Davis
Nevada,UC Riverside
Illinois,UNLV
Stetson,USC Upstate
Tulsa,UT Arlington
Utah St.,Seattle U
Utah Valley,Georgia St.
VCU,UNCW
Valparaiso,Oakland
Vanderbilt,Indiana St.
Vermont,Iona
West Virginia,A&M-Corpus Christi
Western Ky.,Furman
Western Mich.,Duquesne
Boston College,Bryant
South Dakota,Canisius
Iowa St.,Central Mich.
Florida St.,Loyola Marymount
Illinois St.,Norfolk St.
North Texas,Jackson St.
St. Bonaventure,Loyola Maryland
Missouri,William & Mary
Pepperdine,Montana St.
Hawaii,N.C. A&T
Northwestern,Eastern Ill.
Xavier,Oral Roberts
Oregon,Virginia
Penn St.,Mt. St. Mary's
Oregon St.,Portland St.
Dallas Christian,Prairie View
Northeastern,Princeton
Sacramento St.,North Dakota
Seton Hall,Mercer
Texas Tech,Grambling
UConn,Holy Cross
UT Martin,Fort Wayne
Army West Point,UTRGV
Wake Forest,Gardner-Webb
Washington,South Dakota St.
Washington St.,Western Ore.
Wofford,Jacksonville
Rhode Island,Yale
Akron,Youngstown St.
Clemson,Alabama St.
St. Francis Brooklyn,Albany (NY)
Arkansas St.,Lyon
Baylor,Paul Quinn
Colorado,CSU Bakersfield
UNCW,Campbell
Charlotte,Coppin St.
South Fla.,Cleveland St.
East Carolina,Coastal Caro.
Colgate,Dartmouth
Colorado St.,Texas Southern
Illinois,Cornell
Tulsa,Creighton
ETSU,Milligan
Long Beach St.,Eastern N.M.
Auburn,Florida A&M
Boise St.,Fresno St.
Georgia Tech,Alabama A&M
IUPUI,Ball St.
Indiana,Howard
Iowa,Central Ark.
Jacksonville St.,Reinhardt
James Madison,The Citadel
Kansas,Davidson
LSU,Marquette
Delaware,La Salle
UNI,Loras
Loyola Chicago,Rockhurst
Marshall,Belmont
UTEP,McNeese
Memphis,Lipscomb
Michigan St.,UMKC
Florida,Mississippi Val.
Missouri St.,A&M-Corpus Christi
Binghamton,Morehead St.
New Mexico St.,Southern U.
North Carolina,Nicholls St.
Virginia Tech,North Florida
Northwestern St.,Central Methodist
Notre Dame,Sacred Heart
Omaha,Hastings
Utah,Portland
Saint Mary's (CA),Kennesaw St.
South Alabama,Ga. Southern
Southeast Mo. St.,SMU
Southern California,TCU
Southern Ill.,SIUE
Arizona St.,Southern Miss.
Troy,Southern Utah
Stanford,Bethune-Cookman
Rice,Temple
Tennessee St.,LeMoyne-Owen
San Diego St.,UC Riverside
California,UC Santa Barbara
Duke,UNCG
UNLV,La.-Monroe
FGCU,USC Upstate
Maine,Utah Valley
Vanderbilt,Longwood
Weber St.,Mayville St.
West Virginia,Tennessee Tech
Ill.-Chicago,Western Ill.
Wichita St.,Newman
Denver,Wyoming
Alcorn,Rust
BYU,Buffalo
Bradley,Western Caro.
Nebraska,Central Mich.
Arkansas,Eastern Ky.
Radford,Eastern Mich.
Miami (OH),Evansville
Presbyterian,Furman
Gonzaga,Butler
North Texas,Grambling
Wright St.,Idaho
Illinois St.,Little Rock
Saint Peter's,Kent St.
Kentucky,Samford
LIU Brooklyn,Texas St.
Ohio St.,Lamar University
Liberty,Montreat
Louisiana Tech,Northeastern
Louisville,Col. of Charleston
Towson,Manhattan
Georgia,Mercer
New Mexico,Montana St.
St. Bonaventure,NC State
Sam Houston St.,Northern Ariz.
Arizona,Oakland
UNI,Ohio
Richmond,Old Dominion
Oregon,N.C. Central
Pittsburgh,Saint Francis (PA)
Providence,New Hampshire
Purdue,Fort Wayne
Robert Morris,Hampton
Prairie View,SFA
Saint Mary's (CA),Eastern Wash.
Syracuse,Bucknell
Toledo,Norfolk St.
San Jose St.,UC Davis
UCLA,UC Irvine
Tennessee,UNC Asheville
Houston,UTSA
Utah St.,UT Arlington
VCU,UAB
Northern Ill.,Valparaiso
Western Mich.,Winthrop
Alabama,Oklahoma St.
Army West Point,Dartmouth
Austin Peay,Belmont
Boston College,Sacred Heart
DePaul,Cal Poly
Chattanooga,Hiwassee
Cincinnati,Ark.-Pine Bluff
Penn St.,Cornell
Drake,Central Ark.
Maine,Eastern Ill.
Arizona St.,Fresno St.
George Mason,Duquesne
Houston,Rogers St.
Indiana St.,La.-Monroe
William & Mary,Iona
Iowa St.,Lipscomb
Louisiana,UCF
Morgan St.,Loyola Marymount
Marist,Hartford
Marshall,West Va. Tech
Ole Miss,Middle Tenn.
Murray St.,UT Martin
Akron,N.C. A&T
New Mexico St.,McNeese
North Carolina,Texas
Florida A&M,North Florida
Oklahoma,South Carolina St.
Oregon,Prairie View
Chicago St.,Oregon St.
N.C. Central,SFA
Saint Joseph's,Coppin St.
Houston Baptist,Santa Clara
Dayton,Seton Hall
South Carolina,Southeastern La.
South Dakota,Peru St.
Stetson,Charleston So.
Tennessee St.,Alabama A&M
Kent St.,UT Arlington
St. John's (NY),UTRGV
Utah St.,Saint Peter's
Vanderbilt,Lafayette
Fairleigh Dickinson,Vermont
Seattle U,Virginia
Wake Forest,UNCW
High Point,Wofford
Villanova,American
Arizona,Bryant
Arkansas,Louisiana Tech
A&M-Corpus Christi,Bethune-Cookman
Iowa,Boise St.
FIU,Bowling Green
Boston U.,Bucknell
Washington,CSUN
Cal St. Fullerton,Portland St.
Appalachian St.,Campbell
Central Conn. St.,La Salle
Wright St.,Central Mich.
UTEP,Clemson
Cleveland St.,Sam Houston St.
Coastal Caro.,Col. of Charleston
Hofstra,Colgate
Colorado,Texas Southern
Northern Colo.,Colorado St.
Creighton,Northwestern
Howard,Delaware
Denver,The Citadel
Detroit Mercy,Alabama St.
Binghamton,Drexel
East Carolina,Gardner-Webb
Virginia Tech,Eastern Mich.
UConn,Fairfield
Florida,Florida St.
Georgia St.,Ga. Southern
Georgia Tech,Mercer
Gonzaga,Air Force
Harvard,Fla. Atlantic
Green Bay,Idaho
Indiana,UMBC
UAB,Jacksonville
George Washington,James Madison
Southern Ill.,Kansas St.
North Texas,LSU
Xavier,Long Beach St.
Canisius,Loyola Chicago
Kentucky,Loyola Maryland
Massachusetts,Davidson
Georgetown,Memphis
Charlotte,Miami (FL)
Michigan,Bradley
Michigan St.,Lehigh
Marquette,Milwaukee
Northwestern St.,Mississippi St.
Illinois,Missouri
Montana,Utah Valley
Prairie View,N.C. Central
NC State,Northeastern
Rutgers,NJIT
Presbyterian,Navy
Nevada,Portland
New Mexico,UMKC
Minnesota,North Dakota St.
Ohio St.,Miami (OH)
Old Dominion,VMI
Oregon,SFA
CSU Bakersfield,Pacific
Washington St.,Pepperdine
Siena,Princeton
Quinnipiac,Niagara
Texas A&M,Rice
Monmouth,Rider
Youngstown St.,Robert Morris
SMU,Dallas Christian
Sacramento St.,Southeast Mo. St.
Saint Louis,Arkansas St.
Baylor,Saint Mary's (CA)
South Alabama,San Diego
San Diego St.,Elon
Holy Cross,San Francisco
Savannah St.,Mt. St. Mary's
Southern California,Kansas
Southern Miss.,South Fla.
Stanford,Butler
TCU,Grambling
Kennesaw St.,Tennessee Tech
Fordham,Texas St.
Oral Roberts,Texas Tech
FGCU,Toledo
Syracuse,Tulane
Southern Utah,UC Davis
UC Irvine,Hope Int'l
UC Riverside,San Jose St.
BYU,UC Santa Barbara
UNCG,VCU
Saint Peter's,UT Arlington
Troy,UTSA
Utah St.,Kent St.
Weber St.,Utah
Missouri St.,West Virginia
Western Ill.,North Dakota
Idaho St.,Wyoming
Albany (NY),Dartmouth
Cincinnati,Chicago St.
Tennessee,ETSU
Georgia,Furman
Hawaii,Auburn
Hawaii,Xavier
IUPUI,Valparaiso
Dayton,Ill.-Chicago
UTEP,Kansas St.
A&M-Corpus Christi,Kennesaw St.
Auburn,Long Beach St.
Brown,Maine
George Mason,Manhattan
Morehead St.,Ball St.
Ohio,N.C. A&T
St. Francis Brooklyn,Norfolk St.
Oakland,Western Mich.
Penn,Marist
Pittsburgh,Wagner
Rhode Island,Providence
Maryland,Radford
Missouri St.,Saint Mary's (CA)
Longwood,Seton Hall
Clemson,Southern Ill.
St. Bonaventure,Saint Francis (PA)
Bethune-Cookman,Tennessee Tech
UCLA,Richmond
UNLV,California
Towson,Vermont
Baylor,West Virginia
Louisville,Western Ky.
Wisconsin,Mississippi Val.
UTEP,Auburn
Hawaii,Clemson
Kansas St.,Long Beach St.
Southern Ill.,Xavier
BYU,Cal St. San Marcos
Texas Tech,CSU Bakersfield
Georgia,Winthrop
Loyola Marymount,Vanguard
Illinois,Minnesota
North Texas,New Orleans
Notre Dame,Pittsburgh
Saint Louis,Texas Southern
Southern Miss.,Belhaven
St. John's (NY),Providence
Virginia,UMES
Western Ill.,Eureka
Nebraska,Wisconsin
Maryland,Albany (NY)
Arkansas,Charlotte
Presbyterian,Army West Point
Duquesne,Bowling Green
Canisius,Binghamton
Charleston So.,Erskine
Colorado,New Orleans
UTEP,Colorado St.
Marist,Columbia
