Winner,Loser
Arkansas State,Southeast Missouri State
Ball State,Texas Southern
Baylor,Prairie View
Butler,Oakland City
Cincinnati,Miami (OH)
Delaware State,Eastern Kentucky
Evansville,Alabama State
Fordham,Colgate
Northwestern,Georgia Tech
Hampton,High Point
Yale,Hartford
LSU,Houston
Clemson,Iowa
Loyola Marymount,Saint Louis
Illinois,Maryland
Arizona,New Mexico State
North Carolina Central,Southern Wesleyan
North Florida,Bethune-Cookman
Northwestern State,Little Rock
Ohio State,Duke
Old Dominion,East Carolina
Oregon,UTEP
Penn,Manhattan
Portland,Lewis & Clark
Providence,Holy Cross
Purdue,Miami (FL)
Sam Houston State,Dallas Christian
Georgia State,South Carolina State
Syracuse,Eastern Michigan
Texas,North Texas
Troy,ETSU
Virginia,Michigan
Arkansas,Mississippi Valley State
NJIT,Army
Boise State,Drake
Penn State,Boston College
Boston University,Delaware
BYU,Northern Arizona
Brown,Rhode Island
Cal Poly,Sacramento State
Cal State Bakersfield,Cal State Northridge
USC,UC-Riverside
UNLV,UCSB
Colorado State,Colorado
Buffalo,Dayton
Pitt,Duquesne
Eastern Illinois,Maine
Elon,Furman
Fresno State,Academy of Art
George Mason,Bucknell
Gonzaga,Notre Dame
Rice,Houston Baptist
Eastern Washington,Idaho
Illinois State,Chicago State
Northern Iowa,Iowa State
Kansas,Florida Atlantic
La Salle,Northeastern
Ohio,Marshall
Maryland-Eastern Shore,Navy
UMass,Towson
Michigan State,Florida State
Minnesota,Virginia Tech
Wake Forest,Nebraska
New Hampshire,Dartmouth
New Mexico,Idaho State
Elizabeth City State,Norfolk State
UNC,Wisconsin
Indiana,North Carolina State
North Dakota,Jamestown
Oklahoma State,Tulsa
Oral Roberts,Missouri State
Princeton,Lafayette
St. Joseph's,Drexel
Creighton,San Diego State
San Jose State,UTSA
South Alabama,Alabama-Birmingham
Southeastern Louisiana,Louisiana Tech
Southern Illinois-Edwardsville,Robert Morris (IL)
Stephen F. Austin,Wiley
Central Arkansas,UT-Martin
Texas A&M,Alcorn State
Texas Christian,Lamar
Toledo,North Carolina-Wilmington
Tulane,Southern
Denver,Utah State
VCU,South Florida
Washington State,Grambling
Western Michigan,Hope
Richmond,William & Mary
Wyoming,Utah Valley
Georgetown,Alabama
American,UMBC
Appalachian State,North Carolina-Greensboro
Belmont,Kennesaw State
Central Connecticut,Bryant
Campbell,Liberty
Charleston Southern,Radford
Coastal Carolina,Virginia Military Institute
Colgate,Eastern Michigan
College of Charleston,Citadel
Ole Miss,DePaul
Youngstown State,Detroit
Lehigh,Fordham
North Carolina-Asheville,Gardner-Webb
Georgia Southern,Chattanooga
Georgia State,Florida International
Green Bay,UIC
Savannah State,Hampton
UMKC,Fort Wayne
South Dakota State,IUPUI
Kansas State,George Washington
Kent State,Morehead State
Kentucky,St. John's (NY)
Mercer,Lipscomb
LIU-Brooklyn,Wagner
Louisiana,McNeese State
Loyola (MD),Marist
Milwaukee,Loyola (IL)
San Francisco,Montana
St. Francis (NY),Mount St. Mary's
Westminster (UT),Northern Colorado
Oakland,South Dakota
Winthrop,Presbyterian
Sacred Heart,Quinnipiac
Robert Morris,Fairleigh Dickinson
Saint Francis (PA),Monmouth
St. Peter's,Siena
Sam Houston State,Paul Quinn
Western Carolina,Samford
Stanford,Seattle
Providence,South Carolina
South Carolina Upstate,Jacksonville State
Arkansas State,St. Bonaventure
Stetson,ETSU
Middle Tennessee,Tennessee State
Texas Tech,Texas A&M-Corpus Christi
Harvard,Vermont
Western Illinois,North Dakota State
Murray State,Western Kentucky
Wichita State,Cal State Fullerton
Davidson,Wofford
Cleveland State,Wright State
Iona,Canisius
Cincinnati,Georgia
North Texas,La Sierra
Long Beach State,Brigham Young-Hawaii
Longwood,South Carolina State
Louisville,Vanderbilt
Columbia,Loyola Marymount
Missouri,Northwestern State
Nevada,Washington
Fairfield,Niagara
Northwestern,Mississippi Valley State
Oklahoma,Sacramento State
Manhattan,Rider
Seton Hall,Auburn
Syracuse,Florida
Utah Valley,Haskell Indian Nations Institute
Arizona,Northern Arizona
Belmont,Mercer
Bethune-Cookman,Florida A&M
Army,Binghamton
Boise State,Indiana State
Boston University,Boston College
BYU,Oregon
St. Bonaventure,Buffalo
Valparaiso,Butler
Saint Mary's (CA),Cal Poly
Idaho,UC-Davis
UC-Irvine,San Diego
Campbell,High Point
Central Connecticut,Sacred Heart
UCF,Hartford
Charleston Southern,Virginia Military Institute
Toledo,Chicago State
Coastal Carolina,Liberty
College of Charleston,Chattanooga
Columbia,North Texas
UConn,Arkansas
Coppin State,West Virginia Tech
Cornell,Lehigh
Davidson,Furman
Delaware,Drexel
Denver,Texas Southern
Cleveland State,Detroit
Drake,Air Force
Duquesne,Tennessee Tech
Charlotte,East Carolina
Eastern Illinois,Stony Brook
Eastern Kentucky,Brescia
Elon,Navy
Texas Christian,Evansville
Florida Gulf Coast,ETSU
Alabama State,Florida International
Fresno State,Utah
Gardner-Webb,Winthrop
Georgetown,NJIT
Georgia Southern,Appalachian State
Georgia State,William & Mary
Green Bay,Loyola (IL)
James Madison,Hofstra
Holy Cross,New Hampshire
Houston,Texas A&M-Corpus Christi
Idaho State,North Dakota
Illinois,Gonzaga
North Carolina-Wilmington,Illinois State
Iowa,Brown
Fort Wayne,South Dakota
North Dakota State,IUPUI
Kansas,South Florida
Kent State,Alabama-Birmingham
Kentucky,UNC
La Salle,Bucknell
Lamar,Louisiana
Lipscomb,Kennesaw State
Louisiana Tech,Louisiana-Monroe
Loyola Marymount,La Sierra
Delaware State,Maryland-Eastern Shore
Memphis,Austin Peay
Miami (FL),UMass
Michigan,Iowa State
Milwaukee,UIC
Minnesota,USC
Mississippi State,West Virginia
Montana State,Cal State Bakersfield
LIU-Brooklyn,Mount St. Mary's
New Mexico,Missouri State
Norfolk State,Savannah State
North Carolina Central,North Carolina A&T
North Florida,Jacksonville
Old Dominion,Northeastern
Northern Colorado,Johnson & Wales (CO)
Omaha,Northern Illinois
Northern Iowa,Colorado State
Oakland,UMKC
Ohio,Morgan State
Ohio State,Texas-Rio Grande Valley
Oral Roberts,Southern Utah
Pacific,Utah State
Pepperdine,Hawaii
Portland State,Walla Walla
Presbyterian,Radford
Quinnipiac,Bryant
Rice,St. Thomas (TX)
Robert Morris,Monmouth
LSU,Rutgers
Saint Francis (PA),Fairleigh Dickinson
Saint Louis,Portland
Santa Clara,Cal State Northridge
Loyola (MD),Siena
South Alabama,Alabama A&M
Southeast Missouri State,Southeastern Louisiana
Cal State Fullerton,Southern Illinois-Edwardsville
Temple,Central Michigan
Pitt,Tennessee
Ball State,UT-Martin
Texas A&M,Stephen F. Austin
Texas State,Houston Baptist
George Mason,Towson
Troy,Miami (OH)
Tulane,Georgia Tech
Arizona State,Tulsa
Texas,UCLA
Villanova,Penn
Virginia,Longwood
Wagner,St. Francis (NY)
Richmond,Wake Forest
Washington State,Eastern Washington
Weber State,San Jose State
Western Carolina,North Carolina-Greensboro
South Dakota State,Western Illinois
Marquette,Wisconsin
Wofford,Citadel
Wright State,Youngstown State
Wyoming,Bradley
Xavier,Purdue
Yale,Vermont
American,St. Joseph's
SMU,Little Rock
Fairfield,Canisius
South Carolina,Clemson
Columbia,La Sierra
Creighton,Nebraska
VCU,George Washington
Hampton,Howard
Harvard,Seattle
Indiana,Stetson
North Texas,Loyola Marymount
Manhattan,St. Peter's
Marist,Rider
Maryland,Notre Dame
Michigan State,Omaha
Middle Tennessee,Akron
Morehead State,Mid-Continent
Murray State,Dayton
Iona,Niagara
North Carolina-Asheville,South Carolina Upstate
Baylor,Northwestern
Oklahoma State,Langston
Oregon State,Montana
Ole Miss,Penn State
Maine,Rhode Island
San Diego State,University of California
San Francisco,Pacific Union
Southern Miss,New Mexico State
Stanford,North Carolina State
Kansas State,Virginia Tech
Western Kentucky,Bowling Green State
Wichita State,UNLV
Austin Peay,Arkansas State
Boise State,Idaho State
Central Arkansas,Southeast Missouri State
Coppin State,Rio Grande
Milwaukee,DePaul
Detroit,St. John's (NY)
Florida A&M,Allen
Florida State,Charleston Southern
Fordham,Hampton
LIU-Brooklyn,Lafayette
Lamar,Texas-Rio Grande Valley
Norfolk State,South Carolina State
Elon,North Carolina-Greensboro
Providence,Brown
Yale,Sacred Heart
UTSA,Samford
Siena,Albany (NY)
Little Rock,Philander Smith
Belmont,Tennessee State
Bucknell,Binghamton
Bradley,Northeastern
Coastal Carolina,Citadel
Columbia,Holy Cross
Robert Morris,Duquesne
UMass,East Carolina
Eastern Kentucky,North Carolina Central
Furman,Virginia Wise
Gardner-Webb,Alice Lloyd
Quinnipiac,Hartford
Howard,Delaware State
Iowa State,Prairie View
Kent State,James Madison
Kansas,Long Beach State
North Carolina-Wilmington,Liberty
Lipscomb,UT-Martin
Louisiana Tech,Northwestern State
Marquette,Washington
Memphis,Miami (FL)
Minnesota,Appalachian State
Missouri,Villanova
Monmouth,Navy
UNC,Evansville
Northern Iowa,Iowa
Pacific,Hawaii
Pitt,Virginia Military Institute
Charlotte,Radford
Seton Hall,NJIT
South Dakota State,Southwest State (MN)
Ball State,Southern Illinois-Edwardsville
Syracuse,Marshall
Texas,Texas-Arlington
Texas Christian,Texas Tech
Texas State,Houston
Utah State,Utah Valley
Virginia,George Mason
Wagner,Hofstra
Wofford,Tulane
Youngstown State,Fredonia State
Air Force,Wright State
Alabama-Birmingham,Middle Tennessee
Albany (NY),Colgate
American,Hampton
Nevada,Arizona State
Boise State,Portland
Bowling Green State,Malone
BYU,Weber State
New Hampshire,Brown
Xavier,Butler
Cal State Bakersfield,Sacramento State
UNLV,Cal State San Marcos
University of California,San Jose State
Central Arkansas,Henderson State
Colorado,Fresno State
Vanderbilt,Davidson
Dayton,Alabama
Iona,Denver
Duke,Colorado State
Eastern Illinois,Oakland City
Florida,Arizona
Loyola (MD),George Washington
Georgia Tech,Georgia
Wake Forest,High Point
Washington State,Idaho
Illinois,St. Bonaventure
Fort Wayne,Valparaiso
Lehigh,Saint Francis (PA)
Louisville,IUPUI
DePaul,Loyola (IL)
Manhattan,Fordham
Marist,Army
Maryland,Mount St. Mary's
Michigan State,Central Connecticut
UMKC,North Dakota
Oklahoma State,Missouri State
Montana,Montana Tech
Montana State,Willamette
Illinois State,Morehead State
Nebraska,Florida Gulf Coast
Buffalo,Niagara
Pepperdine,Northern Arizona
Ohio,Oakland
Lafayette,Penn State
Penn,Delaware
Purdue,Western Carolina
Virginia Tech,Rhode Island
Princeton,Rutgers
St. Joseph's,Boston University
Saint Louis,Vermont
Mercer,Samford
San Diego State,San Diego
Southern Miss,South Alabama
Western Kentucky,Southern Illinois
Stony Brook,Fairleigh Dickinson
Tennessee Tech,ETSU
Texas A&M,Sam Houston State
Temple,Toledo
La Salle,Towson
Wichita State,Tulsa
Cal State Fullerton,Utah
Wisconsin,Green Bay
Yale,Bryant
South Dakota,Canisius
UConn,Harvard
Detroit,Western Michigan
Drake,Eastern Michigan
Eastern Washington,Linfield
Florida A&M,Southeastern
West Virginia,Kansas State
Notre Dame,Maine
Oklahoma,Oral Roberts
Providence,Boston College
Cleveland State,Robert Morris
Virginia Military Institute,Central Pennsylvania College
Wyoming,Colorado
Fairfield,Old Dominion
Florida,Rider
Holy Cross,Sacred Heart
Iowa State,Iowa
Nicholls State,Loyola (LA)
Southern,MacMurray
UMass,Siena
Idaho,Oregon State
VCU,Richmond
Air Force,Arkansas-Pine Bluff
ETSU,Appalachian State
Arizona,Clemson
Arizona State,North Dakota State
Missouri State,Little Rock
Arkansas State,Central Arkansas
Ball State,Butler
Harvard,Boston University
Brown,Central Connecticut
Buffalo,Youngstown State
UC-Irvine,Vanguard
Campbell,Methodist
UCF,Bethune-Cookman
Charlotte,Davidson
Cleveland State,Akron
Colgate,St. Francis (NY)
Columbia,LIU-Brooklyn
Delaware,Delaware State
DePaul,Chicago State
Drexel,Princeton
Duke,Washington
Duquesne,Penn State
Eastern Kentucky,Georgia Southern
Evansville,North Carolina A&T
Florida Atlantic,Warner Southern
Texas Wesleyan,Florida International
Gardner-Webb,South Carolina State
Georgetown,Howard
Georgia State,Rhode Island
Michigan State,Gonzaga
Niagara,Hartford
High Point,Averett
Manhattan,Hofstra
Houston Baptist,Dallas Christian
UIC,Northern Illinois
Indiana,Kentucky
Indiana State,Maryville (MO)
IUPUI,Western Kentucky
Jacksonville State,Southern
Kansas,Ohio State
La Salle,Army
Liberty,Virginia Intermont
LSU,Boise State
Louisville,Fairleigh Dickinson
Loyola Marymount,Idaho State
Marquette,Green Bay
Maryland-Eastern Shore,Mercy
McNeese State,Bacone
Mercer,Chattanooga
Wright State,Miami (OH)
Michigan,Oakland
Middle Tennessee,UT-Martin
Minnesota,St. Peter's
Ole Miss,Mississippi Valley State
Mississippi State,Troy
Missouri,Navy
Monmouth,Fordham
Nevada,Montana
South Dakota,Morehead State
Loyola (MD),Mount St. Mary's
Fort Wayne,Omaha
UNC,Long Beach State
North Texas,Sam Houston State
Northern Arizona,Cal State Bakersfield
Northern Iowa,Milwaukee
Notre Dame,Dartmouth
Oklahoma,Arkansas
Pitt,Oklahoma State
Oregon,Fresno State
UCLA,Penn
Cal State Northridge,Pepperdine
Ohio,Portland
Providence,Bryant
Purdue,Eastern Michigan
George Mason,Radford
Sacramento State,Cal State Maritime
Saint Francis (PA),American
St. Joseph's,Creighton
Saint Louis,Illinois-Springfield
Samford,Lindsey Wilson
San Diego,Maine
San Francisco,Pacific
Cal Poly,San Jose State
Georgia Tech,Savannah State
Seton Hall,Wake Forest
South Dakota State,North Dakota
UMKC,Southeast Missouri State
New Mexico,USC
Southern Illinois-Edwardsville,Hannibal-LaGrange
Southern Miss,Louisiana Tech
St. Bonaventure,Canisius
Stephen F. Austin,Alabama State
Syracuse,George Washington
Temple,Villanova
Austin Peay,Tennessee
Tennessee State,Central Michigan
Tennessee Tech,Lipscomb
Texas,Texas State
Texas A&M,Louisiana-Monroe
Nebraska,Texas Christian
Texas-Rio Grande Valley,Texas A&M-International
Loyola (IL),Toledo
UMBC,Towson
Tulane,MacMurray
BYU,Utah
Utah Valley,Portland State
Valparaiso,Bowling Green State
Virginia Military Institute,Milligan
Lehigh,Wagner
Weber State,Southern Utah
West Virginia,Miami (FL)
Kent State,Western Carolina
Western Illinois,Eastern Illinois
Wichita State,Utah State
Wisconsin,UNLV
Wofford,Virginia Wise
Xavier,Cincinnati
Alabama,Detroit
Alabama State,Texas Wesleyan
Boston College,Stony Brook
Cal State Fullerton,Eastern Washington
University of California,Jackson State
Dayton,South Carolina Upstate
Elon,Lynchburg
Fairfield,New Hampshire
Florida State,North Carolina-Greensboro
Furman,Jacksonville
Hawaii,UC-Davis
Illinois,Coppin State
Kansas State,North Florida
Marshall,Iona
Murray State,Memphis
UC-Riverside,Montana State
North Carolina State,North Carolina Central
Sacred Heart,Lafayette
Idaho,Seattle
South Alabama,Alcorn State
South Florida,Florida A&M
Florida International,Stephen F. Austin
UTEP,New Mexico State
Tulane,Jacksonville State
Quinnipiac,Vermont
Virginia Tech,Norfolk State
Washington State,Santa Clara
Western Michigan,Southern Illinois
Winthrop,Virginia Wise
Oral Roberts,Little Rock
St. Francis (NY),Howard
Lehigh,Arcadia
Longwood,Virginia Military Institute
Louisiana,Dillard
Nicholls State,Louisiana-Monroe
NJIT,St. Joseph's (NY)
Oregon,Portland State
Rutgers,Monmouth
Savannah State,Coastal Georgia
Fordham,Siena
South Dakota State,Dakota State
Southeastern Louisiana,Southern
Alcorn State,Atlanta Christian
UCF,North Carolina A&T
Chattanooga,Spalding
Green Bay,Michigan Tech
Fort Wayne,Dartmouth
Michigan,Arkansas-Pine Bluff
Middle Tennessee,Belmont
Wisconsin,Milwaukee
Minnesota,Central Michigan
Mississippi State,Florida Atlantic
Drexel,Niagara
Oakland,Rochester (MI)
Oregon State,UIC
Saint Mary's (CA),Jackson State
UCSB,San Diego
Santa Clara,Pacifica
South Carolina,Presbyterian
UT-Martin,Bethel (TN)
Texas,Nicholls State
Villanova,Boston University
Wyoming,UC-Irvine
Arkansas State,Seattle
Auburn,South Florida
Baylor,Bethune-Cookman
Cal Poly,Menlo
UC-Riverside,UC-Santa Cruz
Charleston Southern,Citadel
College of Charleston,Tennessee
Coppin State,Towson
Houston Baptist,Campbell
Lamar,Huston-Tillotson
Louisiana Tech,McNeese State
Maryland,Florida International
Morgan State,UMBC
Ole Miss,Louisiana
UNLV,UTEP
New Mexico State,Western New Mexico
Norfolk State,LIU-Brooklyn
Denver,Northern Colorado
DePaul,Northern Illinois
Ohio,Marietta
Ohio State,South Carolina Upstate
Rice,Louisiana College
Iona,Richmond
Princeton,Rider
UCLA,Eastern Washington
Wichita State,Chicago State
Cincinnati,Wright State
Akron,Arkansas-Pine Bluff
Belmont,Troy
Bradley,George Washington
Gonzaga,Oral Roberts
Jackson State,SMU
Winthrop,Jacksonville
Northwestern State,Louisiana-Monroe
LSU,UC-Irvine
Missouri,Kennesaw State
Murray State,Lipscomb
North Carolina-Asheville,Montreat
North Dakota,South Dakota State
Northwestern,Texas Southern
Oregon State,Howard
Portland State,Cal State Bakersfield
Saint Mary's (CA),North Carolina A&T
South Alabama,Texas A&M-Corpus Christi
Texas-Rio Grande Valley,Wentworth
William & Mary,Wesley
Wisconsin,Savannah State
University of California,Weber State
Central Michigan,UIC
Coastal Carolina,Lynchburg
Eastern Washington,Pacific Lutheran
Hawaii,Hawaii-Hilo
IUPUI,Saint Joseph's (IN)
UMKC,Canisius
Nicholls State,Dillard
East Carolina,North Carolina-Greensboro
Utah,Idaho State
Washington,UCSB
Wyoming,Sioux Falls
Air Force,Maryland-Eastern Shore
Akron,Florida A&M
Kansas State,Alabama
Gonzaga,Arizona
Northern Arizona,Arizona State
Arkansas,Southeastern Louisiana
Auburn,North Florida
Austin Peay,Rochester (MI)
Baylor,BYU
Bucknell,Richmond
Butler,Purdue
Cal State Fullerton,La Verne
Cal State Northridge,Pacifica
UCLA,UC-Davis
UCF,Old Dominion
Cincinnati,Radford
Clemson,Winthrop
College of Charleston,Charleston Southern
Cornell,Albany (NY)
Creighton,Houston Baptist
Dartmouth,Elon
Dayton,Florida International
Tennessee State,Delaware State
Denver,Boise State
DePaul,Arkansas-Pine Bluff
Mississippi State,Detroit
Drexel,Bradley
Tennessee Tech,Evansville
Florida,Texas A&M
Miami (FL),Florida Atlantic
Cal Poly,Fresno State
Georgetown,American
Hofstra,Binghamton
Oklahoma,Houston
Idaho,Cal State Bakersfield
UNLV,Illinois
Indiana,Notre Dame
Iowa,Drake
Eastern Kentucky,Jacksonville State
Kentucky,Chattanooga
Liberty,Hampton
LIU-Brooklyn,St. Peter's
Louisiana Tech,Little Rock
Louisville,Memphis
Loyola (IL),Chicago State
Marquette,Northern Colorado
Marshall,High Point
Rider,UMBC
UMass,Quinnipiac
Miami (OH),Belmont
Michigan,Alabama A&M
Michigan State,Bowling Green State
Milwaukee,Omaha
Missouri State,Kennesaw State
Murray State,Arkansas State
Nebraska,Alcorn State
Nevada,UC-Riverside
New Hampshire,Marist
New Mexico,Oklahoma State
UNC,Appalachian State
Syracuse,North Carolina State
North Dakota State,Mayville State
Southern Illinois,Northern Illinois
Northwestern,Central Connecticut
Northwestern State,Missouri Valley
Pitt,South Carolina State
Montana,Portland
Lamar,Rice
Robert Morris,Louisiana
Rutgers,Stony Brook
St. Joseph's,Villanova
Saint Louis,Alabama State
Saint Mary's (CA),Bethune-Cookman
Samford,Spring Hill
San Francisco,Menlo
Santa Clara,Pacific
Ohio State,South Carolina
Georgia,USC
Southern Miss,Ole Miss
St. John's (NY),Fordham
Stanford,San Diego
Stephen F. Austin,Texas College
South Carolina Upstate,Stetson
Texas,Temple
UTEP,Southern
Toledo,Youngstown State
Tulsa,Texas-Arlington
Utah State,Seattle
Georgia State,Utah Valley
Oakland,Valparaiso
Indiana State,Vanderbilt
Iona,Vermont
VCU,North Carolina-Wilmington
Virginia Tech,Campbell
West Virginia,Texas A&M-Corpus Christi
Furman,Western Kentucky
Western Michigan,Duquesne
Ohio,Wright State
Army,Texas-Rio Grande Valley
Boston College,Bryant
UConn,Holy Cross
Prairie View,Dallas Christian
Florida State,Loyola Marymount
Hawaii,North Carolina A&T
Illinois State,Norfolk State
Iowa State,Central Michigan
Missouri,William & Mary
North Texas,Jackson State
Princeton,Northeastern
Northwestern,Eastern Illinois
Virginia,Oregon
Oregon State,Portland State
Penn State,Mount St. Mary's
Pepperdine,Montana State
Yale,Rhode Island
Sacramento State,North Dakota
Seton Hall,Mercer
Canisius,South Dakota
St. Bonaventure,Loyola (MD)
Fort Wayne,UT-Martin
Texas Tech,Grambling
Wake Forest,Gardner-Webb
South Dakota State,Washington
Washington State,Western Oregon
Wofford,Jacksonville
Oral Roberts,Xavier
Akron,Youngstown State
Southern Miss,Arizona State
Arkansas State,Lyon
Auburn,Florida A&M
IUPUI,Ball State
Baylor,Paul Quinn
Morehead State,Binghamton
Boise State,Fresno State
University of California,UCSB
Charlotte,Coppin State
Clemson,Alabama State
Colgate,Dartmouth
Colorado,Cal State Bakersfield
Colorado State,Texas Southern
Davidson,Kansas
Delaware,La Salle
Denver,Wyoming
Duke,North Carolina-Greensboro
East Carolina,Coastal Carolina
ETSU,Milligan
Florida,Mississippi Valley State
South Carolina Upstate,Florida Gulf Coast
Georgia Tech,Alabama A&M
Illinois,Cornell
UIC,Western Illinois
Indiana,Howard
Iowa,Central Arkansas
Jacksonville State,Reinhardt
James Madison,Citadel
Long Beach State,Eastern New Mexico
LSU,Marquette
Loyola (IL),Rockhurst
Maine,Utah Valley
Marshall,Belmont
Memphis,Lipscomb
Michigan State,UMKC
Missouri State,Texas A&M-Corpus Christi
UNLV,Louisiana-Monroe
New Mexico State,Southern
UNC,Nicholls State
North Carolina-Wilmington,Campbell
Northern Iowa,Loras
Northwestern State,Central Methodist
Notre Dame,Sacred Heart
Temple,Rice
Saint Mary's (CA),Kennesaw State
San Diego State,UC-Riverside
South Alabama,Georgia Southern
South Florida,Cleveland State
SMU,Southeast Missouri State
USC,Texas Christian
Southern Illinois,Southern Illinois-Edwardsville
Albany (NY),St. Francis (NY)
Stanford,Bethune-Cookman
Tennessee State,LeMoyne-Owen
UTEP,McNeese State
Creighton,Tulsa
Utah,Portland
Vanderbilt,Longwood
Virginia Tech,North Florida
Weber State,Mayville State
West Virginia,Tennessee Tech
Wichita State,Newman
Alcorn State,Rust
Arizona,Oakland
Arkansas,Eastern Kentucky
Western Carolina,Bradley
BYU,Buffalo
Georgia,Mercer
Gonzaga,Butler
Houston,UTSA
Illinois State,Little Rock
Kent State,St. Peter's
Kentucky,Samford
Liberty,Montreat
LIU-Brooklyn,Texas State
Louisiana Tech,Northeastern
Louisville,College of Charleston
Evansville,Miami (OH)
Nebraska,Central Michigan
New Mexico,Montana State
North Carolina State,St. Bonaventure
North Texas,Grambling
Valparaiso,Northern Illinois
Ohio,Northern Iowa
Ohio State,Lamar
Oregon,North Carolina Central
Pitt,Saint Francis (PA)
Prairie View,Stephen F. Austin
Presbyterian,Furman
Providence,New Hampshire
Purdue,Fort Wayne
Eastern Michigan,Radford
Richmond,Old Dominion
Robert Morris,Hampton
Saint Mary's (CA),Eastern Washington
Sam Houston State,Northern Arizona
San Jose State,UC-Davis
Syracuse,Bucknell
Tennessee,North Carolina-Asheville
Norfolk State,Toledo
Manhattan,Towson
Troy,Southern Utah
UCLA,UC-Irvine
Utah State,Texas-Arlington
VCU,Alabama-Birmingham
Western Michigan,Winthrop
Wright State,Idaho
Akron,North Carolina A&T
Alabama,Oklahoma State
Fresno State,Arizona State
Army,Dartmouth
Belmont,Austin Peay
Boston College,Sacred Heart
Chattanooga,Hiwassee
Oregon State,Chicago State
Cincinnati,Arkansas-Pine Bluff
Seton Hall,Dayton
DePaul,Cal Poly
Drake,Central Arkansas
Vermont,Fairleigh Dickinson
North Florida,Florida A&M
Duquesne,George Mason
High Point,Wofford
Houston,Rogers State
Houston Baptist,Santa Clara
Indiana State,Louisiana-Monroe
Iowa State,Lipscomb
Texas-Arlington,Kent State
Louisiana,UCF
Maine,Eastern Illinois
Marist,Hartford
Marshall,West Virginia Tech
Middle Tennessee,Ole Miss
Morgan State,Loyola Marymount
Murray State,UT-Martin
New Mexico State,McNeese State
UNC,Texas
North Carolina Central,Stephen F. Austin
Oklahoma,South Carolina State
Oregon,Prairie View
Penn State,Cornell
St. Joseph's,Coppin State
Virginia,Seattle
South Carolina,Southeastern Louisiana
South Dakota,Peru State
St. John's (NY),Texas-Rio Grande Valley
Charleston Southern,Stetson
Tennessee State,Alabama A&M
Utah State,St. Peter's
Vanderbilt,Lafayette
Wake Forest,North Carolina-Wilmington
Iona,William & Mary
Alabama-Birmingham,Jacksonville
Appalachian State,Campbell
Arizona,Bryant
Arkansas,Louisiana Tech
Baylor,Saint Mary's (CA)
Bethune-Cookman,Texas A&M-Corpus Christi
Drexel,Binghamton
Bucknell,Boston University
BYU,UCSB
Cal State Bakersfield,Pacific
Cal State Fullerton,Portland State
UC-Irvine,Hope International
UC-Riverside,San Jose State
Loyola (IL),Canisius
La Salle,Central Connecticut
Miami (FL),Charlotte
UTEP,Clemson
Cleveland State,Sam Houston State
College of Charleston,Coastal Carolina
Colorado,Texas Southern
UConn,Fairfield
Creighton,Northwestern
Denver,Citadel
Detroit,Alabama State
East Carolina,Gardner-Webb
Florida,Florida State
Florida Gulf Coast,Toledo
Bowling Green State,Florida International
Fordham,Texas State
James Madison,George Washington
Georgetown,Memphis
Georgia State,Georgia Southern
Mercer,Georgia Tech
Gonzaga,Air Force
Green Bay,Idaho
Harvard,Florida Atlantic
Auburn,Hawaii
Hofstra,Colgate
Holy Cross,San Francisco
Howard,Delaware
Wyoming,Idaho State
Missouri,Illinois
Indiana,UMBC
Iowa,Boise State
Kansas State,Southern Illinois
Tennessee Tech,Kennesaw State
Kentucky,Loyola (MD)
Long Beach State,Xavier
Marquette,Milwaukee
UMass,Davidson
Ohio State,Miami (OH)
Michigan,Bradley
Michigan State,Lehigh
Minnesota,North Dakota State
Mississippi State,Northwestern State
West Virginia,Missouri State
Rider,Monmouth
Montana,Utah Valley
Nevada,Portland
New Mexico,UMKC
North Carolina Central,Prairie View
VCU,North Carolina-Greensboro
North Carolina State,Northeastern
LSU,North Texas
Colorado State,Northern Colorado
Old Dominion,Virginia Military Institute
Oral Roberts,Texas Tech
Oregon,Stephen F. Austin
Washington State,Pepperdine
Presbyterian,Navy
Quinnipiac,Niagara
Rutgers,NJIT
Southeast Missouri State,Sacramento State
Saint Louis,Arkansas State
Texas-Arlington,St. Peter's
South Alabama,San Diego
San Diego State,Elon
Savannah State,Mount St. Mary's
Siena,Princeton
Kansas,USC
SMU,Dallas Christian
Southern Miss,South Florida
Southern Utah,UC-Davis
Butler,Stanford
Syracuse,Tulane
Rice,Texas A&M
Texas Christian,Grambling
UTSA,Troy
Utah State,Kent State
Villanova,American
Virginia Tech,Eastern Michigan
Washington,Cal State Northridge
Weber State,Utah
Western Illinois,North Dakota
Wright State,Central Michigan
Robert Morris,Youngstown State
Albany (NY),Dartmouth
Long Beach State,Auburn
Baylor,West Virginia
Tennessee Tech,Bethune-Cookman
Maine,Brown
Cincinnati,Chicago State
Clemson,Southern Illinois
Dayton,UIC
George Mason,Manhattan
Georgia,Furman
IUPUI,Valparaiso
Kansas State,UTEP
Kennesaw State,Texas A&M-Corpus Christi
Seton Hall,Longwood
Louisville,Western Kentucky
Maryland,Radford
Saint Mary's (CA),Missouri State
Morehead State,Ball State
UNLV,University of California
Western Michigan,Oakland
Ohio,North Carolina A&T
Penn,Marist
Wagner,Pitt
Providence,Rhode Island
St. Bonaventure,Saint Francis (PA)
Norfolk State,St. Francis (NY)
Tennessee,ETSU
Vermont,Towson
UCLA,Richmond
Wisconsin,Mississippi Valley State
Hawaii,Xavier
