Winner,Loser
Louisiana Tech,Southeastern Louisiana
Loyola (IL),Tennessee Tech
Marshall,Morehead State
Miami (FL),Michigan State
Navy,Fort Wayne
Nevada,UC-Davis
UNLV,UC-Irvine
New Mexico,Mercer
North Carolina A&T,North Carolina-Greensboro
Texas-Arlington,North Texas
Maine,Northeastern
Ohio,St. Bonaventure
Oklahoma,Oral Roberts
Boston College,Penn State
Penn,Binghamton
Prairie View,Houston
Radford,Hampton
George Mason,Rhode Island
Richmond,William & Mary
St. Joseph's,American
Fairleigh Dickinson,St. Peter's
Florida Gulf Coast,Samford
Utah State,Santa Clara
UMass,Siena
South Carolina State,Jacksonville
South Dakota State,North Dakota
Southern Illinois,Fresno State
SMU,Utah
Stanford,Seattle
UTEP,New Mexico State
Toledo,Texas A&M-Corpus Christi
UCLA,Cal State Northridge
VCU,Stetson
Wagner,Princeton
Washington,Saint Louis
Washington State,Idaho
West Virginia,Virginia Military Institute
Wichita State,Tulsa
Virginia,Wisconsin
Wofford,Winthrop
Kent State,Youngstown State
Little Rock,Troy
Brown,Sacred Heart
Campbell,Newberry
Chicago State,Trinity Christian
UConn,New Hampshire
ETSU,Milligan
Florida,Marquette
South Alabama,Florida Atlantic
Florida International,Arkansas State
Manhattan,Fordham
Gonzaga,Lewis & Clark
Idaho State,Montana Western
Morgan State,Liberty
Middle Tennessee,Louisiana
Western Kentucky,Louisiana-Monroe
LSU,Seton Hall
Long Beach State,Loyola Marymount
Canisius,UMBC
Memphis,UT-Martin
UMKC,IUPUI
Pepperdine,Montana State
Southeast Missouri State,New Orleans
Norfolk State,St. Francis (NY)
South Carolina Upstate,North Carolina-Asheville
North Dakota State,Omaha
North Florida,Florida A&M
Notre Dame,Kentucky
Oregon,UTSA
La Salle,Rider
Western Illinois,South Dakota
St. John's (NY),South Carolina
Texas Christian,Southern Utah
Western Michigan,High Point
Hartford,Yale
Syracuse,Arkansas
DePaul,Auburn
Eastern Washington,Cal State Fullerton
Georgetown,Tennessee
Louisiana Tech,Georgia State
Kansas,Oregon State
Lipscomb,Tennessee Tech
Drake,Nevada
Oklahoma,Northwestern State
San Francisco,Montana
South Florida,Georgia
Utah,Texas State
Tennessee State,Alabama A&M
Jacksonville State,Alcorn State
American,Saint Francis (PA)
Arizona State,Sacramento State
Little Rock,Louisiana-Monroe
Fairfield,Austin Peay
Mount St. Mary's,Binghamton
Youngstown State,Bowling Green State
Michigan,Bradley
Bryant,Army
Butler,Ball State
Cal State Bakersfield,UTSA
UC-Riverside,Northern Colorado
UCF,Florida Tech
Charleston Southern,Barber-Scotia
Charlotte,East Carolina
Davidson,Chattanooga
Cincinnati,Alabama
Cleveland State,Toledo
Colorado State,Evansville
Bucknell,Columbia
Cornell,Colgate
Creighton,St. Joseph's
Dayton,Northern Illinois
Delaware State,Maryland-Eastern Shore
Rider,Drexel
Duke,Delaware
Duquesne,Maine
Eastern Kentucky,Western Carolina
College of Charleston,Elon
Florida A&M,Bethune-Cookman
Florida Atlantic,Arkansas State
Florida Gulf Coast,Loyola (MD)
South Alabama,Florida International
Gonzaga,Pacific
Hampton,Howard
Hartford,Holy Cross
Harvard,Fordham
SMU,Hofstra
Texas A&M,Houston
Idaho,UC-Davis
Indiana,Coppin State
New Mexico,Indiana State
Iowa,Texas A&M-Corpus Christi
Iowa State,BYU
Fort Wayne,Miami (OH)
James Madison,Winthrop
Princeton,Kent State
Baylor,Kentucky
Lehigh,Fairleigh Dickinson
LIU-Brooklyn,Lafayette
Dartmouth,Longwood
Louisville,Illinois State
Loyola (IL),Furman
Loyola Marymount,Portland State
Marshall,North Carolina-Wilmington
UMBC,Towson
Miami (FL),UMass
Michigan State,Nicholls State
Minnesota,North Florida
Ole Miss,Rutgers
Missouri,Appalachian State
Western Illinois,UMKC
Oral Roberts,Missouri State
San Jose State,Montana State
UNLV,Hawaii
New Hampshire,Brown
New Mexico State,Southern Miss
UNC,Alabama-Birmingham
North Carolina Central,North Carolina A&T
North Carolina-Greensboro,Citadel
Louisiana,North Texas
Northern Arizona,Sam Houston State
Northern Iowa,Milwaukee
UIC,Northwestern
Ohio State,Northern Kentucky
Oregon,Arkansas-Pine Bluff
Penn State,Penn
Pitt,Detroit
Providence,Mississippi State
Xavier,Purdue
Rhode Island,Vermont
Rice,Houston Baptist
Richmond,Wake Forest
Robert Morris,Ohio
Saint Mary's (CA),Cal Poly
Boston University,St. Peter's
Samford,Georgia Southern
San Diego State,UCLA
UCSB,Santa Clara
Norfolk State,Savannah State
Albany (NY),Siena
South Dakota,IUPUI
South Dakota State,Omaha
Southeast Missouri State,Southeastern Louisiana
Southern,Champion Baptist
Southern Illinois-Edwardsville,Chicago State
Southern Utah,San Diego Christian
St. Bonaventure,Buffalo
St. John's (NY),NJIT
Stephen F. Austin,San Diego
Stony Brook,Eastern Illinois
Temple,Wagner
UT-Martin,Kennesaw State
Texas,Texas-Arlington
Arizona,Texas Tech
Western Kentucky,Troy
Tulane,Navy
Utah Valley,Pepperdine
Villanova,Vanderbilt
Virginia,Green Bay
VCU,Belmont
Morgan State,Virginia Military Institute
Virginia Tech,Oklahoma State
Washington State,Portland
Western Michigan,Oakland
William & Mary,Old Dominion
Wright State,Morehead State
Wyoming,Colorado
Wichita State,Air Force
Akron,Middle Tennessee
Central Michigan,Niagara
Mercer,Florida State
Maryland,George Mason
George Washington,Manhattan
High Point,Johnson & Wales (NC)
Kansas State,South Carolina Upstate
Georgia State,Liberty
Saint Louis,Valparaiso
Boise State,Seattle
Clemson,South Carolina
Stanford,Denver
Washington,Cal State Fullerton
Wisconsin,University of California
Bethune-Cookman,Stetson
Monmouth,Binghamton
Bowling Green State,Wright State
Gardner-Webb,Virginia Wise
Jacksonville,Florida Christian
Fresno State,Long Beach State
McNeese State,Texas-Tyler
Nebraska,USC
San Diego State,Texas Southern
Norfolk State,South Carolina State
Syracuse,Eastern Michigan
Tennessee Tech,Berea
Texas-Arlington,Texas-Rio Grande Valley
Virginia Military Institute,Virginia-Lynchburg
Arizona,Southern Miss
Arkansas,Oklahoma
Little Rock,St. Gregory's
Army,Marist
Northwestern,Baylor
Belmont,Lipscomb
Harvard,Boston College
Bradley,George Washington
Bucknell,Kent State
UC-Irvine,San Diego Christian
Robert Morris,Campbell
Charleston Southern,Citadel
Louisville,College of Charleston
North Carolina State,UConn
St. Joseph's,Coppin State
Delaware,Radford
East Carolina,St. Andrews
Elon,Dartmouth
Florida A&M,Edward Waters
George Mason,UMBC
Georgetown,Texas
Georgia Tech,Georgia
Wagner,Hofstra
Howard,American
Illinois,Western Carolina
Wyoming,Illinois State
Iowa,South Dakota
Iowa State,Florida Gulf Coast
Kentucky,Samford
Lafayette,Saint Francis (PA)
Lehigh,Fordham
Liberty,Southern Virginia
Michigan,Western Michigan
Minnesota,South Dakota State
Mississippi State,UTSA
Missouri,Southeast Missouri State
Murray State,Bethel (TN)
Eastern Kentucky,North Carolina Central
UMass,Northeastern
Northwestern State,Louisiana Tech
Richmond,Old Dominion
Pacific,Nevada
UNLV,Portland
Purdue,Lamar
San Francisco,St. John's (NY)
Seton Hall,NJIT
New Mexico State,South Alabama
San Diego,Southern Utah
St. Bonaventure,Siena
Tennessee State,Drexel
Houston,Texas Christian
Texas Tech,Northern Kentucky
Tulane,Nicholls State
Winthrop,Brevard
Wisconsin,Omaha
Dayton,Alabama
Albany (NY),St. Francis (NY)
Arizona State,Hartford
Austin Peay,Oakland City
Ball State,Holy Cross (IN)
Yale,Bryant
Butler,IUPUI
Cal State Northridge,Vanguard
San Jose State,UC-Davis
Central Arkansas,UT-Martin
DePaul,Chicago State
Colorado,Colorado State
Charlotte,Davidson
Denver,Mercer
Detroit,Toledo
Saint Mary's (CA),Drake
Pitt,Duquesne
Western Illinois,Eastern Illinois
Evansville,Miami (OH)
Florida,Florida State
UIC,Roosevelt
James Madison,ETSU
La Salle,Penn State
Niagara,Loyola (MD)
West Virginia,Marshall
Maryland,Maryland-Eastern Shore
Memphis,Ohio
Michigan State,Arkansas-Pine Bluff
Middle Tennessee,Alabama-Birmingham
Buffalo,Milwaukee
Navy,Monmouth
North Dakota State,Morehead State
Central Connecticut,New Hampshire
New Mexico,USC
North Carolina-Wilmington,Coker
UMKC,North Dakota
Loyola Marymount,Northern Arizona
Northern Illinois,Southern Illinois-Edwardsville
Northern Iowa,Northern Colorado
Oklahoma State,South Florida
Pepperdine,UC-Riverside
Quinnipiac,Colgate
Holy Cross,Sacred Heart
Saint Louis,North Texas
St. Peter's,Iona
Texas A&M,Stephen F. Austin
Oral Roberts,Texas State
Tulsa,Missouri State
Utah,Boise State
Valparaiso,Fort Wayne
Towson,Vermont
Temple,Villanova
Virginia,Tennessee
Wake Forest,High Point
Gonzaga,Washington State
Weber State,Utah Valley
Western Kentucky,Southern Illinois
Wofford,Gardner-Webb
Cal State Bakersfield,Cal State Fullerton
Cincinnati,Little Rock
Boston University,Coastal Carolina
Idaho,Eastern Washington
Fresno State,San Diego Christian
Maine,Fisher College
American,UMBC
Montana State,Montana Tech
Creighton,Nebraska
Oakland,Rochester (MI)
Providence,Rhode Island
San Diego State,UCSB
South Dakota State,Dakota State
Florida Atlantic,Stetson
Syracuse,Long Beach State
Tennessee Tech,Green Bay
William & Mary,Howard
Vanderbilt,Xavier
Youngstown State,Geneva
UConn,Harvard
Canisius,Fairfield
Fairleigh Dickinson,Lafayette
Iowa,Iowa State
Marist,Manhattan
Milwaukee,Northern Illinois
Mount St. Mary's,Navy
VCU,Old Dominion
Prairie View,Dallas Christian
Rider,Siena
South Carolina,Jacksonville
Air Force,Arkansas-Pine Bluff
Alabama-Birmingham,South Alabama
Arizona State,Cal State Northridge
Arkansas State,St. Bonaventure
Ball State,South Dakota
Bethune-Cookman,Webber
Boston College,St. Francis (NY)
Bowling Green State,Samford
BYU,Utah
Bryant,Binghamton
Buffalo,Niagara
Cal Poly,Menlo
Charlotte,Central Michigan
Eastern Kentucky,Chattanooga
Chicago State,Alabama State
Cincinnati,Maryland-Eastern Shore
Arizona,Clemson
Albany (NY),Colgate
Davidson,Wofford
Dayton,Miami (OH)
Delaware State,Delaware
Detroit,Rochester (MI)
Drake,Fort Wayne
Duke,Temple
Duquesne,New Orleans
Toledo,Eastern Illinois
Eastern Michigan,Purdue
Murray State,Evansville
Florida A&M,Allen
Gardner-Webb,Tennessee Tech
Northern Iowa,George Mason
Kansas State,George Washington
Georgetown,Towson
Georgia Southern,Brewton-Parker
Georgia State,Southern Poly
Georgia Tech,North Carolina-Wilmington
Illinois,Gonzaga
Robert Morris,Hampton
Pepperdine,Hawaii
Holy Cross,Dartmouth
Houston,Texas Southern
Sam Houston State,Houston Baptist
UIC,Colorado State
Illinois State,Western Michigan
Indiana,Central Connecticut
Rutgers,Iona
Richmond,James Madison
Kansas,Colorado
Kentucky,Portland
Lipscomb,UT-Martin
LIU-Brooklyn,Hofstra
Louisiana Tech,Southern Miss
Louisville,UMKC
Loyola (MD),St. Peter's
Marquette,Wisconsin
Marshall,Coppin State
Maryland,South Carolina State
McNeese State,Louisiana
Memphis,Austin Peay
Mercer,Alabama A&M
Michigan,Arkansas
Michigan State,Loyola (IL)
Middle Tennessee,Ole Miss
Missouri,Tennessee State
Montana,Carroll (MT)
Morehead State,Indiana State
New Hampshire,Yale
New Mexico,Valparaiso
UNC,ETSU
North Carolina-Asheville,Montreat
North Carolina State,Cleveland State
North Texas,Jackson State
La Salle,Northeastern
Butler,Northwestern
Notre Dame,Brown
Ohio,Oakland
Ohio State,Long Beach State
Oklahoma State,Missouri State
Oregon,Idaho State
Oregon State,Grambling
Pacific,San Francisco
Penn State,Army
Villanova,Penn
Pitt,North Florida
Drexel,Princeton
Vermont,Quinnipiac
William & Mary,Radford
Lehigh,Saint Francis (PA)
San Diego,Tulane
San Jose State,Sacramento State
Santa Clara,Pacific Union
South Carolina Upstate,UTSA
Central Arkansas,Southeast Missouri State
Minnesota,USC
St. John's (NY),Fordham
Stephen F. Austin,Louisiana State-Shreveport
Syracuse,Monmouth
UCLA,Texas
UTEP,Idaho
Texas State,Texas-Rio Grande Valley
Utah Valley,Troy
Tulsa,Texas Christian
Utah State,Western Oregon
Virginia,Mississippi Valley State
Seton Hall,Wake Forest
Nevada,Washington
Weber State,UC-Irvine
West Virginia,Virginia Tech
Western Carolina,Appalachian State
Western Illinois,Southern Illinois-Edwardsville
Western Kentucky,IUPUI
Wichita State,Northern Colorado
Wright State,Virginia Military Institute
Wyoming,Panhandle State
Youngstown State,Hiram
Columbia,American
UNLV,University of California
Creighton,Akron
DePaul,Milwaukee
Hartford,Fairleigh Dickinson
Florida Atlantic,Warner Southern
Florida State,Maine
Furman,Presbyterian
Iowa State,Omaha
Lafayette,Sacred Heart
Manhattan,Siena
Canisius,Marist
Norfolk State,UMBC
North Dakota State,North Dakota
Fairfield,Rider
South Dakota State,Cal State Bakersfield
Florida International,Stetson
Washington State,Fresno State
Xavier,Kent State
Detroit,Alabama State
Seattle,Eastern Washington
Georgetown,Longwood
Louisiana-Monroe,Southeastern Louisiana
Navy,Bryant
Southern,William Carey
Virginia Tech,Mississippi Valley State
Auburn,Grambling
Duquesne,West Virginia
Harvard,Boston University
Illinois,Norfolk State
IUPUI,Indiana-Northwest
Jacksonville State,Martin Methodist
Louisiana,Lamar
LSU,Chattanooga
Michigan,Binghamton
Minnesota,North Dakota State
Nevada,Cal Poly
NJIT,Army
Rutgers,George Washington
Saint Mary's (CA),Jackson State
San Diego,Arizona Christian
Santa Clara,San Jose State
Stony Brook,St. Francis (NY)
Villanova,St. Joseph's
Albany (NY),South Carolina State
DePaul,Arizona State
Baylor,Lamar
Rio Grande,Campbell
UCF,Bethune-Cookman
Fairfield,Milwaukee
Colorado,Fresno State
Maryland,Monmouth
Coppin State,UMBC
McNeese State,Louisiana Tech
New Orleans,Nicholls State
Niagara,Hartford
North Carolina-Asheville,Lenoir-Rhyne
Ohio State,Savannah State
Oregon State,Portland State
Presbyterian,North Greenville
LIU-Brooklyn,Rice
Temple,Towson
Vermont,Dartmouth
Wisconsin,Green Bay
Alabama State,Troy
Belmont,Middle Tennessee
Cal State Fullerton,Idaho State
Coastal Carolina,Toccoa Falls
Anderson (SC),College of Charleston
Florida Gulf Coast,Florida International
Longwood,Southern Virginia
Southern,Louisiana-Monroe
UNLV,La Verne
North Carolina A&T,NJIT
North Dakota,Presentation College
Washington,Seattle
Tennessee,Wichita State
Texas-Arlington,Houston Baptist
Texas-Rio Grande Valley,Eureka
Washington State,Jackson State
Army,Maine
Boise State,LSU
Cal Poly,Eastern New Mexico
Miami (FL),Charlotte
Ole Miss,ETSU
UCF,Old Dominion
Portland,Portland Bible College
Arizona,Florida
Arizona State,Dartmouth
Arkansas,Alcorn State
Little Rock,Tulsa
Auburn,Furman
Bucknell,La Salle
Butler,Indiana
Cal State Bakersfield,La Verne
Creighton,University of California
UCSB,San Diego Christian
Hawaii,Chaminade
Cincinnati,Marshall
Clemson,Florida A&M
Davidson,North Carolina-Wilmington
Dayton,Florida Atlantic
Denver,Omaha
Detroit,Akron
Iowa State,Drake
Evansville,Alabama State
Fordham,Princeton
UC-Irvine,Fresno State
Gardner-Webb,Citadel
Georgetown,Western Carolina
Iona,Georgia
Gonzaga,Kansas State
Southern Illinois,Green Bay
Wright State,Hofstra
Houston,Louisiana
Howard,Liberty
Idaho,Walla Walla
UIC,Eastern Michigan
Iowa,Northern Iowa
Indiana State,IUPUI
Kansas,Belmont
Kentucky,Lipscomb
Long Beach State,Brigham Young-Hawaii
Loyola (IL),Mississippi State
Loyola (MD),Mount St. Mary's
Marquette,Savannah State
UMass,Elon
Louisville,Memphis
Michigan,West Virginia
Michigan State,Tuskegee
Tennessee Tech,Milwaukee
Valparaiso,Missouri State
South Dakota State,Montana
Nevada,San Francisco
New Mexico,New Mexico State
UNC,East Carolina
North Carolina State,Norfolk State
Northwestern State,Missouri Valley
Notre Dame,Purdue
Winthrop,Ohio
Ohio State,North Carolina-Asheville
Oklahoma,Texas A&M
Oregon,Nebraska
Santa Clara,Pacific
Penn State,Delaware State
Pitt,Bethune-Cookman
Portland State,George Fox
Jacksonville State,Presbyterian
Rhode Island,SMU
Hartford,Rice
Richmond,Stetson
Robert Morris,Duquesne
Saint Louis,UT-Martin
Sam Houston State,Samford
San Diego State,San Diego
Ball State,South Dakota
USC,UC-Riverside
Southern Miss,Grambling
St. Bonaventure,Cleveland State
St. John's (NY),St. Francis (NY)
Stanford,UC-Davis
Stephen F. Austin,Lubbock Christian
Syracuse,Canisius
Texas,Texas State
Texas-Rio Grande Valley,Lamar
North Dakota State,Towson
Troy,Georgia State
UCLA,Prairie View
Utah State,Utah Valley
Vanderbilt,Alabama A&M
VCU,Alabama
Georgia Southern,Virginia Tech
Wagner,Coppin State
Washington,Jackson State
BYU,Weber State
Arkansas State,Austin Peay
Boston College,New Hampshire
Boston University,Quinnipiac
Mercer,Chattanooga
DePaul,Northern Illinois
Fairfield,Drexel
Western Michigan,High Point
Illinois,Eastern Kentucky
Illinois State,Morgan State
James Madison,North Carolina-Greensboro
Charlotte,Kennesaw State
LIU-Brooklyn,Manhattan
Marist,Maine
Appalachian State,UMKC
Murray State,Western Kentucky
Niagara,Vermont
North Texas,Southeastern Louisiana
Oklahoma State,Central Arkansas
Oregon State,Chicago State
Central Michigan,Pepperdine
Rutgers,Alabama-Birmingham
Seton Hall,North Carolina A&T
South Alabama,Texas A&M-Corpus Christi
Tennessee State,LeMoyne-Owen
Cal State Fullerton,Texas Southern
McNeese State,Texas Tech
Villanova,Delaware
Louisiana Tech,Little Rock
Baylor,South Carolina Upstate
Bethune-Cookman,Florida Christian
Bradley,Georgia Southern
UC-Davis,Eastern Washington
Canisius,Longwood
Colorado State,North Florida
UConn,Maryland-Eastern Shore
Florida State,Louisiana-Monroe
Georgia Tech,Alabama State
Missouri,South Carolina State
Northern Arizona,Montana State
Northern Colorado,Tabor College
Northwestern,Texas State
Notre Dame,Fort Wayne
Oakland,Valparaiso
Portland,Cal State Bakersfield
Bucknell,Saint Francis (PA)
Santa Clara,Cal Poly
Jackson State,Seattle
Southern Illinois,New Orleans
Southern Illinois-Edwardsville,Eureka
Southern Utah,North Dakota
Syracuse,Detroit
Temple,Alcorn State
UNLV,UTEP
Vanderbilt,Cornell
Akron,Arkansas-Pine Bluff
Alabama A&M,Missouri State
Arizona,Oral Roberts
Auburn,Tennessee Tech
Lipscomb,Austin Peay
Michigan State,Bowling Green State
BYU,Eastern New Mexico
Cal State Northridge,San Diego Christian
University of California,UCSB
LSU,UC-Irvine
UC-Riverside,Whittier
Miami (FL),UCF
College of Charleston,Old Dominion
East Carolina,Gardner-Webb
Charleston Southern,ETSU
Evansville,Oakland City
Stetson,Florida Atlantic
Florida Gulf Coast,Southeastern
Georgia,Mercer
Southern Miss,Georgia State
Hampton,American
Houston Baptist,Arlington Baptist
Iona,Liberty
Wofford,Jacksonville
Kansas,Richmond
Kansas State,Texas Southern
Lafayette,Arcadia
Robert Morris,Louisiana
Middle Tennessee,Tennessee State
Nebraska,Jacksonville State
Omaha,Benedictine (IL)
North Carolina State,Stanford
North Carolina-Asheville,Northeastern
Ohio State,Winthrop
Stephen F. Austin,Oklahoma
Providence,Colgate
Purdue,Ball State
Stony Brook,Sacred Heart
San Diego State,Point Loma Nazarene
Holy Cross,San Francisco
South Florida,Youngstown State
Tennessee,Presbyterian
Texas A&M,Texas A&M-Corpus Christi
Texas Christian,Southern
UCLA,Long Beach State
Utah,SMU
VCU,Western Kentucky
Wake Forest,Furman
Western Illinois,UIC
Wyoming,Denver
Yale,Albertus Magnus
Pepperdine,Alabama State
Detroit,Alcorn State
Murray State,Arkansas State
Belmont,South Dakota State
Bradley,Mississippi Valley State
Bucknell,Marist
Charlotte,Radford
Cincinnati,Xavier
Cleveland State,Notre Dame (OH)
Coastal Carolina,Clemson
Colorado State,Cal State Bakersfield
Creighton,Tulsa
Illinois State,Dayton
Drake,North Carolina Central
Duke,Cornell
Duquesne,Western Michigan
Florida,Southeastern Louisiana
Gonzaga,Campbell
Green Bay,Marquette
Indiana,Mount St. Mary's
Iowa,South Carolina State
Louisville,Florida International
Ole Miss,Loyola Marymount
Marshall,Savannah State
UMass,Ohio
Iowa State,UMKC
UNLV,Northern Iowa
New Mexico,New Mexico State
North Carolina A&T,Eastern Kentucky
North Carolina-Wilmington,North Carolina-Greensboro
Montana,Northern Arizona
Notre Dame,Kennesaw State
Oklahoma State,Texas-Arlington
Oregon State,Howard
Pitt,Delaware State
Portland,North Florida
Rice,Chicago State
Sacramento State,Montana State
Saint Louis,Eastern Illinois
Saint Mary's (CA),Pacific
St. Peter's,LIU-Brooklyn
Sam Houston State,Huston-Tillotson
Seattle,Northern Illinois
Seton Hall,Longwood
South Carolina,Appalachian State
South Dakota,Morehead State
Southeast Missouri State,New Orleans
Southern Illinois-Edwardsville,Robert Morris (IL)
St. Bonaventure,Citadel
Canisius,Temple
Samford,UT-Martin
Texas,UNC
UTEP,Oregon
Alabama,Texas Tech
Coppin State,Towson
Tulane,Texas-Rio Grande Valley
Utah Valley,Troy
Virginia,Morgan State
West Virginia,Oakland
Wright State,Miami (OH)
Alabama-Birmingham,Louisiana-Monroe
Texas-Rio Grande Valley,Alabama State
Arkansas,Robert Morris
Boise State,Idaho
UC-Davis,Southern Illinois
UCF,Stetson
Central Michigan,Texas State
Duke,Elon
Weber State,Eastern Washington
Northern Kentucky,Hampton
Kent State,Saint Francis (PA)
La Salle,Iona
Memphis,Lipscomb
Michigan,Eastern Michigan
Lehigh,North Texas
Portland State,Idaho State
Princeton,Rider
UC-Irvine,USC
Stephen F. Austin,Grambling
Tulane,Pepperdine
Utah State,Nicholls State
Valparaiso,IUPUI
Washington,Cal Poly
Wichita State,Charleston Southern
Quinnipiac,Albany (NY)
Baylor,BYU
Youngstown State,Bethune-Cookman
Washington State,Buffalo
Northeastern,Central Connecticut
Chattanooga,Reinhardt
Colorado,Northern Arizona
UConn,Fordham
Delaware,Penn
Denver,Southern Utah
Eastern Kentucky,High Point
Indiana,Florida Atlantic
Fort Wayne,Kennesaw State
Liberty,Milligan
Maryland,Stony Brook
Middle Tennessee,Vanderbilt
Nevada,Cal State San Marcos
Southern Illinois,Nicholls State
Northern Colorado,North Dakota
North Dakota State,Morehead State
Stanford,Northwestern
Notre Dame,Niagara
Pacific,Cal State Maritime
Rutgers,Howard
Montana,Sacramento State
Santa Clara,Alcorn State
South Florida,Bowling Green State
Wagner,SMU
North Carolina-Asheville,St. John's (NY)
Tennessee,Western Carolina
Tennessee State,South Carolina Upstate
UTSA,Texas A&M-Corpus Christi
Cal State Northridge,Utah
Utah State,UC-Davis
VCU,Longwood
William & Mary,Salisbury
Wyoming,UCSB
Mercer,Alabama
Arkansas,Alabama A&M
SMU,Alcorn State
Appalachian State,Presbyterian
Arizona,ETSU
Army,Rosemont
Winthrop,Auburn
Boston College,Providence
Boston University,Cornell
Virginia Tech,Bradley
Bryant,Dartmouth
Butler,Evansville
North Florida,Cal State Bakersfield
Cal State Fullerton,Hope International
University of California,Prairie View
UC-Davis,Nicholls State
Air Force,UC-Riverside
Mississippi State,Central Arkansas
Nebraska,Central Michigan
Florida State,Charlotte
Cincinnati,Wright State
College of Charleston,Coastal Carolina
Colorado State,Portland
Elon,Columbia
Dayton,Murray State
DePaul,UMBC
Drake,Eastern Illinois
Drexel,Davidson
Oakland,Eastern Michigan
Eastern Washington,Idaho State
Kansas State,Florida
Gardner-Webb,Spalding
George Mason,Richmond
George Washington,Virginia Military Institute
Georgetown,American
Georgia,USC
Georgia Southern,Mississippi Valley State
Georgia Tech,Citadel
Green Bay,South Dakota
Hartford,Marist
Harvard,Holy Cross
Tulane,Hofstra
Houston,Chicago State
Missouri,Illinois
Illinois State,Austin Peay
Indiana State,Ole Miss
Iowa,Coppin State
Jacksonville,Furman
James Madison,San Jose State
Kent State,Arkansas State
Kentucky,Marshall
La Salle,Sacred Heart
Seton Hall,LIU-Brooklyn
Louisiana,Duquesne
Louisville,Western Kentucky
Maine,Florida Gulf Coast
South Carolina,Manhattan
Marquette,LSU
UMass,East Carolina
Miami (OH),UIC
Michigan State,Texas
Minnesota,Lafayette
Southeast Missouri State,UMKC
Villanova,Monmouth
Northern Kentucky,Navy
UNLV,Canisius
South Dakota State,New Mexico
New Mexico State,Missouri State
NJIT,CCNY
UNC,McNeese State
Wake Forest,North Carolina-Greensboro
North Carolina State,St. Bonaventure
Ohio,Maryland-Eastern Shore
Kansas,Ohio State
Oklahoma State,Tennessee Tech
Old Dominion,Virginia
Tulsa,Oral Roberts
Oregon,Houston Baptist
Oregon State,San Diego
Weber State,Portland State
Princeton,Bucknell
Rhode Island,Georgia State
Texas Christian,Rice
Fairfield,St. Joseph's
Saint Louis,Loyola Marymount
Loyola (IL),St. Peter's
San Diego State,San Francisco
Santa Clara,Wagner
Seattle,Campbell
South Alabama,Little Rock
Wichita State,Southern Miss
St. Francis (NY),Colgate
Temple,Syracuse
Southern,Texas A&M
UTEP,Arkansas-Pine Bluff
Texas-Rio Grande Valley,Omaha
Florida International,Texas Southern
Arizona State,Texas Tech
UCLA,Fresno State
Utah State,Southern Illinois
North Carolina Central,Utah Valley
Valparaiso,Purdue Calumet
Vermont,Fairleigh Dickinson
Washington,Northern Illinois
West Virginia,Radford
Western Michigan,Mount St. Mary's
Wisconsin,Milwaukee
Wofford,Xavier
Akron,Cleveland State
Arizona,Miami (FL)
Central Michigan,Arkansas-Pine Bluff
IUPUI,Ball State
Boise State,New Orleans
Portland,Bradley
Cal State Bakersfield,Mississippi Valley State
Clemson,South Carolina State
Colorado State,Virginia Tech
Hawaii,ETSU
Fordham,Siena
North Florida,Georgia Southern
Miami (FL),Hawaii
San Diego State,Indiana State
Iona,Norfolk State
James Madison,San Diego
Ole Miss,San Francisco
UTEP,Nebraska
Northern Iowa,Saint Mary's (CA)
Northwestern,Brown
Penn State,New Hampshire
Pitt,Kennesaw State
Arizona,San Diego State
San Francisco,ETSU
Ole Miss,Hawaii
Indiana State,Miami (FL)
Akron,Texas Southern
Arkansas State,Louisiana
BYU,Northern Arizona
Canisius,Alcorn State
New Mexico,Cincinnati
IUPUI,Fort Wayne
Loyola Marymount,Morgan State
Saint Mary's (CA),Rhode Island
Florida Atlantic,Troy
Western Illinois,Oakland
Western Kentucky,Florida International
Utah Valley,Austin Peay
Belmont,Boston University
Brown,Providence
Buffalo,Notre Dame (OH)
UCF,Howard
Chattanooga,High Point
Cleveland State,Rio Grande
Colgate,Binghamton
Eastern Michigan,Siena Heights
Gonzaga,Baylor
Indiana,Jacksonville
Liberty,Union (KY)
LSU,Houston Baptist
Bucknell,Loyola (MD)
Memphis,Oral Roberts
Southern Miss,Morehead State
Albany (NY),Navy
Nevada,Yale
North Dakota,Bowling Green State
Pepperdine,Fresno Pacific
Rutgers,Rider
Cornell,Saint Francis (PA)
St. Joseph's,Iona
Saint Louis,Southern Illinois-Edwardsville
Seton Hall,Stony Brook
Southern,Spring Hill
Texas Tech,North Carolina A&T
UCLA,Missouri
Utah,College of Idaho
Villanova,NJIT
Florida,Air Force
Alabama-Birmingham,Northeastern
Alabama State,Auburn Montgomery
Arizona State,Coppin State
Arkansas,Northwestern State
Illinois,Auburn
High Point,Austin Peay
UCF,Belmont
Boston College,Holy Cross
Boston University,Howard
Bradley,Drake
BYU,Virginia Tech
Cal State Fullerton,UCSB
Harvard,University of California
UC-Irvine,UC-Davis
Cal Poly,UC-Riverside
Campbell,North Carolina-Wilmington
St. Peter's,Central Connecticut
Charleston Southern,Virginia Intermont
Chattanooga,Utah Valley
Colorado,Hartford
Colorado State,Adams State
Columbia,Manhattan
UConn,Washington
Creighton,Evansville
Loyola (IL),DePaul
Duke,Santa Clara
East Carolina,Norfolk State
