Winner,Loser
Nebraska,Tennessee
Tennessee Tech,Cincinnati-Clermont
UTEP,Colorado State
Texas Tech,Hawaii
Little Rock,Tulsa
UC-Davis,Utah Valley
VCU,Old Dominion
Wagner,Staten Island
Washington State,Texas Southern
Wyoming,Montana State
Albany (NY),Yale
Stephen F. Austin,Appalachian State
Arizona,Boise State
Arizona State,UCSB
Bowling Green State,Urbana
Maine,Central Connecticut
Colorado,Northern Colorado
Dartmouth,LIU-Brooklyn
Xavier,Dayton
Duke,Utah State
South Dakota,Eastern Washington
Evansville,UC-Irvine
Florida Gulf Coast,Ave Maria
St. Francis (NY),Hartford
Holy Cross,Harvard
Iowa,Wichita State
Navy,Fort Wayne
Kansas State,South Carolina State
Lafayette,Penn
UC-Riverside,Lamar
Tulane,Liberty
Marquette,Jackson State
UMass-Lowell,Cornell
Mercer,Western Michigan
Monmouth,USC
NJIT,Maine-Fort Kent
North Carolina-Greensboro,Jacksonville
Alabama,Notre Dame
Oklahoma,Wisconsin
Pepperdine,Montana
Michigan State,Providence
Rhode Island,Rider
Texas-Arlington,Rice
Sacramento State,Pacific
Saint Mary's (CA),Cal State Bakersfield
Wiley,Sam Houston State
San Francisco,Delaware State
Santa Clara,Boston College
South Florida,Savannah State
SMU,Brown
Temple,Delaware
Tennessee Tech,Mississippi Valley State
Texas-Permian Basin,UTSA
UCLA,Cal State Northridge
Vermont,Marist
Campbell,Virginia Military Institute
Central Michigan,McNeese State
College of Charleston,LSU
Elon,Kennesaw State
Stetson,Florida International
Georgia Southern,Bob Jones University
Grambling,Selma University
Grand Canyon,Hampton
Houston,Texas-Rio Grande Valley
Howard,Central Pennsylvania College
Indiana,Alcorn State
Kentucky,Illinois State
Louisiana-Monroe,Chattanooga
Minnesota,Clemson
Nevada,Holy Names
New Hampshire,Bryant
North Carolina A&T,Northern Kentucky
North Florida,Trinity Baptist
Norfolk State,Northern Arizona
Northern Iowa,North Texas
Oregon,Fresno State
Princeton,Fairleigh Dickinson
James Madison,Radford
Wake Forest,Rutgers
South Alabama,Spring Hill
South Carolina,Western Carolina
South Carolina Upstate,Toccoa Falls
Southern,Paul Quinn
Green Bay,Southern Illinois-Edwardsville
Alabama-Birmingham,Georgia State
Arkansas,Northwestern State
Little Rock,Central Arkansas
Ball State,IUPUI
Belmont,Lipscomb
Binghamton,Colgate
Cal State Fullerton,Cal State Dominguez Hills
University of California,Seattle
Davidson,Charlotte
Cornell,Siena
Delaware,Bradley
Duquesne,Mississippi Valley State
East Carolina,Florida Atlantic
Eastern Illinois,Indiana State
Evansville,Alabama State
Florida,Richmond
Furman,Piedmont
Georgetown,Maryland-Eastern Shore
Georgia,Oakland
Georgia Tech,Wofford
Iona,Fairfield
Iowa State,North Dakota State
Samford,Jacksonville State
Kansas,Loyola (MD)
San Diego State,Long Beach State
Memphis,Louisiana Tech
Missouri,Arkansas State
UMKC,UT-Martin
Utah State,Missouri State
Mount St. Mary's,American
Miami (FL),Nebraska
Eastern Michigan,Omaha
New Mexico,Oral Roberts
Nicholls State,Louisiana College
UNC,Maryland
Michigan,North Carolina State
North Dakota,Waldorf
Ohio,Marshall
Virginia,Ohio State
Purdue,Pitt
Albany (NY),Quinnipiac
Villanova,St. Joseph's
Eastern Washington,San Francisco
Southeastern Louisiana,Loyola (LA)
Texas,Texas-Arlington
Troy,Southern Miss
Montana State,Utah Valley
Northwestern,Virginia Tech
Weber State,Pacific Union
Western Kentucky,Eastern Kentucky
William & Mary,Old Dominion
Wright State,Albion
Air Force,Citadel
Akron,Coppin State
Baylor,Prairie View
Boise State,Willamette
Penn State,Boston College
Bowling Green State,UMBC
Brown,Central Connecticut
Columbia,Bucknell
St. Bonaventure,Buffalo
UC-Davis,Sacramento State
Winthrop,Charleston Southern
Butler,Cincinnati
Clemson,South Carolina Upstate
Auburn,Coastal Carolina
Colorado,Fort Lewis
UConn,Sacred Heart
Arizona State,Creighton
Vermont,Dartmouth
Wyoming,Denver
Duke,Indiana
Fordham,St. John's (NY)
George Washington,Seton Hall
Hawaii,Arkansas-Pine Bluff
High Point,Longwood
Houston,Murray State
Houston Baptist,Rice
Idaho,Cal State Bakersfield
Notre Dame,Illinois
DePaul,UIC
Iowa,Florida State
Jackson State,Fisk
Jacksonville,Florida Memorial
Kennesaw State,Florida A&M
Hofstra,La Salle
St. Francis (NY),Lafayette
Lamar,Texas-Rio Grande Valley
LSU,North Florida
Army,Maine
Marquette,Grambling
UMass,Boston University
Mercer,Hiwassee
Michigan State,Louisville
VCU,Middle Tennessee
Mississippi State,Texas Southern
New Mexico State,UTEP
Norfolk State,Mercy
North Carolina A&T,North Carolina-Greensboro
North Carolina-Wilmington,Coker
Northeastern,Harvard
Hampton,Northern Arizona
Northern Illinois,Chicago State
Tulsa,Oklahoma State
Oregon State,Loyola Marymount
Navy,Penn
Portland,Portland State
Gardner-Webb,Presbyterian
Providence,Hartford
Rhode Island,Holy Cross
St. Peter's,Rider
Saint Francis (PA),Lehigh
Morehead State,Saint Louis
San Diego,Bethesda University (CA)
San Jose State,Antelope Valley
Savannah State,Georgia Southern
South Dakota State,Wayne State (NE)
Southern Illinois,Southeast Missouri State
UCF,Stetson
Wisconsin,Syracuse
Temple,Fairleigh Dickinson
Tennessee Tech,ETSU
Texas A&M,Florida Gulf Coast
Texas A&M-Corpus Christi,Austin Peay
SMU,Texas Christian
Texas State,UTSA
Texas Tech,Sam Houston State
Toledo,Cleveland State
Towson,George Mason
Tulane,New Orleans
Utah,BYU
Vanderbilt,Detroit
Virginia Military Institute,Central Pennsylvania College
Wagner,Morgan State
Gonzaga,Washington State
Western Illinois,Silver Lake
Yale,Bryant
Youngstown State,Robert Morris
New Hampshire,Abilene Christian
Alabama State,Auburn Montgomery
Bethune-Cookman,Trinity Baptist
Fort Wayne,Cal Poly
UC-Riverside,Northern Colorado
USC,UCSB
Long Beach State,Colorado State
Delaware,South Florida
Fresno State,Master's
Grand Canyon,Central Michigan
Incarnate Word,Dallas Christian
James Madison,Western Michigan
LIU-Brooklyn,UMass-Lowell
Louisiana-Monroe,Louisiana
Milwaukee,Southern Illinois-Edwardsville
North Carolina Central,Mississippi Valley State
Oklahoma,Central Arkansas
Radford,Liberty
Southern Utah,La Verne
Texas-Arlington,North Texas
UCLA,Kentucky
Valparaiso,Belmont
Western Carolina,Warren Wilson
Wofford,Kentucky Christian
North Dakota State,Arkansas State
Canisius,Monmouth
St. Joseph's,Columbia
Pitt,Duquesne
East Carolina,South Carolina Upstate
Fairfield,Rider
Elon,Florida International
Kansas State,Georgia
Louisiana Tech,Jackson State
Iona,Marist
Akron,Marshall
Maryland,Saint Francis (PA)
Missouri,Northern Illinois
Montana,San Francisco
UNLV,Oregon
Niagara,Quinnipiac
Old Dominion,Delaware State
UC-Irvine,Pacific
Saint Mary's (CA),UC-Davis
Cal State Fullerton,Seattle
Siena,Manhattan
Southern,Southeastern Louisiana
Alabama,Southern Miss
Texas,Samford
Wake Forest,Arkansas
Georgia State,Wright State
American,Youngstown State
Arizona State,Texas A&M
Ball State,New Orleans
Bowling Green State,Drake
North Dakota,Bradley
BYU,Weber State
Brown,Bryant
Butler,Indiana State
Cal Poly,Fresno State
Cal State Bakersfield,Northern Arizona
Pepperdine,Cal State Northridge
Quinnipiac,Canisius
UCF,UIC
College of Charleston,Citadel
Kent State,Cleveland State
Hampton,Coppin State
Cornell,Lafayette
Dartmouth,Hartford
Dayton,North Florida
Air Force,Denver
DePaul,Chicago State
Detroit,Northeastern
Duke,Buffalo
Eastern Illinois,Northern Kentucky
South Carolina State,Florida A&M
Fordham,Central Connecticut
High Point,Gardner-Webb
George Mason,Penn
Georgetown,Syracuse
Arizona,Gonzaga
Albany (NY),Holy Cross
Little Rock,Idaho
Illinois,Western Carolina
Alabama-Birmingham,Illinois State
Indiana,Morehead State
Iowa,UMKC
IUPUI,Miami (OH)
Jacksonville,Jacksonville State
Kansas,Harvard
Drexel,La Salle
Lamar,Idaho State
Lehigh,Rochester (MI)
Charleston Southern,Liberty
Tennessee Tech,Lipscomb
Long Beach State,New Mexico State
UMBC,Longwood
Louisville,Grand Canyon
Loyola (IL),Creighton
Marquette,Maine
Ole Miss,UMass
Memphis,Southeast Missouri State
Mercer,Alcorn State
Miami (FL),Charlotte
Michigan,Houston Baptist
Michigan State,Binghamton
Middle Tennessee,South Alabama
South Dakota,Minnesota
Mount St. Mary's,Loyola (MD)
Evansville,Murray State
Nebraska,Abilene Christian
Nicholls State,Loyola (LA)
NJIT,UMass-Lowell
North Carolina-Asheville,Johnson & Wales (NC)
North Carolina A&T,Howard
North Carolina Central,Maryland-Eastern Shore
North Carolina State,Bucknell
Southern Illinois,North Texas
Northwestern,Southern Illinois-Edwardsville
Ohio State,Virginia Military Institute
Missouri State,Oklahoma State
Oregon State,Nevada
Penn State,Eastern Michigan
Boise State,Portland
Purdue,New Mexico
Providence,Rhode Island
Rice,St. Edward's
Richmond,Northern Iowa
Oakland,Robert Morris
Seton Hall,Rutgers
Wichita State,Saint Louis
Santa Clara,San Jose State
Eastern Kentucky,Savannah State
South Carolina,South Florida
SMU,New Hampshire
St. Bonaventure,Ohio
Stephen F. Austin,Texas Southern
Stony Brook,Princeton
Tennessee State,Stetson
Texas A&M-Corpus Christi,Texas State
Texas Christian,Colgate
Texas-Arlington,UTEP
Towson,Sacred Heart
Austin Peay,Troy
Georgia Tech,Tulane
Oral Roberts,Tulsa
Utah,Fort Wayne
Southern Utah,Utah Valley
Virginia,William & Mary
Virginia Tech,Arkansas-Pine Bluff
West Virginia,Kennesaw State
Winthrop,Presbyterian
Wisconsin,Temple
University of California,Wyoming
Xavier,Western Kentucky
Yale,Vermont
Baylor,Vanderbilt
UMass-Lowell,Boston College
Cincinnati,Morgan State
Clemson,Wofford
Coastal Carolina,Radford
Colorado,Colorado State
Columbia,Delaware
Eastern Washington,Great Falls
Florida Gulf Coast,Florida International
Florida State,VCU
Toledo,Green Bay
Hofstra,Appalachian State
James Madison,Marshall
Loyola Marymount,UC-Riverside
Marist,Manhattan
Omaha,Montana State
Monmouth,Niagara
UNC,Davidson
Pitt,Central Arkansas
Saint Mary's (CA),UC-Irvine
St. Peter's,Siena
Sam Houston State,Sul Ross State
San Diego,San Diego State
Seattle,Mississippi Valley State
Southern Miss,North Dakota State
St. John's (NY),St. Francis (NY)
Texas-Rio Grande Valley,Angelo State
UCLA,Long Beach State
Wagner,American
Washington,Cal State Fullerton
Washington State,Portland State
Bethune-Cookman,South Carolina State
Butler,Virginia Military Institute
Central Michigan,Aquinas
College of Charleston,East Carolina
Norfolk State,Coppin State
Georgetown,Brown
Iowa,Western Illinois
Iowa State,Buffalo
Kennesaw State,Thomas University
Belmont,Lipscomb
Oregon,Navy
Kent State,NJIT
North Carolina A&T,Maryland-Eastern Shore
Howard,North Carolina Central
Oakland,Binghamton
Presbyterian,Montreat
Purdue,IUPUI
Sacramento State,Incarnate Word
San Diego State,Biola
San Francisco,Cal State Northridge
USC,Idaho
Oklahoma,Villanova
Western Michigan,Northeastern
Arkansas,Evansville
Baylor,Northwestern State
Harvard,Boston University
Army,Bryant
UCF,UMass
Chattanooga,Tennessee Wesleyan
Citadel,Voorhees
Maryland,UConn
Duquesne,UMBC
Eastern Michigan,Rochester (MI)
Fordham,LIU-Brooklyn
Furman,Liberty
Northern Iowa,George Mason
George Washington,Penn State
Georgia,Winthrop
Gonzaga,Montana
Grand Canyon,Southern
Hawaii,Hawaii-Hilo
Louisiana Tech,Louisiana State-Shreveport
Towson,Loyola (MD)
Marquette,San Jose State
Miami (FL),Florida
South Dakota State,Minnesota
Mount St. Mary's,Bucknell
New Hampshire,Worcester State
Notre Dame,Stony Brook
Ohio State,Air Force
Idaho State,Portland
Rhode Island,Houston
Wagner,Rider
Rutgers,Central Connecticut
St. Joseph's,Princeton
South Dakota,UMKC
Bowling Green State,Southeast Missouri State
SMU,Michigan
St. Bonaventure,Vermont
Stephen F. Austin,Henderson State
Syracuse,Colgate
Texas,UTSA
Texas-Arlington,Bradley
Tulsa,Iona
Virginia,West Virginia
Washington,Texas Christian
Xavier,Wright State
Arizona,Fresno State
Boise State,Loyola Marymount
BYU,Utah State
University of California,Incarnate Word
Campbell,Charlotte
Coastal Carolina,North Carolina Wesleyan
Colorado State,Arkansas-Fort Smith
Creighton,Nebraska
Davidson,Eastern Washington
Detroit,Toledo
DePaul,Drake
Quinnipiac,Hartford
High Point,North Carolina-Greensboro
Illinois,Yale
Indiana,Fort Wayne
Valparaiso,Indiana State
Kansas,Holy Cross
Kansas State,Coppin State
Kentucky,Eastern Kentucky
Fairleigh Dickinson,Lafayette
Louisiana,McNeese State
Dartmouth,Maine
Columbia,Manhattan
Albany (NY),Marist
Marshall,Eastern Illinois
Michigan State,Maryland-Eastern Shore
Missouri,Omaha
Nevada,Fresno Pacific
Northern Colorado,York (NE)
Oral Roberts,John Brown
Temple,Penn
Pepperdine,Long Beach State
Providence,Boston College
Purdue,Howard
Virginia Tech,Radford
Denver,San Diego
Siena,Hofstra
Southern Illinois-Edwardsville,Southern Illinois
St. John's (NY),Niagara
Texas Tech,UT-Martin
Utah Valley,Weber State
Dayton,Vanderbilt
Wichita State,UNLV
Milwaukee,Wisconsin
Colgate,Utica
ETSU,Milligan
Florida Atlantic,Ave Maria
Idaho,Washington State
Iowa State,Iowa
Kent State,Louisiana-Monroe
Lipscomb,Cumberland
Boston University,UMass-Lowell
Missouri State,IUPUI
Penn State,Canisius
San Diego State,Nicholls State
Seton Hall,Troy
NJIT,St. Francis (NY)
Southern,Wyoming
Valparaiso,Chicago State
North Dakota State,North Dakota
Pitt,Eastern Washington
South Carolina Upstate,North Greenville
Texas Christian,Prairie View
UT-Martin,Texas-Rio Grande Valley
Abilene Christian,Schreiner
Army,Air Force
Akron,Bethune-Cookman
Arkansas,Tennessee Tech
Arkansas State,Arkansas-Monticello
Pepperdine,Ball State
Boise State,Oregon
Buffalo,Binghamton
Butler,Tennessee
Loyola Marymount,Cal State Fullerton
University of California,Saint Mary's (CA)
UNLV,UC-Riverside
UCF,Florida Atlantic
Central Michigan,Texas Southern
Rider,Charleston Southern
Ohio,Cleveland State
Colorado,BYU
Columbia,NJIT
UConn,Ohio State
Creighton,IUPUI
Davidson,Western Carolina
Chattanooga,Dayton
Little Rock,DePaul
Detroit,Bowling Green State
Evansville,Mississippi Valley State
Samford,Florida A&M
Fresno State,Pacific
Gardner-Webb,Furman
George Washington,Rutgers
Georgetown,North Carolina-Wilmington
Georgia State,Old Dominion
UCLA,Gonzaga
Holy Cross,Hartford
Hawaii,Hawaii Pacific
Houston Baptist,Arlington Baptist
Radford,Howard
Utah Valley,Idaho State
Illinois,UIC
Indiana,McNeese State
Fort Wayne,Austin Peay
Jackson State,Blue Mountain College
James Madison,George Mason
Kansas,Oregon State
Kent State,Canisius
Kentucky,Arizona State
Lamar,Liberty
Princeton,Lipscomb
Long Beach State,Tampa
Louisiana Tech,Louisiana
Louisville,Eastern Michigan
Delaware,Marist
Marshall,Eastern Kentucky
Maryland,Maryland-Eastern Shore
UMBC,Mount St. Mary's
Memphis,Manhattan
Michigan,Delaware State
Michigan State,Florida
Middle Tennessee,Auburn
UMKC,Mississippi State
Nevada,Drake
New Mexico,Northern Iowa
New Orleans,Williams Baptist
LIU-Brooklyn,Niagara
North Carolina-Greensboro,Belmont Abbey
North Florida,Coastal Georgia
Northeastern,Stony Brook
Oklahoma,Oral Roberts
Oklahoma State,Minnesota
Penn State,Louisiana-Monroe
Portland,Sacramento State
Providence,Bryant
Purdue,Youngstown State
Richmond,Longwood
Lafayette,Sacred Heart
Duquesne,Saint Francis (PA)
Saint Louis,Alabama A&M
Santa Clara,Pacific Union
Siena,Albany (NY)
South Carolina State,Jacksonville
Cal State Bakersfield,South Dakota
Ole Miss,Southeast Missouri State
Southern Illinois,North Texas
Southern Illinois-Edwardsville,Portland State
Southern Utah,Bristol University
Stanford,Dartmouth
Stephen F. Austin,Arkansas Tech
Tennessee State,Grambling
Texas,UNC
Texas A&M,Kansas State
Texas A&M-Corpus Christi,UTSA
Oakland,Toledo
UC-Irvine,Utah State
Navy,Virginia Military Institute
Washington,Montana
Western Illinois,Eastern Illinois
Western Michigan,Marygrove
Wichita State,Utah
Marquette,Wisconsin
Xavier,Cincinnati
Alabama-Birmingham,Seattle
Arizona,Missouri
Boston College,Maine
Alabama,Clemson
Colgate,New Hampshire
College of Charleston,North Greenville
Denver,Weber State
East Carolina,North Carolina A&T
Elon,Wesley
Florida Gulf Coast,UMass
Florida State,Southeastern Louisiana
Fordham,Coppin State
Omaha,Grand Canyon
High Point,Virginia Wise
Houston,LSU
Illinois State,Murray State
Iowa State,Arkansas-Pine Bluff
Alabama State,Jacksonville State
Miami (OH),Wright State
Milwaukee,Judson
Tulsa,Missouri State
Monmouth,Wagner
Nebraska,Rhode Island
Wyoming,New Mexico State
North Carolina-Asheville,Campbell
Northern Colorado,Colorado State
Northern Kentucky,Norfolk State
Northwestern,Chicago State
Notre Dame,Loyola (IL)
Pitt,Morehead State
Boston University,Quinnipiac
Montana State,San Jose State
Seton Hall,St. Peter's
South Dakota State,UCSB
North Carolina State,South Florida
Southern,Ecclesia
USC,Yale
St. John's (NY),Syracuse
St. Joseph's,Temple
Texas State,Texas-Rio Grande Valley
Villanova,La Salle
Virginia Tech,Lamar
Washington State,UTEP
West Virginia,Louisiana-Monroe
Western Kentucky,Indiana State
Alcorn State,Blue Mountain College
Cal State Bakersfield,Dartmouth
Charleston Southern,Columbia International
Columbia,Robert Morris
Gonzaga,Saint Martin's
Hartford,Sacred Heart
Manhattan,St. Francis (NY)
Marshall,North Carolina Central
South Carolina Upstate,Navy
North Florida,Florida International
North Texas,Nicholls State
Saint Mary's (CA),Cal Poly
Sam Houston State,Le Tourneau
Southern Miss,South Alabama
Tennessee State,Stetson
Tulane,Prairie View
Western Carolina,Eastern Washington
Coastal Carolina,Wofford
Auburn,Mercer
Belmont,Ouachita
Saint Francis (PA),Binghamton
Chattanooga,Tennessee Tech
Cincinnati,Norfolk State
Clemson,Presbyterian
Duke,Georgia Southern
Eastern Kentucky,Florida Atlantic
Florida A&M,Southeastern Louisiana
Monmouth,Georgetown
Georgia Tech,VCU
Grand Canyon,Delaware State
Green Bay,Pacific
Houston Baptist,UC-Riverside
Our Lady of the Lake,Incarnate Word
Memphis,Southern
Miami (OH),Jackson State
Michigan,Northern Kentucky
Ole Miss,Louisiana Tech
Montana,Great Falls
North Carolina-Asheville,ETSU
Northwestern,Mississippi Valley State
Ohio,Ohio Dominican
Oklahoma State,Longwood
Oregon,UC-Irvine
San Diego,UC-Davis
Santa Clara,Arkansas-Pine Bluff
South Carolina,Drexel
Stanford,DePaul
Texas,Appalachian State
UCLA,Louisiana
Wake Forest,North Carolina-Greensboro
Wisconsin,Texas A&M-Corpus Christi
Youngstown State,Geneva
Alabama,Winthrop
Alabama-Birmingham,South Carolina Upstate
Arizona,Northern Arizona
Baylor,Hardin-Simmons
Citadel,Bethune-Cookman
Campbell,Johnson & Wales (NC)
Little Rock,Central Arkansas
Duquesne,South Carolina State
East Carolina,North Carolina-Wilmington
Elon,Alabama State
Florida State,Mississippi State
Fresno State,Cal State Bakersfield
Furman,Bluefield College (VA)
Houston,North Carolina Central
Illinois State,UIC
Indiana State,Illinois-Springfield
Iona,Texas Southern
LSU,Gardner-Webb
Louisville,Kennesaw State
Cleveland State,Loyola (IL)
UMass,New Orleans
McNeese State,Louisiana State-Alexandria
Minnesota,Chicago State
Missouri State,Oral Roberts
Omaha,Simpson
Arizona State,UNLV
New Mexico,New Mexico State
UNC,Tulane
North Carolina State,High Point
North Dakota State,Montana State
North Florida,Austin Peay
Denver,Northern Colorado
Ohio State,Northern Illinois
Texas State,Prairie View
Richmond,Old Dominion
UT-Martin,Saint Louis
Saint Mary's (CA),Southern Utah
South Florida,Jacksonville
SMU,Nicholls State
Stetson,Albany State (GA)
Tennessee,Florida Atlantic
UTSA,East Central
Texas Tech,South Dakota State
Utah,Savannah State
Vermont,UCSB
Western Kentucky,Alabama A&M
Stony Brook,American
Bradley,Maryville (MO)
Evansville,Norfolk State
Middle Tennessee,Belmont
South Dakota,Milwaukee
North Carolina A&T,Grambling
North Dakota,Valley City State
North Texas,Mississippi Valley State
Ohio,Jackson State
Troy,Paine
Cal State Northridge,Portland State
Princeton,Liberty
Rice,St. Thomas (TX)
Robert Morris,Lehigh
Seattle,Northwest Indian College
USC,Cal Poly
SMU,Hampton
Tennessee State,Lipscomb
West Virginia,Marshall
Wright State,Charleston Southern
UC-Riverside,Abilene Christian
BYU,Central Michigan
UC-Irvine,Chapman
Central Connecticut,UMass-Lowell
Chattanooga,Kennesaw State
South Carolina,Clemson
Colorado,Nicholls State
ETSU,Eastern Kentucky
Wagner,Fairfield
Fairleigh Dickinson,Towson
Gardner-Webb,Warren Wilson
Idaho,New Hope Christian
Lamar,Jarvis Christian
Sam Houston State,LIU-Brooklyn
Louisiana-Monroe,Central Baptist
Louisiana Tech,Southern
Loyola Marymount,Jacksonville State
Ole Miss,Memphis
Southern Illinois,Murray State
Nevada,Santa Clara
Old Dominion,Maryland-Eastern Shore
Oregon,Long Beach State
Oregon State,Cal State Fullerton
Pepperdine,Louisiana
Weber State,Portland
South Alabama,Samford
Grand Canyon,San Diego State
San Francisco,Coppin State
Incarnate Word,St. John's (NY)
UT-Martin,Arkansas State
Tennessee Tech,Miami (OH)
Wake Forest,Coastal Carolina
Washington State,Texas State
William & Mary,Mary Washington
Albany (NY),Saint Francis (PA)
Charlotte,Appalachian State
Arizona,UNLV
Arizona State,Houston Baptist
Mercer,Arkansas
Boston College,Delaware
Buffalo,Montana State
Cal State Bakersfield,Menlo
University of California,Coppin State
Air Force,UC-Davis
Campbell,Citadel
Canisius,Boston University
Chicago State,Western Illinois
Cleveland State,Belmont
Colorado,Hampton
Dayton,Furman
Northwestern,DePaul
Detroit,UCF
Penn State,Drexel
Utah,Duke
Duquesne,Robert Morris
Elon,North Carolina-Greensboro
Florida,Oklahoma State
South Dakota State,Florida Gulf Coast
Florida State,Florida Atlantic
Fordham,Maine
George Mason,Longwood
George Washington,St. Peter's
North Carolina-Asheville,Georgetown
Georgia,Georgia Tech
Winthrop,Georgia Southern
Gonzaga,Tennessee
Houston,Eastern Illinois
Howard,UMBC
Illinois,South Dakota
Iowa,Drake
Northern Iowa,Iowa State
Fort Wayne,Stetson
IUPUI,Southern Utah
Kansas,Montana
Kansas State,Colorado State
Lehigh,Mount St. Mary's
LSU,Oral Roberts
Louisville,Western Kentucky
Loyola (IL),UIC
Maryland,Princeton
Miami (FL),College of Charleston
Michigan,Youngstown State
Mississippi State,Tulane
North Carolina State,Missouri
UMKC,Rockhurst
New Hampshire,Dartmouth
Rice,New Mexico
North Florida,Florida A&M
Michigan State,Northeastern
Northern Illinois,Florida International
Northern Kentucky,Southeast Missouri State
Northwestern State,Missouri Valley
Indiana,Notre Dame
Ohio State,Kentucky
Oklahoma,Creighton
Oregon State,Tulsa
Penn,Ursinus
Portland,Cal State Fullerton
Presbyterian,Piedmont
Providence,Rider
Butler,Purdue
Radford,North Carolina-Wilmington
Rhode Island,Iona
St. Joseph's,Illinois State
Indiana State,Saint Louis
Seton Hall,Wichita State
Alabama-Birmingham,South Florida
Georgia State,Southern Miss
St. Bonaventure,South Carolina State
Texas,Stanford
Stephen F. Austin,Our Lady of the Lake
Syracuse,Cornell
Temple,Delaware State
Tennessee State,Alcorn State
Texas A&M,Baylor
New Mexico State,UTEP
Utah Valley,UTSA
Texas Tech,Arkansas-Pine Bluff
Toledo,Bethune-Cookman
UNC,UCLA
Valparaiso,Missouri State
Vanderbilt,Wofford
Vermont,Fisher College
Virginia,Villanova
Cincinnati,VCU
Virginia Tech,Grambling
Oakland,Washington
Wyoming,Omaha
Xavier,Auburn
Maryland-Eastern Shore,American
Little Rock,Northern Arizona
Marist,Army
Boise State,Bradley
Cal State Northridge,Bethesda University (CA)
UC-Riverside,Life Pacific
Coastal Carolina,Alabama State
UConn,UMass-Lowell
Pitt,Davidson
Eastern Washington,Denver
Evansville,Fresno State
Green Bay,Wisconsin-Superior
James Madison,East Carolina
Austin Peay,Lipscomb
Morehead State,Western Carolina
Manhattan,Morgan State
Samford,Nebraska
Monmouth,Rutgers
Seattle,San Jose State
St. Francis (NY),Liberty
NJIT,St. John's (NY)
Stony Brook,Hofstra
Texas A&M-Corpus Christi,Cal Poly
Texas Christian,Abilene Christian
Towson,Rio Grande
Wright State,Bowling Green State
Oregon,Alabama
Boston University,New Hampshire
UC-Irvine,Sam Houston State
Akron,UCSB
Colorado State,South Carolina Upstate
Eastern Michigan,Coppin State
Creighton,North Texas
Omaha,Eastern Illinois
Florida State,Charleston Southern
Virginia Military Institute,Gardner-Webb
Georgia Tech,Southeastern Louisiana
Gonzaga,Pepperdine
Holy Cross,Maine
Grand Canyon,Houston
North Dakota State,Idaho State
Jacksonville,Florida A&M
Jacksonville State,Northern Colorado
Lamar,Texas Lutheran
Louisiana,New Orleans
Loyola (IL),Western Illinois
Marquette,Chicago State
Marshall,Wyoming
Providence,UMass
New Mexico State,Oral Roberts
UNC,Appalachian State
Elon,North Carolina-Asheville
Southern,North Carolina Central
Northwestern,Sacred Heart
Notre Dame,Youngstown State
Ohio,Arkansas-Pine Bluff
Oregon State,Quinnipiac
Pacific,Santa Clara
Portland,Loyola Marymount
Southern Illinois,Saint Louis
Saint Mary's (CA),San Francisco
USC,Southern Illinois-Edwardsville
Stanford,Sacramento State
UT-Martin,Alcorn State
Texas-Arlington,Sul Ross State
Norfolk State,UTEP
Texas State,Howard Payne
Toledo,North Carolina A&T
Utah State,Texas-Rio Grande Valley
West Virginia,Eastern Kentucky
William & Mary,High Point
Air Force,Johnson & Wales
Alabama-Birmingham,Hiwassee
Arizona,Long Beach State
Arizona State,Stephen F. Austin
Arkansas,North Florida
Arkansas State,Central Arkansas
Austin Peay,Wofford
Florida International,Binghamton
Boston College,Fordham
Marist,Brown
Butler,Southern Utah
Cal State Bakersfield,Portland State
Idaho,UC-Davis
UC-Riverside,Denver
UCSB,Iona
College of Charleston,Campbell
Canisius,Louisiana-Monroe
UCF,Bethune-Cookman
Central Michigan,Howard
Georgetown,Charlotte
Chattanooga,Radford
Iowa State,Cincinnati
Dartmouth,Longwood
Dayton,Miami (OH)
DePaul,George Washington
Drake,Abilene Christian
Drexel,Penn
East Carolina,South Carolina State
Evansville,Alabama A&M
Fairfield,Loyola (MD)
Florida,Jacksonville
Louisiana Tech,Florida Gulf Coast
George Mason,Wagner
Georgia,Clemson
Georgia Southern,Stetson
Georgia State,Middle Tennessee
Nicholls State,Hampton
Hartford,Widener
Harvard,BYU
Hawaii,Northern Iowa
Hofstra,Florida Atlantic
UIC,Purdue Calumet
Illinois State,Tennessee State
Indiana,Kennesaw State
Indiana State,Ball State
Iowa,Tennessee Tech
James Madison,Mount St. Mary's
Kansas State,North Dakota
Miami (FL),La Salle
Stony Brook,Lehigh
LIU-Brooklyn,Incarnate Word
LSU,American
Louisville,UMKC
Grand Canyon,Marshall
Maryland-Eastern Shore,Central Pennsylvania College
Memphis,IUPUI
Ole Miss,Troy
Southeast Missouri State,Missouri State
Montana,Montana Western
Navy,Furman
Nebraska,Prairie View
Omaha,Southern
UNLV,South Dakota
Auburn,New Mexico
UC-Irvine,Norfolk State
North Carolina Central,Eastern Illinois
North Carolina State,North Carolina-Greensboro
North Carolina-Wilmington,Utah Valley
Northeastern,Vermont
Northern Illinois,Roosevelt
Michigan State,Oakland
Ohio State,Mercer
Old Dominion,Rhode Island
Colorado,Penn State
Princeton,Bucknell
Purdue,Vanderbilt
Richmond,Presbyterian
St. Joseph's,Virginia Tech
Kansas,San Diego State
San Jose State,Life Pacific
