Winner,Loser
Akron,Bryant
Arkansas,Iona
UMass-Lowell,Boston University
Brown,Johnson & Wales (RI)
South Dakota,Cal State Bakersfield
UCF,Bethune-Cookman
Colorado,Lipscomb
Texas,UConn
New Hampshire,Dartmouth
Villanova,Delaware
Denver,New Orleans
DePaul,Stanford
Bowling Green State,Detroit
Murray State,Drake
Drexel,Southern Miss
Duke,Army
East Carolina,Central Connecticut
Eastern Washington,Eastern Oregon
Lafayette,Fairleigh Dickinson
Florida Atlantic,Ave Maria
Florida Gulf Coast,South Dakota State
University of California,Fresno State
Georgia Tech,Rhode Island
Jacksonville State,Fort Valley State
Kansas,Michigan State
Kentucky,Providence
Lehigh,Penn State-Mont Alto
Long Beach State,Xavier
Marquette,Tennessee
Maryland,Virginia Military Institute
Elon,Miami (OH)
North Dakota State,Montana State
USC,New Mexico
Charlotte,North Carolina-Asheville
Northern Colorado,Florida A&M
Northern Illinois,Maine
Northern Iowa,Richmond
Oregon,Portland State
Valparaiso,Portland
Princeton,San Jose State
Quinnipiac,Vermont
Santa Clara,Rider
Sacred Heart,Campbell
Western Michigan,San Diego
San Francisco,Montana
Southeastern Louisiana,Langston
SMU,Monmouth
Temple,LIU-Brooklyn
Washington,UTEP
Southern Utah,UTSA
Texas State,Howard Payne
Texas Tech,Air Force
Tulane,Tennessee Tech
Virginia Tech,Morgan State
Yale,Hartford
Baylor,Texas Southern
Boston College,Marist
Arkansas State,Central Arkansas
Charleston Southern,Western Carolina
Rutgers,Clemson
Coppin State,Goldey-Beacom
Detroit,Aquinas
Eastern Michigan,Marygrove
Bucknell,Fairfield
Nebraska,Florida State
Fordham,Siena
Green Bay,Minnesota-Duluth
Liberty,Furman
South Carolina,Marshall
ETSU,Morehead State
High Point,North Carolina-Greensboro
North Florida,Edward Waters
Seattle,Pacific Lutheran
Sacramento State,Utah Valley
Samford,Jacksonville
South Carolina Upstate,Barber-Scotia
Weber State,Oral Roberts
Winthrop,Savannah State
Akron,Arkansas-Pine Bluff
Alabama,South Florida
Arizona,Gardner-Webb
Belmont,Middle Tennessee
Bradley,Central Michigan
UC-Riverside,Cal State Bakersfield
South Dakota,Cal State Northridge
UCF,Georgia Southern
Georgia,Chattanooga
Cincinnati,Stony Brook
Coastal Carolina,South Carolina State
College of Charleston,Citadel
Loyola (MD),Columbia
DePaul,Northern Illinois
Duquesne,Howard
Elon,Virginia-Lynchburg
Evansville,Wright State
Florida International,Kennesaw State
Gonzaga,Southeastern Louisiana
Hawaii,Delaware State
Hofstra,Norfolk State
Idaho State,Montana Western
Grand Canyon,UIC
VCU,Illinois State
Indiana,Pitt
Iowa State,Lamar
James Madison,Campbell
Kansas State,Omaha
LSU,UMass
Louisville,Ohio State
Maine,Wagner
Maryland-Eastern Shore,UMBC
Stephen F. Austin,Memphis
Mercer,St. Andrews
Miami (FL),Illinois
Michigan,Syracuse
Missouri,Southeast Missouri State
North Carolina Central,Johnson & Wales (NC)
Louisiana Tech,Northwestern State
Purdue,North Carolina State
Youngstown State,Robert Morris
Saint Louis,Rockhurst
Seton Hall,Mount St. Mary's
South Alabama,Spring Hill
St. John's (NY),Niagara
Hampton,Tennessee State
Texas,Texas-Arlington
Troy,Alcorn State
BYU,Utah State
Virginia Military Institute,Mid-Atlantic Christian
Minnesota,Wake Forest
Wyoming,Denver
Air Force,Grambling
Holy Cross,Albany (NY)
Arizona State,UNLV
North Florida,Bethune-Cookman
Boston University,Binghamton
American,Brown
Yale,Bryant
University of California,Montana
UC-Davis,San Jose State
Toledo,Cleveland State
Sacred Heart,Colgate
Colorado,San Francisco
Colorado State,UTEP
Davidson,Charlotte
Army,Delaware
ETSU,Western Carolina
Eastern Illinois,Ball State
Valparaiso,Eastern Kentucky
Fairleigh Dickinson,Princeton
Florida Atlantic,East Carolina
Florida Gulf Coast,Florida Tech
Fresno State,UC-Irvine
Old Dominion,George Mason
Harvard,Northeastern
Butler,Indiana State
Jacksonville State,Winthrop
Villanova,La Salle
Lehigh,Saint Francis (PA)
Long Beach State,Nevada
New Hampshire,LIU-Brooklyn
Longwood,Dartmouth
Louisiana,Jackson State
Tulane,Loyola (IL)
Virginia,Maryland
UMass-Lowell,NJIT
McNeese State,Southern-New Orleans
Dayton,Miami (OH)
Milwaukee,UMKC
Montana State,South Dakota School of Mines
Murray State,Bethel (TN)
Penn,Navy
New Mexico,New Mexico State
Iowa,UNC
North Carolina-Wilmington,St. Andrews
UTSA,Northern Arizona
UT-Martin,Northern Kentucky
Georgia Tech,Northwestern
Notre Dame,Michigan State
Oakland,Rochester (MI)
Oklahoma State,North Texas
Oregon,Concordia (OR)
Oregon State,Mississippi Valley State
Pacific,Cal State East Bay
Penn State,Virginia Tech
Portland,Portland State
Prairie View,Schreiner
Houston Baptist,Rice
Richmond,William & Mary
Rider,Central Connecticut
St. Joseph's,Temple
Canisius,St. Peter's
South Dakota State,Wayne State (NE)
USC,Loyola Marymount
Southern Illinois,Southern Illinois-Edwardsville
Southern Miss,North Dakota State
St. Bonaventure,Buffalo
Fort Wayne,Stetson
Tennessee Tech,Lipscomb
Texas A&M,Sam Houston State
Texas State,Texas Lutheran
Texas Tech,Auburn
Towson,Coppin State
Tulsa,Creighton
UCLA,Cal State Fullerton
Utah,Wichita State
Vermont,Hartford
Idaho,Washington State
Western Kentucky,Bowling Green State
Duke,Wisconsin
Wofford,Presbyterian
Abilene Christian,Sacramento State
Akron,Western Illinois
Alabama-Birmingham,Morehead State
UCSB,Seattle
Charleston Southern,Columbia International
DePaul,Chicago State
University of the Sciences (Pa.),Drexel
George Washington,UMBC
Georgia State,Green Bay
Houston,Texas-Rio Grande Valley
Incarnate Word,St. Edward's
Iowa State,Arkansas
Appalachian State,Jacksonville
Monmouth,Marist
Texas Christian,Ole Miss
Missouri State,Little Rock
Pepperdine,Cal State Northridge
Virginia Military Institute,Samford
San Diego State,San Diego
Savannah State,Middle Georgia State
South Carolina Upstate,North Carolina A&T
Baylor,Vanderbilt
LSU,West Virginia
Coastal Carolina,Auburn
Boston College,Providence
Yale,UConn
Pitt,Duquesne
Fairfield,Manhattan
Gardner-Webb,Toccoa Falls
Kansas,Florida
Kentucky,Texas
Louisville,Florida International
North Carolina Central,Maryland-Eastern Shore
Minnesota,Western Carolina
UNLV,St. Katherine
Oklahoma,Missouri
Siena,Quinnipiac
Youngstown State,South Dakota
Southern,Dillard
SMU,Wyoming
Stephen F. Austin,Long Beach State
Alabama State,Jacksonville State
Arizona,Gonzaga
Arkansas State,Belhaven (MS)
Ball State,Indiana State
Bethune-Cookman,Jacksonville
Penn,Binghamton
St. Peter's,Boston University
Bowling Green State,Alabama A&M
BYU,Hawaii
Brown,Bryant
Butler,Northwestern
Cal Poly,Menlo
Fresno State,Cal State Bakersfield
Pepperdine,Cal State Fullerton
Cal State Northridge,Vanguard
UC-Irvine,Sacramento State
UC-Riverside,Portland State
Central Michigan,Southern Illinois-Edwardsville
Citadel,Navy
Columbia,Bucknell
Cornell,UMass-Lowell
Dartmouth,Maine
Davidson,Stetson
Dayton,Eastern Michigan
Detroit,South Florida
North Dakota,Drake
Evansville,IUPUI
Florida State,UCF
Furman,Samford
Gardner-Webb,Thomas University
South Carolina Upstate,Georgia Tech
Grambling,Selma University
Grand Canyon,Great Falls
Hampton,Coppin State
Central Connecticut,Hartford
High Point,William & Mary
Houston,Abilene Christian
Howard,North Carolina A&T
Idaho,UC-Davis
Pacific,Idaho State
Illinois,American
Loyola (IL),UIC
Indiana,Savannah State
Iowa,UMBC
Fort Wayne,Miami (OH)
Kent State,Kennesaw State
Temple,La Salle
Lafayette,Wagner
St. Francis (NY),Liberty
Lipscomb,Tennessee State
Lehigh,LIU-Brooklyn
UT-Martin,Longwood
Louisiana-Monroe,Louisiana College
Louisiana Tech,Jackson State
Mount St. Mary's,Loyola (MD)
Wisconsin,Marquette
Penn State,Marshall
Maryland,Winthrop
McNeese State,Louisiana
Memphis,Bradley
Mercer,Virginia Military Institute
Green Bay,Miami (FL)
NJIT,Michigan
Michigan State,Arkansas-Pine Bluff
Montana State,Utah Valley
Oakland,Morehead State
Murray State,Western Kentucky
New Hampshire,Wheelock
New Mexico State,UTEP
New Orleans,Crowley's Ridge
Canisius,Niagara
Nicholls State,Loyola (LA)
Norfolk State,Morgan State
North Carolina State,Wake Forest
Northeastern,Western Michigan
Northern Iowa,George Mason
Notre Dame,Fairleigh Dickinson
St. Bonaventure,Ohio
Ohio State,Colgate
Oregon State,Portland
North Carolina-Greensboro,Presbyterian
Princeton,Stony Brook
North Florida,Purdue
Rice,St. Edward's
Sacred Heart,Holy Cross
Saint Francis (PA),Albany (NY)
Boise State,Saint Mary's (CA)
Sam Houston State,Texas-Rio Grande Valley
Santa Clara,San Jose State
Eastern Washington,Seattle
Seton Hall,Rutgers
Middle Tennessee,South Alabama
South Carolina,Oklahoma State
South Carolina State,Florida A&M
South Dakota State,UMKC
Southeast Missouri State,Southeastern Louisiana
Southern Illinois,Austin Peay
Rhode Island,Southern Miss
Southern Utah,St. Katherine
St. John's (NY),Syracuse
Tennessee,Kansas State
Texas A&M,Arizona State
Denver,Texas A&M-Corpus Christi
Texas-Arlington,Weber State
Texas State,Prairie View
Toledo,Chicago State
Troy,Central Arkansas
Tulane,Mississippi State
New Mexico,Valparaiso
Harvard,Vermont
Villanova,St. Joseph's
Virginia,VCU
Washington State,UTSA
Wichita State,Saint Louis
Wofford,Florida National University
Xavier,Alabama
Illinois State,Alabama-Birmingham
Hofstra,Appalachian State
Tulsa,Little Rock
George Washington,Charlotte
Clemson,Arkansas
Cleveland State,Western Illinois
Colorado State,Northern Colorado
Delaware State,Delaware
DePaul,Milwaukee
Elon,Central Pennsylvania College
Georgetown,Towson
Georgia,Colorado
North Carolina Central,Howard
James Madison,Richmond
Kentucky,Eastern Kentucky
Manhattan,Marist
Florida Gulf Coast,UMass
Monmouth,Iona
Montana,North Dakota State
Creighton,Nebraska
University of California,Nevada
UNC,East Carolina
North Carolina-Asheville,Limestone
West Virginia,Northern Kentucky
Ole Miss,Oregon
Fairfield,Quinnipiac
Rider,Siena
Buffalo,Robert Morris
San Francisco,Houston Baptist
USC,Utah State
Stephen F. Austin,Ouachita
Tennessee Tech,Hiwassee
UCLA,San Diego
Radford,Virginia Tech
Washington,San Diego State
Wright State,Urbana
Wyoming,Regis
Youngstown State,Thiel
Air Force,Omaha
Caldwell,Binghamton
Bucknell,Albany (NY)
Butler,Kennesaw State
Campbell,Johnson & Wales (NC)
Chattanooga,Montreat
Florida,Yale
Hampton,Morgan State
Harvard,Boston University
Lafayette,Sacred Heart
Maryland-Eastern Shore,North Carolina A&T
Miami (FL),Savannah State
Minnesota,North Dakota
Norfolk State,Coppin State
Brown,Providence
Purdue,Fort Wayne
South Carolina State,Bethune-Cookman
SMU,UCSB
UTEP,Incarnate Word
Arizona,Utah Valley
Bryant,Army
Baylor,Texas A&M
Evansville,Belmont
Boise State,Adams State
UC-Davis,Eastern Illinois
Colgate,Morrisville State
Creighton,South Dakota
Dayton,Bowling Green State
Idaho State,Grand Canyon
Hartford,Holy Cross
Villanova,Illinois
Louisville,Indiana
Iowa,Alcorn State
Iowa State,UMKC
Kansas State,Bradley
Louisiana-Monroe,Northwestern State
LIU-Brooklyn,Maine
Eastern Michigan,Michigan
Navy,Virginia Military Institute
NJIT,St. Francis (NY)
Notre Dame,Mount St. Mary's
Penn,Marist
Rutgers,New Hampshire
St. Joseph's,Loyola (MD)
South Dakota State,Saint Louis
San Jose State,St. Katherine
Texas Christian,Furman
Wichita State,Seton Hall
Winthrop,Mars Hill
Xavier,IUPUI
Utah,BYU
University of California,Wyoming
Central Connecticut,UMBC
Colorado State,Colorado
Hofstra,Coppin State
Campbell,Delaware State
Northern Iowa,Denver
Fordham,Monmouth
Kansas,Georgetown
Gonzaga,Washington State
Iona,Rider
Kentucky,Columbia
Louisiana,Louisiana Tech
Maryland,North Carolina Central
Dartmouth,UMass-Lowell
Wisconsin,Milwaukee
Minnesota,Southern
Davidson,Montana
Incarnate Word,Nebraska
Omaha,Iowa Wesleyan
North Carolina-Greensboro,Greensboro
Ohio State,High Point
Penn State,Duquesne
Providence,Rhode Island
Purdue,Arkansas State
St. Peter's,Princeton
San Diego State,Long Beach State
Southeast Missouri State,Southern Illinois
St. John's (NY),Fairleigh Dickinson
Temple,Towson
Texas Tech,Fresno State
Southeastern Oklahoma State,Tulsa
UCLA,UC-Riverside
Valparaiso,Trinity International (IL)
Wright State,Belmont
Boise State,Northwest Nazarene
Boston College,Maine
San Diego,UCSB
Chattanooga,Citadel
Coastal Carolina,Warren Wilson
Colgate,Binghamton
College of Charleston,South Carolina State
Troy,Fort Valley State
George Washington,DePaul
UIC,UCF
Fort Wayne,Michigan-Dearborn
Missouri,Elon
North Carolina-Asheville,Tusculum
Sacramento State,Cal State Fullerton
Eastern Washington,San Francisco
Western Illinois,Idaho
Florida,Texas Southern
Holy Cross,NJIT
Iowa State,Iowa
North Carolina State,Charleston Southern
Abilene Christian,Northern New Mexico
Air Force,Arkansas-Pine Bluff
Middle Tennessee,Akron
Alabama,Tennessee Tech
Arizona,Michigan
Arizona State,Pepperdine
Arkansas,Dayton
Lipscomb,Austin Peay
Bowling Green State,Cleveland State
University of California,Princeton
Texas-Arlington,UC-Irvine
Florida Atlantic,UCF
Colorado,Northern Colorado
Colorado State,Arkansas-Fort Smith
Saint Mary's (CA),Creighton
Davidson,Niagara
Wichita State,Detroit
La Salle,Drexel
East Carolina,James Madison
North Carolina-Greensboro,ETSU
Eastern Illinois,Northern Illinois
Murray State,Evansville
Fresno State,Cal Poly
Gardner-Webb,Furman
Georgetown,Radford
Green Bay,Drake
Rider,Hartford
Houston Baptist,Arlington Baptist
Idaho State,Northwest Nazarene
Oregon,Illinois
Indiana,Grand Canyon
Iona,Indiana State
Eastern Kentucky,IUPUI
Kansas,Utah
Kentucky,UNC
Liberty,Bluefield (WV)
Louisiana,Centenary (LA)
LSU,Sam Houston State
Loyola (IL),Jackson State
Maryland,South Carolina Upstate
Maryland-Eastern Shore,Navy
UMass,Canisius
Oklahoma State,Memphis
Western Kentucky,Ole Miss
Xavier,Missouri
UMKC,Omaha
Mount St. Mary's,Norfolk State
Nebraska,Cincinnati
Cal State Fullerton,Nevada
New Mexico,Louisiana-Monroe
North Dakota State,North Dakota
Northern Arizona,Loyola Marymount
Notre Dame,Florida State
Ohio,Alcorn State
Ohio State,Morehead State
Oral Roberts,New Mexico State
Oregon State,Mississippi State
Pitt,St. Bonaventure
Portland State,Cal State Bakersfield
Presbyterian,Montreat
Providence,Stony Brook
Rhode Island,Delaware State
Richmond,Howard
Robert Morris,Duquesne
Saint Louis,Southern Illinois-Edwardsville
San Diego,New Orleans
Seattle,San Jose State
Santa Clara,Washington State
Albany (NY),Siena
UNLV,South Dakota
South Dakota State,Idaho
Missouri State,Southeast Missouri State
Army,USC
Southern Miss,Spring Hill
St. Francis (NY),Mount Saint Vincent
Stanford,Denver
Texas,Texas State
Texas A&M,Youngstown State
Texas Christian,McNeese State
Texas-Rio Grande Valley,Lamar
Toledo,Arkansas State
Oklahoma,Tulsa
Gonzaga,UCLA
Utah State,Utah Valley
Valparaiso,Ball State
Vanderbilt,Purdue
VCU,Northern Iowa
Virginia Military Institute,Marist
BYU,Weber State
Western Illinois,Alabama State
Wisconsin,Nicholls State
Alabama-Birmingham,North Carolina-Asheville
Kent State,Little Rock
Boise State,Southern Utah
Boston College,Binghamton
Boston University,Quinnipiac
Clemson,Auburn
College of Charleston,Campbell
UConn,Coppin State
Illinois State,DePaul
Florida,Jacksonville
Florida International,Florida Gulf Coast
Iowa State,Southern
Jacksonville State,Dartmouth
Kansas State,Savannah State
LIU-Brooklyn,NJIT
Louisville,North Carolina-Wilmington
Rutgers,Manhattan
West Virginia,Marshall
UMBC,Longwood
Michigan State,Oakland
Milwaukee,Montana
New Hampshire,Colgate
Wofford,North Carolina State
Northern Kentucky,Cincinnati-Clermont
Northwestern,Mississippi Valley State
Old Dominion,North Carolina A&T
Western Michigan,Pacific
Penn State,George Washington
Portland,Sacramento State
Sacred Heart,Mitchell
Seton Hall,St. Peter's
Coastal Carolina,South Carolina State
Southern Illinois,Chicago State
St. John's (NY),Fordham
Stephen F. Austin,North Texas
Syracuse,Louisiana Tech
Tennessee,Butler
Texas Tech,Prairie View
Vermont,Wagner
Villanova,Temple
Virginia Tech,Alabama A&M
Wake Forest,Samford
Washington,Eastern Washington
Wright State,Miami (OH)
Wyoming,Montana State
Austin Peay,Troy
Cleveland State,Mount Vernon Nazarene
Drake,Jackson State
Duke,Elon
Georgia Tech,Appalachian State
Gonzaga,Texas Southern
Grand Canyon,Bethune-Cookman
Howard,IUPUI
UT-Martin,UIC
Lamar,Champion Baptist
Memphis,North Carolina Central
Norfolk State,Virginia Wise
Tennessee Tech,North Florida
Oral Roberts,Missouri State
Oregon State,Grambling
Pepperdine,South Alabama
Cal Poly,San Francisco
Seattle,Northwest University
Georgia Southern,South Florida
UTSA,Texas A&M-Corpus Christi
Arizona,Oakland
Buffalo,Drexel
Charlotte,College of Charleston
Chattanooga,Northern Kentucky
ETSU,Eastern Kentucky
Florida Atlantic,Stetson
Houston,Houston Baptist
Indiana State,Truman State
Jacksonville State,North Carolina-Asheville
American,La Salle
Lafayette,Susquehanna
Louisiana-Monroe,Central Baptist
Marquette,Arizona State
Marshall,King (TN)
McNeese State,Louisiana State-Alexandria
Dartmouth,Mercer
Morgan State,UC-Irvine
Nicholls State,Arkansas-Monticello
UNC,North Carolina-Greensboro
North Dakota State,Akron
Northern Illinois,Mississippi Valley State
Oklahoma,Oral Roberts
Oklahoma State,Middle Tennessee
Samford,Presbyterian
Radford,Johnson & Wales (NC)
Northern Arizona,Saint Mary's (CA)
Sam Houston State,Eastern Washington
Southern,Champion Baptist
Southern Illinois,Tennessee State
Texas,Lipscomb
UTEP,Southeastern Louisiana
Tulane,Savannah State
Vanderbilt,Western Carolina
VCU,Belmont
Wichita State,Alabama
Auburn,Winthrop
James Madison,Ball State
Baylor,New Mexico State
Cal Poly,Northeastern
Campbell,Southern Illinois-Edwardsville
UCF,Detroit
Cincinnati,San Diego State
Denver,Texas A&M-Corpus Christi
Saint Francis (PA),Duquesne
Florida State,North Florida
George Mason,Catawba
Incarnate Word,Grand Canyon
Green Bay,Morehead State
High Point,Ferrum
Arkansas-Pine Bluff,Houston
Illinois,Hampton
Illinois State,UT-Martin
Jacksonville,Gardner-Webb
Louisiana,Milligan
Loyola (IL),Abilene Christian
Memphis,South Carolina Upstate
Miami (OH),Longwood
Michigan State,Eastern Michigan
Arkansas State,Mississippi State
Murray State,Alcorn State
Omaha,Northern Colorado
UNLV,Portland
New Mexico,Central Arkansas
North Carolina Central,Barber-Scotia
North Carolina State,Tennessee
North Carolina-Wilmington,Liberty
North Texas,Langston
Central Michigan,Northwestern
Ohio State,North Carolina A&T
Old Dominion,Georgia State
Oregon,Cal State Northridge
Pepperdine,Howard
Pitt,Manhattan
Saint Louis,Texas-Rio Grande Valley
SMU,UIC
Delaware State,St. Francis (NY)
Stanford,Loyola Marymount
Stephen F. Austin,Texas State
Texas Tech,South Carolina State
Toledo,Robert Morris
Tulsa,Missouri State
Washington,Grambling
Western Kentucky,Chicago State
Wofford,Charleston Southern
Kennesaw State,Youngstown State
LSU,Alabama-Birmingham
Austin Peay,Oakland City
Bradley,Eureka
Cal State Fullerton,Cal State Dominguez Hills
Canisius,Stony Brook
Charlotte,Appalachian State
Duke,UConn
Temple,Delaware
Evansville,Ohio
LIU-Brooklyn,Florida International
Idaho,Walla Walla
South Dakota State,Idaho State
Jackson State,Southern Miss
Louisiana Tech,Nicholls State
Ole Miss,Coastal Carolina
Oregon State,DePaul
Pacific,Nevada
Quinnipiac,Lehigh
Rice,St. Thomas (TX)
Richmond,South Alabama
Rider,Morgan State
San Francisco,Portland State
South Dakota,Montana State
Seton Hall,South Florida
Georgia Southern,Stetson
Utah State,Cal State Bakersfield
Yale,Vermont
Virginia,Cleveland State
Wright State,Western Carolina
Alabama,Stillman
Bucknell,Case Western Reserve
Buffalo,Niagara
South Dakota State,Cal State Bakersfield
University of California,Eastern Washington
UCSB,San Diego Christian
Central Michigan,Concordia (MI)
Hawaii,Chaminade
Creighton,Texas-Rio Grande Valley
Dartmouth,Northern Illinois
Colorado State,Denver
North Florida,Florida A&M
Florida Gulf Coast,Furman
Gardner-Webb,Hiwassee
Hampton,Tennessee State
Kent State,North Carolina A&T
Lamar,Milligan
Liberty,Central Pennsylvania College
Louisiana-Monroe,Louisiana State-Alexandria
Loyola (IL),Southern Utah
Marquette,Alabama A&M
Mercer,Bethune-Cookman
Eastern Kentucky,Miami (FL)
Middle Tennessee,Chattanooga
Minnesota,Seattle
Northern Kentucky,Morehead State
Norfolk State,Northern Arizona
North Dakota,Dickinson State (ND)
Old Dominion,Maryland-Eastern Shore
Princeton,Lipscomb
Radford,Siena
South Carolina,Clemson
Southeastern Louisiana,Winthrop
New Orleans,Southern Illinois
St. John's (NY),Saint Mary's (CA)
Tennessee,Tennessee Tech
Arizona,UTEP
Texas Tech,Arkansas-Pine Bluff
Tulane,Jackson State
Utah State,Idaho State
William & Mary,Washington College
Youngstown State,Wilberforce
UC-Davis,Air Force
Akron,Bluffton
American,Mount St. Mary's
Lehigh,Arizona State
Arkansas,Southeast Missouri State
Arkansas State,Marshall
Auburn,Xavier
St. Bonaventure,Binghamton
Boise State,Abilene Christian
BYU,Stanford
Indiana,Butler
Gonzaga,Cal Poly
Cal State Bakersfield,Idaho State
Texas A&M-Corpus Christi,Cal State Northridge
UC-Riverside,Houston Baptist
Campbell,Montreat
NJIT,Central Connecticut
Chicago State,Saint Joseph's (IN)
VCU,Cincinnati
Davidson,College of Charleston
Columbia,Hofstra
Dayton,Boston University
Iowa State,Drake
Penn State,Drexel
Duquesne,UMass-Lowell
Belmont,Fairfield
Fairleigh Dickinson,Delaware
Florida,Wake Forest
Florida State,South Florida
George Mason,Iona
Georgetown,Charlotte
Georgia Tech,Vanderbilt
Grand Canyon,St. Edward's
South Carolina State,Houston
Illinois,Missouri
Eastern Illinois,Indiana State
Valparaiso,Fort Wayne
IUPUI,South Alabama
Jacksonville,Truett-McConnell
High Point,James Madison
Kansas,Lafayette
Kansas State,Texas A&M
UMBC,Kennesaw State
Kentucky,UCLA
Longwood,Penn State-Beaver
Manhattan,Morgan State
St. Joseph's,Marist
Toledo,McNeese State
Memphis,Oral Roberts
SMU,Michigan
Texas Southern,Michigan State
South Carolina Upstate,Mississippi State
North Carolina Central,Mississippi Valley State
Incarnate Word,UMKC
Eastern Michigan,Missouri State
Murray State,Illinois State
Utah,UNLV
New Mexico,New Mexico State
UNC,Ohio State
Elon,North Carolina-Greensboro
West Virginia,North Carolina State
North Carolina-Wilmington,East Carolina
Northern Colorado,Jacksonville State
Northern Iowa,Iowa
Northwestern,Western Michigan
Northwestern State,Louisiana
Notre Dame,Purdue
Washington,Oklahoma
Oregon,Delaware State
Pacific,Fresno State
Richmond,Pepperdine
Pitt,Oakland
Portland,Montana State
Providence,UMass
Rhode Island,Detroit
Saint Francis (PA),Rutgers
Sacred Heart,New Hampshire
Sam Houston State,Prairie View
San Diego State,Ball State
Northeastern,Santa Clara
Southern Illinois-Edwardsville,Milwaukee
St. Francis (NY),Florida Atlantic
Stephen F. Austin,Arkansas Tech
UT-Martin,Presbyterian
Texas,Long Beach State
Texas-Arlington,Howard Payne
Texas Christian,UTSA
Texas State,Huston-Tillotson
La Salle,Towson
South Dakota State,Utah State
Villanova,Syracuse
Virginia Tech,Citadel
Monmouth,Wagner
Weber State,Utah Valley
Louisville,Western Kentucky
Wyoming,Southern
Albany (NY),Yale
Alabama,Appalachian State
Green Bay,Little Rock
Army,Maine
USC,Boston College
Ferris State,Bowling Green State
UC-Irvine,Bradley
Canisius,Holy Cross
Coastal Carolina,Central Arkansas
Cleveland State,San Francisco
Bryant,Denver
Evansville,Alabama State
Georgia,Seton Hall
Georgia State,Southern Miss
Hampton,Northern Arizona
Hartford,Florida International
Kent State,North Dakota State
Lipscomb,Austin Peay
Middle Tennessee,Tennessee State
South Dakota,Montana
Omaha,Texas-Rio Grande Valley
Troy,Nicholls State
Western Carolina,North Carolina-Asheville
North Texas,Creighton
Maryland,Oklahoma State
Quinnipiac,Oregon State
Radford,Cornell
Saint Louis,Vermont
Samford,Louisiana-Monroe
San Diego,San Diego Christian
Seattle,Sacramento State
South Carolina,Coker
Stony Brook,Loyola (MD)
UTEP,Alcorn State
Valparaiso,Goshen
Virginia,Harvard
Washington State,San Jose State
Winthrop,Reinhardt
Abilene Christian,South Carolina State
Air Force,Jacksonville State
Albany (NY),Fairfield
North Dakota State,Alcorn State
Arkansas,Milwaukee
Little Rock,Bradley
Arkansas-Pine Bluff,Southern Utah
Baylor,Southern
Boise State,Houston
Butler,UT-Martin
Cal State Fullerton,Texas A&M-Corpus Christi
Wisconsin,University of California
UC-Irvine,Green Bay
Brown,Central Connecticut
UCF,Southeastern Louisiana
Chattanooga,Alabama-Birmingham
Clemson,Oakland
Colorado,DePaul
Colorado State,Charleston Southern
UConn,Columbia
Drake,Simpson
East Carolina,Florida A&M
Eastern Washington,Lewis & Clark
Florida Atlantic,Eastern Kentucky
Florida State,Stetson
Manhattan,Fordham
George Washington,Ohio
Georgia Southern,Truett-McConnell
Hawaii,Nebraska
Illinois State,Fort Wayne
Indiana,New Orleans
Iowa,North Florida
North Carolina Central,Jackson State
Norfolk State,James Madison
Temple,Kansas
Elon,Kennesaw State
UTEP,Kent State
Lamar,Rice
LSU,College of Charleston
Loyola (IL),Texas Tech
Wichita State,Loyola Marymount
Marquette,North Dakota
Central Michigan,McNeese State
Providence,Miami (FL)
Michigan,Coppin State
Michigan State,Citadel
Minnesota,Furman
Ole Miss,Southeast Missouri State
Tennessee Tech,UMKC
Missouri State,Oral Roberts
Mount St. Mary's,Binghamton
Navy,Towson
Nevada,Marshall
LIU-Brooklyn,New Hampshire
New Mexico State,Northern New Mexico
UC-Davis,Northern Colorado
Northern Kentucky,Idaho
Northwestern,UIC
Notre Dame,Northern Illinois
Ohio State,Miami (OH)
Oklahoma,Weber State
Old Dominion,William & Mary
Oregon,UCSB
Penn State,Dartmouth
Portland,Lewis & Clark
Portland State,Walla Walla
Princeton,Liberty
Gardner-Webb,Purdue
Robert Morris,Delaware
Saint Mary's (CA),Northeastern
San Diego State,UC-Riverside
Murray State,Southern Illinois
Southern Illinois-Edwardsville,Chicago State
Maryland-Eastern Shore,St. Bonaventure
St. John's (NY),Long Beach State
Syracuse,Colgate
Tennessee,Mercer
Texas Christian,Grambling
Tulsa,Incarnate Word
Vanderbilt,Penn
VCU,ETSU
Virginia Tech,Virginia Military Institute
Wake Forest,Bucknell
Washington,Tulane
West Virginia,Wofford
Western Michigan,Alabama A&M
Abilene Christian,Arkansas-Pine Bluff
Arizona State,Detroit
Auburn,Texas Southern
Loyola (IL),Boise State
BYU,UMass
Campbell,North Carolina-Wilmington
Cincinnati,Wagner
Eastern Illinois,Cleveland State
George Washington,Colorado
Dayton,Georgia Tech
Ohio,DePaul
Eastern Michigan,Coppin State
Grand Canyon,New Mexico
Wichita State,Hawaii
La Salle,Hofstra
Houston,Texas Tech
Iona,Florida Gulf Coast
Louisville,Cal State Northridge
Nebraska,Loyola Marymount
Memphis,Western Illinois
Mississippi State,Jacksonville
St. Francis (NY),Monmouth
Wyoming,Montana State
UNLV,Arizona
Arkansas State,Niagara
North Carolina State,Louisiana Tech
Prairie View,North Texas
Pitt,Holy Cross
Richmond,IUPUI
Rutgers,Sacred Heart
St. Peter's,Fairleigh Dickinson
Cal Poly,Santa Clara
Cornell,Siena
Howard,South Alabama
Southern Utah,South Carolina State
South Florida,Southeastern Louisiana
