Winner,Loser
Michigan,Texas
Arizona,UC Irvine
Kansas,UMKC
Elon,UNC Asheville
Utah St.,Providence (MT)
Utah,Utah Valley
Vanderbilt,High Point
Virginia,East Carolina
Wichita St.,Saint Louis
Winthrop,Greensboro
Michigan St.,Youngstown St.
Army West Point,Air Force
BYU,Weber St.
Colgate,Binghamton
Boston College,Harvard
Boston U.,Canisius
Pittsburgh,Buffalo
San Diego,Cal St. Fullerton
Seton Hall,California
Cleveland St.,Western Mich.
Colorado,Xavier
Akron,Coppin St.
North Carolina,Davidson
Gardner-Webb,Hampton
Penn St.,George Mason
Gonzaga,Washington
Grand Canyon,San Diego St.
Maryland,Howard
Indiana St.,Butler
Fairleigh Dickinson,Iona
Jacksonville,Eastern Ky.
Kentucky,Valparaiso
Penn,Lafayette
Louisiana,Loyola (LA)
Louisville,Southern Ill.
Loyola Chicago,Wright St.
Maine,Holy Cross
Albany (NY),Marist
Southeast Mo. St.,Missouri St.
Montana,San Jose St.
South Dakota,Montana St.
Nebraska,Creighton
New Mexico,UTEP
Kent St.,Niagara
North Dakota St.,North Dakota
Northern Ky.,Eastern Ill.
Oklahoma,Oral Roberts
Long Beach St.,Pepperdine
Hawaii,Princeton
Quinnipiac,Hartford
Houston Baptist,Saint Peter's
UNI,South Dakota St.
St. Francis Brooklyn,Mt. St. Vincent
SIUE,Stetson
SMU,TCU
Temple,George Washington
Texas A&M,Denver
UTRGV,Texas St.
The Citadel,Toccoa Falls
Toledo,Detroit Mercy
Towson,Loyola Maryland
Tulane,Southern U.
Tulsa,Illinois St.
SFA,UAB
Mt. St. Mary's,UMBC
Texas Tech,UTSA
VCU,Georgia Tech
Vermont,Dartmouth
Virginia Tech,UMES
Washington St.,Idaho
Western Caro.,West Virginia
Wisconsin,Idaho St.
North Texas,Delaware St.
Eastern Wash.,Providence (MT)
St. John's (NY),Fordham
Iowa,Iowa St.
Little Rock,Ark.-Pine Bluff
Massachusetts,Pacific
Florida St.,Nicholls St.
Saint Mary's (CA),UT Arlington
Loyola Marymount,Southern Utah
Middle Tenn.,Vanderbilt
Sacred Heart,Yale
Boston College,Hartford
Brown,Emerson
FGCU,Siena
Minnesota,Ga. Southern
Grambling,Selma
Creighton,Longwood
Navy,Columbia
UC Irvine,Pomona-Pitzer
UNCG,Wake Forest
Abilene Christian,Northern N.M.
Colgate,Albany (NY)
San Diego St.,Arizona St.
Fort Wayne,Austin Peay
BYU,Colorado
Ball St.,Eastern Ky.
Bethune-Cookman,Florida Col.
Binghamton,Loyola Maryland
Bradley,Chicago St.
Butler,Cincinnati
CSU Bakersfield,Portland St.
CSUN,Loyola Marymount
Cal St. Fullerton,Southern Utah
California,UC Davis
Illinois,Central Mich.
Charleston So.,Johnson & Wales (NC)
Clemson,Mercer
Purdue,Cleveland St.
Colorado St.,Northern Colo.
Buffalo,Coppin St.
Dayton,ETSU
Delaware St.,Keystone
Air Force,Denver
Bowling Green,Detroit Mercy
UNLV,Duke
Duquesne,Central Conn. St.
Fresno St.,Cal Poly
Gardner-Webb,Furman
Penn,George Mason
Georgia St.,Ga. Southwestern
Gonzaga,Akron
Houston,Rhode Island
George Washington,Howard
Grand Canyon,Ill.-Chicago
Illinois St.,UT Martin
Indiana,Houston Baptist
Drake,Jackson St.
Marist,Jacksonville
La.-Monroe,Jacksonville St.
Brown,Johnson & Wales (RI)
Georgetown,La Salle
Lamar University,Austin
Liberty,Princeton
Lipscomb,Morehead St.
Little Rock,Central Ark.
Texas,Long Beach St.
Louisiana,Louisiana Tech
Loyola Chicago,Milwaukee
Dartmouth,Maine
Manhattan,Fordham
Providence,Massachusetts
Miami (OH),IUPUI
UCLA,Michigan
Michigan St.,Tennessee Tech
Samford,Miles
Missouri,Arizona
Missouri St.,Valparaiso
SIUE,Missouri Western
Monmouth,Army West Point
Omaha,Montana St.
Morgan St.,Wagner
Mt. St. Mary's,Lehigh
Evansville,Murray St.
Coastal Caro.,N.C. Central
NC State,Tennessee St.
Kent St.,NJIT
Kansas,Nebraska
Bryant,New Hampshire
New Mexico St.,New Mexico
Niagara,Norfolk St.
UNI,North Dakota
Arkansas,North Florida
Vermont,Northeastern
Southeast Mo. St.,Northern Ky.
Iona,Ohio
Ohio St.,UConn
Oral Roberts,John Brown
Pacific,Rider
Pittsburgh,Penn St.
Radford,Elon
Robert Morris,Oakland
Stony Brook,Rutgers
Rice,SFA
Maryland,Saint Peter's
Southern Ill.,Sam Houston St.
San Jose St.,LIFE Pacific
Santa Clara,Cal St. East Bay
Seattle U,Providence (MT)
South Dakota,Sacramento St.
South Dakota St.,Idaho
UTSA,Southeastern Okla.
Southern U.,Loyola (LA)
St. Bonaventure,UNCW
Canisius,St. Francis Brooklyn
Stetson,South Ala.
Syracuse,Boston U.
DePaul,Temple
Incarnate Word,Tex. A&M Int'l
Texas A&M,South Carolina St.
Louisville,Texas Southern
Texas St.,Prairie View
Marshall,Toledo
Towson,Fairleigh Dickinson
Troy,Alabama A&M
Southern Miss.,Tulane
Tulsa,Oklahoma St.
Memphis,UAB
Richmond,UMBC
UCF,UMES
UMKC,William Jewell
UNC Asheville,Warren Wilson
Utah Valley,Utah St.
Old Dominion,VCU
Notre Dame,Villanova
Kansas St.,Washington St.
Weber St.,West Coast Baptist
West Virginia,VMI
Western Ill.,Eastern Ill.
Western Mich.,James Madison
Oklahoma,Wichita St.
Marquette,Wisconsin
TCU,Wofford
Wyoming,Montana
Xavier,Utah
American,Youngstown St.
Appalachian St.,Montreat
Saint Louis,Chicago St.
Anderson (SC),Col. of Charleston
Eastern Mich.,Siena Heights
FGCU,FIU
Florida St.,Florida
High Point,Ferrum
Kentucky,Hofstra
Indiana St.,Western Ky.
St. John's (NY),LIU Brooklyn
Lafayette,Sacred Heart
Columbia,Manhattanville
Minnesota,Northern Ill.
Washington,Nevada
Northwestern,New Orleans
Nicholls St.,Thomas (GA)
North Carolina,Tennessee
Oregon,Alabama
Oregon St.,Savannah St.
Southern California,Pepperdine
Holy Cross,Quinnipiac
Drexel,Saint Joseph's
Southern U.,Ecclesia
Saint Mary's (CA),UC Irvine
San Diego,UC Santa Barbara
Virginia Tech,Ole Miss
Yale,Delaware
San Diego St.,Alabama St.
Canisius,Albany (NY)
Seattle U,Ark.-Pine Bluff
South Fla.,Bethune-Cookman
Auburn,Boston College
Southeastern La.,Florida A&M
George Mason,Longwood
Maryland,Jacksonville St.
La.-Monroe,Blue Mountain
Murray St.,Bethel (TN)
UTRGV,North Florida
Lehigh,Saint Francis (PA)
Seton Hall,South Carolina
UCF,Penn
Michigan,Central Ark.
VMI,Charleston So.
Hartford,Dartmouth
South Ala.,Denver
FGCU,Ga. Southern
Hofstra,Stony Brook
LSU,N.C. Central
Louisiana Tech,Prairie View
Memphis,Monmouth
Oregon,Montana
Eastern Wash.,Morehead St.
Massachusetts,N.C. A&T
Portland St.,New Hope Christian
USC Upstate,Presbyterian
Clemson,South Carolina St.
Villanova,Temple
Tennessee,Tennessee Tech
Cincinnati,Texas Southern
Santa Clara,UC Riverside
UTEP,New Mexico St.
Yale,Central Conn. St.
Abilene Christian,Randall
Georgia St.,Alabama A&M
Tennessee St.,Alabama St.
Arizona,Grand Canyon
Oklahoma St.,Ark.-Pine Bluff
UT Martin,Arkansas St.
Longwood,Averett
Baylor,Southern U.
Belmont,Middle Tenn.
Campbell,UNCW
Chattanooga,Tenn. Wesleyan
Northwestern,Chicago St.
Fresno St.,Holy Names
Wisconsin,Green Bay
Howard,Jacksonville St.
DePaul,Ill.-Chicago
Rider,Kennesaw St.
Minnesota,LIU Brooklyn
Northern Ariz.,Little Rock
Georgia,Louisiana
Mississippi St.,ETSU
Iona,NJIT
Nevada,UC Irvine
Youngstown St.,Niagara
Evansville,Norfolk St.
North Dakota St.,UC Davis
Northern Ill.,Olivet Nazarene
Ohio,Milwaukee
Missouri St.,Oral Roberts
Rutgers,Fairleigh Dickinson
SMU,McNeese
Princeton,Saint Joseph's
Southern Ill.,Saint Louis
Saint Mary's (CA),Western Ky.
UNCG,Southern Wesleyan
Texas Tech,Nicholls St.
Point U.,Troy
UCLA,UC Santa Barbara
UNLV,Incarnate Word
Alabama,USC Upstate
CSU Bakersfield,Bethesda (CA)
Auburn,Coastal Caro.
East Carolina,Col. of Charleston
FIU,Ga. Southern
George Washington,UCF
Jackson St.,Blue Mountain
Seattle U,Mississippi Val.
Ole Miss,Murray St.
Pacific,N.C. A&T
NC State,Appalachian St.
North Florida,Thomas (GA)
Tennessee,Lipscomb
UMKC,Omaha
Wofford,Austin Peay
Bradley,UT Arlington
CSUN,Bethesda (CA)
Central Ark.,Arkansas St.
Liberty,Clarks Summit
Rider,Drexel
Miami (FL),Fla. Atlantic
Gardner-Webb,Warren Wilson
High Point,N.C. Wesleyan
Idaho St.,Montana Tech
UTRGV,Lamar University
Oregon St.,Long Beach St.
North Dakota,North Dakota St.
San Francisco,Portland St.
South Ala.,Samford
Furman,South Carolina St.
Portland,South Dakota
Stanford,Cal St. East Bay
William & Mary,Milligan
Arizona St.,New Mexico St.
Texas,Arkansas
Illinois,BYU
UT Martin,Bethune-Cookman
Siena,Bucknell
Buffalo,Canisius
California,Cal Poly
Georgia,Charleston So.
Kansas,Davidson
Northwestern,Dayton
DePaul,Chicago St.
Binghamton,Delaware St.
Denver,Northern Colo.
Detroit Mercy,Western Ky.
Morehead St.,ETSU
Vermont,Eastern Mich.
Austin Peay,Evansville
FIU,Northern Ill.
Cincinnati,Fairleigh Dickinson
Charlotte,Florida
Pacific,Fresno St.
Louisiana Tech,Grambling
Houston,UTRGV
Houston Baptist,Arlington Baptist
Idaho,Northwest Nazarene
Loyola Marymount,Incarnate Word
Butler,Indiana
Valparaiso,Indiana St.
UNI,Iowa
Drake,Iowa St.
Baylor,Jackson St.
Florida A&M,Jacksonville
Appalachian St.,James Madison
Colorado St.,Kansas St.
La Salle,FGCU
Tennessee Tech,Lipscomb
Louisville,Eastern Ky.
Ill.-Chicago,Loyola Chicago
Florida St.,Manhattan
Akron,Marshall
Massachusetts,Kennesaw St.
Milwaukee,Western Ill.
Grand Canyon,Mississippi Val.
Missouri,Eastern Ill.
Missouri St.,Southeast Mo. St.
UC Riverside,Montana
South Dakota St.,Murray St.
McNeese,N.C. Central
Temple,NJIT
New Mexico,Ark.-Pine Bluff
New Orleans,Louisiana
St. Bonaventure,Niagara
Kentucky,North Carolina
La.-Monroe,Northwestern St.
Purdue,Notre Dame
Ohio,Cleveland St.
UCLA,Ohio St.
Oklahoma,Memphis
Creighton,Oral Roberts
UNLV,Oregon
Presbyterian,Coastal Ga.
Providence,Wagner
UNCW,Radford
Pittsburgh,Rice
Richmond,Texas Tech
Virginia,Robert Morris
Saint Louis,SIUE
Sacramento St.,Abilene Christian
Saint Francis (PA),Stony Brook
Sam Houston St.,North Texas
San Diego,Bethesda (CA)
Seton Hall,Delaware
South Fla.,South Carolina
Southern Utah,IUPUI
Albany (NY),St. Francis Brooklyn
Syracuse,Georgetown
Arizona,Texas A&M
LSU,Texas Southern
Toledo,Southeastern La.
Southern California,Troy
Tulsa,Texas St.
UC Davis,William Jessup
UMBC,Towson
Michigan,UMES
West Virginia,UMKC
UNC Asheville,Western Caro.
UTEP,Northern Ariz.
Utah,Prairie View
Weber St.,Utah Valley
VCU,Middle Tenn.
Vanderbilt,Chattanooga
Virginia Tech,The Citadel
Washington St.,Santa Clara
Wichita St.,Oklahoma St.
Hampton,Winthrop
Wyoming,Cornell
Xavier,Wake Forest
Auburn,Mercer
Baylor,John Brown
Boise St.,Idaho St.
Boston College,Sacred Heart
San Jose St.,Bowling Green
Omaha,Cal St. Fullerton
UMass Lowell,Central Conn. St.
Alabama,Clemson
NC State,Fairfield
Nebraska,Gardner-Webb
Old Dominion,Georgia St.
Georgia Tech,Alcorn
Tennessee,Gonzaga
Howard,Central Penn
USC Upstate,Jacksonville St.
Drexel,Kean
Kent St.,Wright St.
LIU Brooklyn,Dartmouth
Montana St.,South Dakota
N.C. A&T,Rider
Boston U.,New Hampshire
Nicholls St.,Mobile
UConn,North Florida
Michigan St.,Northeastern
Northern Ky.,Eastern Wash.
Portland,Oregon St.
St. John's (NY),Penn St.
Maine,Quinnipiac
Rhode Island,Holy Cross
Fordham,Rutgers
SFA,LSU-Shreveport
Illinois St.,Saint Joseph's
Saint Peter's,Elon
Stetson,Fort Wayne
TCU,Texas Southern
UAB,Southern U.
UCF,Miami (OH)
A&M-Corpus Chris,UTSA
Washington,Western Mich.
Air Force,Colorado
Ball St.,Longwood
Milwaukee,Belmont
Ole Miss,Bradley
Bucknell,Mt. St. Mary's
Campbell,Johnson & Wales (NC)
Morehead St.,Central Ark.
Cleveland St.,Lake Erie
Colorado St.,Loyola Marymount
Southern California,Cornell
DePaul,Southeast Mo. St.
Denver,Ark.-Pine Bluff
Duke,Tennessee St.
Syracuse,Eastern Mich.
Eastern Ill.,Fontbonne
Tennessee Tech,Furman
Green Bay,SIUE
Western Caro.,High Point
Indiana,Delaware St.
Duquesne,Jackson St.
Jacksonville,Fla. Memorial
LSU,Col. of Charleston
Lamar University,Liberty
Long Beach St.,Master's
Southern Miss.,Mississippi St.
Missouri St.,Chicago St.
Lafayette,Moravian
Utah St.,New Orleans
Norfolk St.,Eastern Ky.
Notre Dame,Colgate
Oral Roberts,Little Rock
Rice,Northwestern St.
SMU,Stanford
Marquette,Saint Francis (PA)
Sam Houston St.,Randall
Florida St.,Samford
San Francisco,Abilene Christian
Seattle U,Southern Utah
Drake,South Dakota St.
St. Bonaventure,Army West Point
Tulane,McNeese
New Mexico St.,UC Irvine
UMBC,The Citadel
American,UMES
UNC Asheville,UNCG
UNLV,Southern Ill.
Marshall,West Va. Wesleyan
Purdue,Western Ill.
William & Mary,Savannah St.
Coastal Caro.,Wofford
Wyoming,Troy
SMU,Albany (NY)
Arizona St.,Creighton
Austin Peay,Lipscomb
BYU,Idaho St.
Maryland,Charlotte
Coppin St.,La.-Monroe
Oregon,Fresno St.
Georgia Tech,Georgia
Grand Canyon,Alcorn
Ill.-Chicago,Northern Ariz.
Pacific,Kennesaw St.
Louisiana Tech,FGCU
Providence,Maine
Delaware,Marist
Iowa St.,Mississippi Val.
Monmouth,Princeton
Nebraska,Southern U.
Arizona,New Mexico
Iowa,North Dakota
Arkansas,North Dakota St.
North Texas,Southeastern La.
Oakland,Northeastern
Northwestern,IUPUI
Louisiana,Pepperdine
Portland,Portland St.
West Virginia,Radford
James Madison,Richmond
Saint Mary's (CA),A&M-Corpus Chris
South Fla.,Northern Ill.
St. Francis Brooklyn,Manhattan
Texas St.,Howard Payne
Toledo,Loyola Chicago
Northern Colo.,UC Riverside
UMKC,UT Martin
UNCW,East Carolina
USC Upstate,Florida Col.
Virginia Tech,Charleston So.
Washington,Cal Poly
Winthrop,Ga. Southern
Xavier,Eastern Wash.
Ohio St.,Youngstown St.
Arkansas St.,Alabama
Oklahoma,Auburn
UCF,Bethune-Cookman
Army West Point,Binghamton
UMass Lowell,Boston U.
TCU,Bradley
Butler,Vermont
Boise St.,CSUN
South Carolina,Clemson
New Hampshire,Daniel Webster
Elon,Duke
FIU,North Florida
Boston College,Fairfield
Fla. Atlantic,Webber Int'l
Fordham,Central Conn. St.
Kansas St.,Gardner-Webb
Appalachian St.,Hampton
Sacred Heart,Holy Cross
Houston,Liberty
Indiana St.,Eastern Ill.
Davidson,Jacksonville
Chattanooga,Jacksonville St.
Oregon St.,Kent St.
Lamar University,Arlington Baptist
Florida,Little Rock
Texas Tech,Longwood
Louisville,Kentucky
Memphis,Incarnate Word
Middle Tenn.,Georgia St.
Illinois,Missouri
Montana St.,Central Mich.
Penn St.,Morgan St.
New Orleans,Williams Baptist
LIU Brooklyn,Niagara
Purdue,Norfolk St.
North Carolina,UNI
Northern Ky.,Brescia
Michigan St.,Oakland
Western Ky.,Ohio
Pittsburgh,Omaha
Quinnipiac,Drexel
Rice,St. Thomas Houston
Robert Morris,Buffalo
Marquette,SIUE
Gonzaga,South Dakota
San Jose St.,Southern Utah
Syracuse,St. John's (NY)
Texas A&M,Saint Francis (PA)
Baylor,Texas Southern
Nevada,Towson
Texas,UAB
Akron,UC Irvine
Iona,UC Santa Barbara
UTEP,UMES
UTRGV,Wayland Baptist
UTSA,Utah Valley
Dayton,Vanderbilt
Villanova,American
California,Virginia
Washington St.,Sacramento St.
Utah St.,Weber St.
UCLA,Western Mich.
Oklahoma St.,A&M-Corpus Chris
Air Force,UC Davis
Bowling Green,Alabama A&M
Grand Canyon,Ark.-Pine Bluff
Ball St.,Alabama St.
Bucknell,Princeton
BYU,CSU Bakersfield
Lehigh,Cabrini
Cal St. Fullerton,Portland
Arizona St.,Central Ark.
Southeast Mo. St.,Chicago St.
Cincinnati,Marshall
Belmont,Cleveland St.
Western Caro.,Col. of Charleston
Colorado,Eastern Wash.
Mt. St. Mary's,Coppin St.
Bryant,Dartmouth
NJIT,Dean
Denver,UC Riverside
Detroit Mercy,Fort Wayne
Duquesne,Colgate
ETSU,Tennessee
East Carolina,Presbyterian
Eastern Mich.,Marygrove
FGCU,Fla. National
Samford,Florida A&M
Michigan,Furman
Ga. Southern,Fisk
George Mason,Prairie View
Miami (FL),George Washington
Green Bay,Saint Mary's (MN)
Hofstra,Siena
Old Dominion,Howard
Ill.-Chicago,Roosevelt
Hawaii,Illinois St.
Indiana,Austin Peay
Iowa,Delaware St.
UNLV,Kansas
Wake Forest,LSU
Mercer,La Salle
Long Beach St.,Colorado St.
Louisiana Tech,LSU-Shreveport
Brown,Maine
Manhattan,Eastern Ky.
Massachusetts,Rider
Miami (OH),Tennessee Tech
Mississippi St.,Morehead St.
Drake,Mississippi Val.
Southern California,Missouri St.
Evansville,Mt. St. Joseph
Murray St.,Wright St.
Kennesaw St.,N.C. A&T
NC State,McNeese
Hartford,Navy
North Texas,San Diego
Northwestern,Houston Baptist
Ole Miss,South Ala.
Montana,Pepperdine
Portland St.,Walla Walla
Alcorn,Rust
Saint Joseph's,Lafayette
Arkansas,Sam Houston St.
Valparaiso,Santa Clara
Seattle U,Washington
Saint Mary's (CA),South Carolina St.
Wichita St.,South Dakota St.
South Fla.,Delaware
San Diego St.,Southern Miss.
St. Bonaventure,Canisius
Stanford,Idaho
Wagner,Staten Island
Campbell,Stetson
Temple,Yale
Iona,Towson
Cornell,Troy
SFA,Tulsa
UTEP,UC Irvine
Nevada,UC Santa Barbara
Akron,UMES
Ohio St.,UNC Asheville
Georgetown,UNCG
Loyola Marymount,UT Arlington
Southern Ill.,UT Martin
San Francisco,Utah
VCU,La.-Monroe
Rhode Island,William & Mary
Saint Louis,Winthrop
Georgia Tech,Wofford
DePaul,Wyoming
Minnesota,Arkansas St.
UConn,Auburn
Boston College,Providence
Troy,Chicago St.
Dayton,VMI
Wisconsin,Florida A&M
Houston,Harvard
San Francisco,Illinois St.
Holy Cross,Marist
DePaul,Missouri St.
West Virginia,Northern Ky.
Oakland,Georgia
Oral Roberts,Richmond
Pacific,Pacific Union
Radford,Grace (IN)
Seton Hall,Rutgers
Southern Miss.,SFA
Cornell,Southeast Mo. St.
St. Francis Brooklyn,Saint Peter's
Tulane,Texas St.
San Diego St.,Tulsa
James Madison,UMBC
Loyola Maryland,UMass Lowell
Hawaii,Utah
Utah Valley,Montana Tech
Southern California,Wyoming
Utah,SFA
San Diego St.,San Francisco
Hawaii,Southern Miss.
Illinois St.,Tulsa
Loyola Marymount,Morgan St.
VCU,Howard
Maryland,Illinois
Texas,Kent St.
Minnesota,Michigan St.
Penn St.,Northwestern
Wisconsin,Rutgers
Memphis,SMU
South Carolina,Lander
Syracuse,Cornell
UC Santa Barbara,CSU Bakersfield
Western Ky.,Austin Peay
Utah St.,Boise St.
Valparaiso,Chicago St.
Davidson,Hartford
Villanova,DePaul
East Carolina,South Fla.
Elon,Central Penn
Fla. Atlantic,FGCU
Florida St.,Wake Forest
La.-Monroe,Grambling
Grand Canyon,Cal Poly
Princeton,Hampton
UConn,Houston
IUPUI,Marian (IN)
Indiana St.,Wichita St.
Delaware,Iona
Purdue,Iowa
Jacksonville,Thomas (GA)
Kennesaw St.,Mercer
Marquette,Georgetown
Western Caro.,Mars Hill
Pittsburgh,Marshall
Georgia St.,Massachusetts
Miami (FL),Columbia
UNI,Missouri St.
Morehead St.,Asbury
Georgia Tech,N.C. A&T
N.C. Central,Truett-McConnell
NC State,Rider
Stony Brook,NJIT
Indiana,Nebraska
Nevada,San Jose St.
New Mexico,Fresno St.
North Carolina,Monmouth
South Dakota St.,North Dakota St.
Denver,Oral Roberts
Oregon,UCLA
Oregon St.,Southern California
Penn,Drexel
Prairie View,Huston-Tillotson
Xavier,Providence
SIUE,Missouri S&T
Notre Dame,Saint Peter's
Seattle U,UC Davis
Creighton,Seton Hall
Southern U.,Southeastern La.
Temple,Cincinnati
Tulane,UCF
UC Riverside,Utah Valley
Virginia Tech,UMBC
The Citadel,UNCG
Clemson,UNCW
Colorado St.,UNLV
Louisville,Virginia
Wyoming,Air Force
Western Mich.,Alabama A&M
Auburn,Georgia
North Florida,Ball St.
Bradley,Southern Ill.
St. John's (NY),Butler
CSUN,Morgan St.
Longwood,Campbell
Wagner,Central Conn. St.
Charleston So.,Winthrop
Cornell,UMass Lowell
Hawaii,Delaware St.
Detroit Mercy,Northern Ky.
ETSU,Savannah St.
Eastern Mich.,Long Beach St.
Illinois St.,Evansville
Arkansas,Florida
Alabama St.,Fort Valley St.
Gardner-Webb,High Point
Cleveland St.,Green Bay
UT Martin,Jacksonville St.
LIU Brooklyn,Mt. St. Mary's
Lamar University,Huston-Tillotson
Presbyterian,Liberty
Drake,Loyola Chicago
Missouri,Lipscomb
Montana,Idaho St.
Montana St.,Weber St.
Murray St.,Brescia
New Orleans,Abilene Christian
Portland St.,North Dakota
Oakland,Wright St.
Ole Miss,Kentucky
Miami (OH),Olivet
Gonzaga,Pepperdine
Pacific,Portland
Brown,Quinnipiac
Radford,UNC Asheville
Sacred Heart,Robert Morris
Sacramento St.,Northern Colo.
Fairleigh Dickinson,Saint Francis (PA)
Loyola Marymount,Saint Mary's (CA)
Sam Houston St.,Houston Baptist
San Francisco,San Diego
BYU,Santa Clara
South Dakota,Omaha
Southeast Mo. St.,Henderson St.
St. Francis Brooklyn,Bryant
Alabama,Stetson
Texas A&M,Tennessee
Mississippi St.,UMKC
UTRGV,Our Lady of the Lake
UTSA,East Central
LSU,Vanderbilt
Siena,Vermont
Fort Wayne,Western Ill.
Old Dominion,William & Mary
Youngstown St.,Milwaukee
American,Loyola Maryland
Stanford,Arizona St.
Army West Point,Lehigh
Oklahoma,Baylor
Binghamton,Marywood
Navy,Bucknell
Cal St. Fullerton,Bethesda (CA)
California,Arizona
Central Mich.,Chicago St.
Columbia,Albany (NY)
Dayton,La Salle
Penn,Fairfield
Fordham,Duquesne
George Mason,VCU
Saint Joseph's,George Washington
Boston U.,Holy Cross
Harvard,Howard
Idaho,Eastern Wash.
Ill.-Chicago,Valparaiso
Jackson St.,Fisk
Kansas St.,Texas
Lafayette,Colgate
Buffalo,Maine
N.C. Central,Montreat
Bowling Green,Norfolk St.
Michigan St.,Northwestern
Oklahoma St.,West Virginia
Oregon,Southern California
Saint Louis,Rhode Island
Memphis,South Carolina
Massachusetts,St. Bonaventure
TCU,Kansas
Iowa St.,Texas Tech
Toledo,Ohio Christian
UC Irvine,LIFE Pacific
UC Santa Barbara,Seattle U
Oregon St.,UCLA
USC Upstate,Allen
New Mexico St.,UTEP
Air Force,Utah St.
Loyola Marymount,BYU
Austin Peay,Belmont
Boise St.,Colorado St.
Brown,Stony Brook
Campbell,Presbyterian
Charleston So.,Liberty
Charlotte,North Texas
Western Caro.,Chattanooga
Wake Forest,Clemson
Cleveland St.,Milwaukee
UT Arlington,Coastal Caro.
Elon,Col. of Charleston
Detroit Mercy,Wright St.
ETSU,VMI
East Carolina,SMU
FGCU,Florida Tech
FIU,Marshall
Fla. Atlantic,Western Ky.
Fresno St.,Nevada
Furman,The Citadel
Ga. Southern,Georgia St.
UNC Asheville,Gardner-Webb
Pacific,Gonzaga
Youngstown St.,Green Bay
Delaware,Hofstra
South Fla.,Houston
Northern Ill.,Ill.-Springfield
Louisville,Indiana
Eastern Ill.,Jacksonville St.
James Madison,Drexel
Kennesaw St.,North Georgia
LIU Brooklyn,Bryant
Little Rock,La.-Monroe
High Point,Longwood
Arkansas St.,Louisiana
Iona,Marist
Miami (FL),NC State
Missouri St.,Indiana St.
Monmouth,Rider
Montana,Weber St.
Montana St.,Idaho St.
Mt. St. Mary's,Wagner
Murray St.,Tennessee St.
Dartmouth,New Hampshire
New Orleans,A&M-Corpus Christi
Nicholls St.,Incarnate Word
Georgia Tech,North Carolina
Sacramento St.,North Dakota
North Dakota St.,Omaha
Northeastern,William & Mary
Oakland,Northern Ky.
Northwestern St.,McNeese
Pittsburgh,Notre Dame
Fort Wayne,Oral Roberts
Portland,Pepperdine
Portland St.,Northern Colo.
Princeton,Cal Poly
Winthrop,Radford
Old Dominion,Rice
Davidson,Richmond
Fairleigh Dickinson,Robert Morris
SFA,Houston Baptist
SIUE,Tennessee Tech
Sacred Heart,Saint Francis (PA)
Saint Mary's (CA),San Diego
Central Ark.,Sam Houston St.
Santa Clara,San Francisco
Jacksonville,South Carolina St.
South Dakota St.,South Dakota
Southeast Mo. St.,Eastern Ky.
Southeastern La.,Abilene Christian
Northern Ariz.,Southern Utah
St. Francis Brooklyn,Central Conn. St.
UCF,Temple
Texas St.,Appalachian St.
Towson,UNCW
Tulsa,UConn
UC Riverside,Grand Canyon
UNCG,Samford
UT Martin,Morehead St.
UC Davis,Utah Valley
Creighton,Villanova
Virginia,Florida St.
Virginia Tech,Duke
IUPUI,Western Ill.
Wofford,Mercer
UNLV,Wyoming
Georgetown,Xavier
Stanford,Arizona
Boston College,Syracuse
Wichita St.,Bradley
Butler,Providence
California,Arizona St.
Utah,Colorado
DePaul,St. John's (NY)
Evansville,UNI
Iowa,Michigan
Southern Miss.,Louisiana Tech
Loyola Chicago,Illinois St.
Maryland,Nebraska
San Diego St.,New Mexico
Illinois,Ohio St.
Purdue,Minnesota
Rutgers,Penn St.
Seton Hall,Marquette
Southern Ill.,Drake
Cincinnati,Tulane
Middle Tenn.,UAB
UTSA,UTEP
Washington,Washington St.
Nicholls St.,A&M-Corpus Chris
Colgate,American
Ark.-Pine Bluff,Mississippi Val.
Arkansas St.,La.-Monroe
Boston U.,Lehigh
Bucknell,Army West Point
Central Ark.,Lamar University
Charlotte,Rice
Delaware,Col. of Charleston
Albany (NY),Cornell
FIU,Western Ky.
Fairfield,Iona
Fla. Atlantic,Marshall
Furman,Mercer
Alabama St.,Grambling
Vermont,Harvard
Hofstra,William & Mary
Southeastern La.,Incarnate Word
Alabama A&M,Jackson St.
Tennessee St.,Kennesaw St.
Loyola Maryland,Lafayette
Little Rock,Louisiana
Maine,Columbia
Marist,Manhattan
Holy Cross,Navy
Niagara,Quinnipiac
North Florida,Palm Beach Atl.
Old Dominion,North Texas
Drexel,Northeastern
McNeese,SFA
Saint Peter's,Monmouth
Western Caro.,Samford
Canisius,Siena
Southern U.,Prairie View
Stetson,Ave Maria
Alcorn,Texas Southern
Texas St.,Coastal Caro.
James Madison,Towson
South Ala.,Troy
UMKC,USC Upstate
UNCG,Chattanooga
UNCW,Elon
UT Arlington,Appalachian St.
Utah Valley,Antelope Valley
New Hampshire,Wheelock
Wofford,The Citadel
Yale,Hartford
Akron,Bowling Green
Tennessee,Arkansas
Wake Forest,Boston College
Dartmouth,CSU Bakersfield
Clemson,North Carolina
Eastern Mich.,Central Mich.
Florida,Ole Miss
Jacksonville,Middle Ga. St.
Kansas,Kansas St.
Kent St.,Ball St.
Miami (OH),Northern Ill.
Mississippi St.,Alabama
Ohio,Western Mich.
