Winner,Loser
Little Rock,Troy
Loyola Marymount,Long Beach St.
Louisiana,Middle Tenn.
Montana St.,Pepperdine
UConn,New Hampshire
Notre Dame,Kentucky
North Dakota St.,Omaha
Washington,Saint Louis
New Orleans,Southeast Mo. St.
TCU,Southern Utah
Norfolk St.,St. Francis Brooklyn
St. John's (NY),South Carolina
UCLA,CSUN
UMBC,Canisius
UMKC,IUPUI
UNC Asheville,USC Upstate
Memphis,UT Martin
Oregon,UTSA
South Dakota,Western Ill.
La.-Monroe,Western Ky.
Western Mich.,High Point
Yale,Hartford
Arkansas,Syracuse
Auburn,DePaul
Eastern Wash.,Cal St. Fullerton
Nevada,Drake
Georgetown,Tennessee
South Fla.,Georgia
Kansas,Oregon St.
Georgia St.,Louisiana Tech
Oklahoma,Northwestern St.
San Francisco,Montana
Lipscomb,Tennessee Tech
Texas St.,Utah
Iowa,A&M-Corpus Christi
Siena,Albany (NY)
American,Saint Francis (PA)
Oregon,Ark.-Pine Bluff
Bryant,Army West Point
Austin Peay,Fairfield
Iowa St.,BYU
Kentucky,Baylor
Binghamton,Mt. St. Mary's
Saint Peter's,Boston U.
Columbia,Bucknell
St. Bonaventure,Buffalo
Butler,Ball St.
CSU Bakersfield,UTSA
Saint Mary's (CA),Cal Poly
Charleston So.,Barber-Scotia
Chattanooga,Davidson
Cincinnati,Alabama
Cleveland St.,Toledo
Indiana,Coppin St.
Cornell,Colgate
Creighton,Saint Joseph's
Dayton,Northern Ill.
Delaware St.,UMES
Pittsburgh,Detroit Mercy
Drexel,Rider
Duke,Delaware
Charlotte,East Carolina
Eastern Ky.,Western Caro.
Elon,Col. of Charleston
Colorado St.,Evansville
FIU,South Ala.
Fla. Atlantic,Arkansas St.
Florida A&M,Bethune-Cookman
Harvard,Fordham
Samford,Ga. Southern
Virginia,Green Bay
Hartford,Holy Cross
Hofstra,SMU
Houston,Texas A&M
Rice,Houston Baptist
Hampton,Howard
South Dakota,IUPUI
Northwestern,Ill.-Chicago
Indiana St.,New Mexico
Alcorn,Jacksonville St.
LIU Brooklyn,Lafayette
Lehigh,Fairleigh Dickinson
Little Rock,La.-Monroe
Longwood,Dartmouth
North Texas,Louisiana
Louisville,Illinois St.
Loyola Chicago,Furman
FGCU,Loyola Maryland
Duquesne,Maine
Marshall,UNCW
Massachusetts,Miami (FL)
Fort Wayne,Miami (OH)
Bradley,Michigan
Michigan St.,Nicholls St.
UNI,Milwaukee
Missouri,Appalachian St.
Missouri St.,Oral Roberts
N.C. A&T,N.C. Central
Tulane,Navy
New Hampshire,Brown
New Mexico St.,Southern Miss.
Savannah St.,Norfolk St.
North Carolina,UAB
Minnesota,North Florida
Ohio St.,Northern Ky.
Ole Miss,Rutgers
Gonzaga,Pacific
Penn St.,Penn
Washington St.,Portland
Loyola Marymount,Portland St.
Kent St.,Princeton
Providence,Mississippi St.
Purdue,Xavier
Robert Morris,Ohio
SFA,San Diego
SIUE,Chicago St.
Arizona St.,Sacramento St.
Northern Ariz.,Sam Houston St.
UCLA,San Diego St.
Montana St.,San Jose St.
South Dakota St.,Omaha
Southeastern La.,Southeast Mo. St.
Southern U.,Champion Chris.
Southern Utah,San Diego Christian
St. John's (NY),NJIT
Stony Brook,Eastern Ill.
Temple,Wagner
Alabama A&M,Tennessee St.
Texas,UT Arlington
Texas Tech,Arizona
Idaho,UC Davis
UC Riverside,Northern Colo.
Santa Clara,UC Santa Barbara
UCF,Florida Tech
UMBC,Towson
UNCG,The Citadel
UNLV,Hawaii
UT Martin,Kennesaw St.
Utah Valley,Pepperdine
VCU,Belmont
VMI,Morgan St.
Vanderbilt,Villanova
Rhode Island,Vermont
Virginia Tech,Oklahoma St.
Richmond,Wake Forest
UMKC,Western Ill.
Troy,Western Ky.
Western Mich.,Oakland
William & Mary,Old Dominion
James Madison,Winthrop
Wright St.,Morehead St.
Wyoming,Colorado
Bowling Green,Youngstown St.
Akron,Middle Tenn.
Washington,Cal St. Fullerton
Wisconsin,California
Central Mich.,Niagara
Stanford,Denver
Maryland,George Mason
High Point,Johnson & Wales (NC)
Liberty,Georgia St.
George Washington,Manhattan
Florida St.,Mercer
Saint Louis,Valparaiso
Seattle U,Boise St.
South Carolina,Clemson
Kansas St.,USC Upstate
Air Force,Wichita St.
Bethune-Cookman,Stetson
Binghamton,Monmouth
Syracuse,Eastern Mich.
UVa-Wise,Gardner-Webb
Jacksonville,Johnson (FL)
Long Beach St.,Fresno St.
McNeese,Texas-Tyler
Nebraska,Southern California
South Carolina St.,Norfolk St.
San Diego St.,Texas Southern
Tennessee Tech,Berea
UTRGV,UT Arlington
VMI,Virginia-Lynchburg
Bowling Green,Wright St.
Arkansas,Oklahoma
Army West Point,Marist
Baylor,Northwestern
Belmont,Lipscomb
Boston College,Harvard
Bradley,George Washington
Campbell,Robert Morris
Charleston So.,The Citadel
Coppin St.,Saint Joseph's
Tennessee St.,Drexel
East Carolina,St. Andrews
N.C. Central,Eastern Ky.
Elon,Dartmouth
Iowa St.,FGCU
Florida A&M,Edward Waters
Georgia Tech,Georgia
Hofstra,Wagner
TCU,Houston
Howard,American
Illinois,Western Caro.
Iowa,South Dakota
Bucknell,Kent St.
Kentucky,Samford
Lafayette,Saint Francis (PA)
Lehigh,Fordham
Liberty,Southern Va.
Little Rock,St. Gregory's
Col. of Charleston,Louisville
Northeastern,Massachusetts
Mississippi St.,UTSA
Missouri,Southeast Mo. St.
Murray St.,Bethel (TN)
UConn,NC State
Seton Hall,NJIT
South Ala.,New Mexico St.
Tulane,Nicholls St.
Texas Tech,Northern Ky.
Northwestern St.,Louisiana Tech
Old Dominion,Richmond
Wisconsin,Omaha
Pacific,Nevada
Portland,UNLV
Purdue,Lamar University
Delaware,Radford
St. Bonaventure,Siena
Minnesota,South Dakota St.
Arizona,Southern Miss.
Southern Utah,San Diego
San Francisco,St. John's (NY)
Georgetown,Texas
UC Irvine,San Diego Christian
George Mason,UMBC
Michigan,Western Mich.
Winthrop,Brevard
Illinois St.,Wyoming
Austin Peay,Oakland City
Ball St.,Holy Cross (IN)
Butler,IUPUI
CSUN,Vanguard
Chicago St.,DePaul
UNCW,Coker
Colorado,Colorado St.
Davidson,Charlotte
Alabama,Dayton
Detroit Mercy,Toledo
Evansville,Miami (OH)
Florida St.,Florida
Valparaiso,Fort Wayne
Wofford,Gardner-Webb
Washington St.,Gonzaga
Arizona St.,Hartford
Ill.-Chicago,Roosevelt
James Madison,ETSU
West Virginia,Marshall
Memphis,Ohio
Denver,Mercer
Michigan St.,Ark.-Pine Bluff
Middle Tenn.,UAB
Milwaukee,Buffalo
Monmouth,Navy
New Hampshire,Central Conn. St.
New Mexico,Southern California
Loyola Maryland,Niagara
North Dakota,UMKC
Morehead St.,North Dakota St.
Northern Ariz.,Loyola Marymount
UNI,Northern Colo.
La Salle,Penn St.
Duquesne,Pittsburgh
Quinnipiac,Colgate
Texas A&M,SFA
Northern Ill.,SIUE
Sacred Heart,Holy Cross
Saint Louis,North Texas
Drake,Saint Mary's (CA)
Saint Peter's,Iona
Oklahoma St.,South Fla.
Albany (NY),St. Francis Brooklyn
Virginia,Tennessee
Texas St.,Oral Roberts
Tulsa,Missouri St.
UC Davis,San Jose St.
Pepperdine,UC Riverside
Maryland,UMES
Central Ark.,UT Martin
Utah,Boise St.
Weber St.,Utah Valley
Vermont,Towson
Villanova,Temple
Wake Forest,High Point
Eastern Ill.,Western Ill.
Western Ky.,Southern Ill.
Bryant,Yale
Cal St. Fullerton,CSU Bakersfield
Coastal Caro.,Boston U.
Nebraska,Creighton
Stetson,Fla. Atlantic
Fresno St.,San Diego Christian
Tennessee Tech,Green Bay
Eastern Wash.,Idaho
Cincinnati,Little Rock
Syracuse,Long Beach St.
Maine,Fisher
Montana St.,Montana Tech
Oakland,Rochester College
Providence,Rhode Island
South Dakota St.,Dakota St.
San Diego St.,UC Santa Barbara
UMBC,American
Xavier,Vanderbilt
William & Mary,Howard
Youngstown St.,Geneva
Fairfield,Canisius
Iowa,Iowa St.
Fairleigh Dickinson,Lafayette
Marist,Manhattan
Milwaukee,Northern Ill.
Mt. St. Mary's,Navy
Prairie View,Dallas Christian
Siena,Rider
South Carolina,Jacksonville
UConn,Harvard
Old Dominion,VCU
Chicago St.,Alabama St.
Colgate,Albany (NY)
Western Caro.,Appalachian St.
Arizona St.,CSUN
Air Force,Ark.-Pine Bluff
Michigan,Arkansas
Memphis,Austin Peay
BYU,Utah
Ball St.,South Dakota
Bethune-Cookman,Webber Int'l
Bryant,Binghamton
Bowling Green,Samford
Notre Dame,Brown
Buffalo,Niagara
Northwestern,Butler
Cal Poly,Menlo
Charlotte,Central Mich.
Clemson,Arizona
Holy Cross,Dartmouth
Delaware,Delaware St.
Detroit Mercy,Rochester College
Drake,Fort Wayne
Duquesne,New Orleans
Chattanooga,Eastern Ky.
Eastern Mich.,Purdue
Florida A&M,Allen
Ga. Southern,Brewton-Parker
Gardner-Webb,Tennessee Tech
George Mason,UNI
Georgetown,Towson
Georgia St.,Southern Poly
Hampton,Robert Morris
LIU Brooklyn,Hofstra
Houston,Texas Southern
Ill.-Chicago,Colorado St.
Gonzaga,Illinois
Indiana,Central Conn. St.
Morehead St.,Indiana St.
James Madison,Richmond
Kansas,Colorado
George Washington,Kansas St.
Northeastern,La Salle
Saint Francis (PA),Lehigh
Ohio St.,Long Beach St.
Louisiana Tech,Southern Miss.
Saint Peter's,Loyola Maryland
Marshall,Coppin St.
McNeese,Louisiana
Mercer,Alabama A&M
Dayton,Miami (OH)
Michigan St.,Loyola Chicago
Southern California,Minnesota
Missouri,Tennessee St.
Oklahoma St.,Missouri St.
Montana,Carroll (MT)
Evansville,Murray St.
NC State,Cleveland St.
New Hampshire,Yale
New Mexico,Valparaiso
North Carolina,ETSU
Pittsburgh,North Florida
North Texas,Jackson St.
Ohio,Oakland
Middle Tenn.,Ole Miss
Oregon,Idaho St.
Oregon St.,Grambling
Penn St.,Army West Point
Kentucky,Portland
Princeton,Drexel
Iona,Rutgers
SFA,LSU-Shreveport
San Jose St.,Sacramento St.
Houston Baptist,Sam Houston St.
Pacific,San Francisco
Santa Clara,Pacific Union
Maryland,South Carolina St.
Southeast Mo. St.,Central Ark.
Arkansas St.,St. Bonaventure
Boston College,St. Francis Brooklyn
St. John's (NY),Fordham
Syracuse,Monmouth
Duke,Temple
UCLA,Texas
Eastern Ill.,Toledo
San Diego,Tulane
Tulsa,TCU
UAB,South Ala.
Cincinnati,UMES
Louisville,UMKC
UNC Asheville,Montreat
Georgia Tech,UNCW
Lipscomb,UT Martin
UTEP,Idaho
Texas St.,UTRGV
USC Upstate,UTSA
Troy,Utah Valley
Quinnipiac,Vermont
Penn,Villanova
Virginia,Mississippi Val.
West Virginia,Virginia Tech
Wake Forest,Seton Hall
Washington,Nevada
Weber St.,UC Irvine
Western Ill.,SIUE
Western Ky.,IUPUI
Illinois St.,Western Mich.
Utah St.,Western Ore.
Wichita St.,Northern Colo.
Radford,William & Mary
Marquette,Wisconsin
Davidson,Wofford
Wright St.,VMI
Wyoming,Okla. Panhandle
Youngstown St.,Hiram
Creighton,Akron
South Dakota St.,CSU Bakersfield
American,Columbia
Stetson,FIU
Fla. Atlantic,Warner
Washington St.,Fresno St.
Fairleigh Dickinson,Hartford
Hawaii,Pepperdine
Xavier,Kent St.
Lafayette,Sacred Heart
Florida St.,Maine
Manhattan,Siena
Marist,Canisius
DePaul,Milwaukee
North Dakota St.,North Dakota
Iowa St.,Omaha
Furman,Presbyterian
Rider,Fairfield
Norfolk St.,UMBC
California,UNLV
Detroit Mercy,Alabama St.
Georgetown,Longwood
Navy,Bryant
Eastern Wash.,Seattle U
La.-Monroe,Southeastern La.
Southern U.,William Carey
Virginia Tech,Mississippi Val.
NJIT,Army West Point
Auburn,Grambling
Michigan,Binghamton
Harvard,Boston U.
Nevada,Cal Poly
LSU,Chattanooga
IUPUI,Ind.-Northwest
Illinois,Norfolk St.
Jacksonville St.,Martin Methodist
Louisiana,Lamar University
Minnesota,North Dakota St.
Rutgers,George Washington
Saint Mary's (CA),Jackson St.
San Diego,Arizona Christian
San Jose St.,Santa Clara
St. Francis Brooklyn,Stony Brook
Villanova,Saint Joseph's
Duquesne,West Virginia
Albany (NY),South Carolina St.
Arizona St.,DePaul
Baylor,Lamar University
Campbell,Rio Grande
UMBC,Coppin St.
Vermont,Dartmouth
Fresno St.,Colorado
Wisconsin,Green Bay
Niagara,Hartford
UNC Asheville,Lenoir-Rhyne
Maryland,Monmouth
McNeese,Louisiana Tech
Fairfield,Milwaukee
New Orleans,Nicholls St.
Presbyterian,North Greenville
Portland St.,Oregon St.
Rice,LIU Brooklyn
Ohio St.,Savannah St.
Temple,Towson
UCF,Bethune-Cookman
Alabama St.,Troy
Belmont,Middle Tenn.
Cal St. Fullerton,Idaho St.
Coastal Caro.,Toccoa Falls
FGCU,FIU
UT Arlington,Houston Baptist
Washington St.,Jackson St.
Longwood,Southern Va.
NJIT,N.C. A&T
North Dakota,Presentation
Seattle U,Washington
La.-Monroe,Southern U.
UNLV,La Verne
UTRGV,Eureka
Tennessee,Wichita St.
Army West Point,Maine
Cal Poly,Eastern N.M.
Boise St.,LSU
Miami (FL),Charlotte
Ole Miss,ETSU
Portland,Portland Bible
Old Dominion,UCF
Detroit Mercy,Akron
Arkansas,Alcorn
Auburn,Furman
Weber St.,BYU
South Dakota,Ball St.
Kansas,Belmont
Pittsburgh,Bethune-Cookman
Bucknell,La Salle
Indiana,Butler
CSU Bakersfield,La Verne
St. Bonaventure,Cleveland St.
Wagner,Coppin St.
California,Creighton
Arizona St.,Dartmouth
Iowa St.,Drake
North Carolina,East Carolina
Massachusetts,Elon
Evansville,Alabama St.
Dayton,Fla. Atlantic
Arizona,Florida
Clemson,Florida A&M
Fresno St.,UC Irvine
Gardner-Webb,The Citadel
Georgetown,Western Caro.
Georgia,Iona
Troy,Georgia St.
Green Bay,Southern Ill.
Rice,Hartford
Chaminade,Hawaii
Houston,Louisiana
Idaho,Walla Walla
Ill.-Chicago,Eastern Mich.
IUPUI,Indiana St.
UNI,Iowa
Washington,Jackson St.
Presbyterian,Jacksonville St.
Gonzaga,Kansas St.
Kentucky,Lipscomb
Howard,Liberty
Long Beach St.,BYU-Hawaii
Loyola Chicago,Mississippi St.
Loyola Maryland,Mt. St. Mary's
Cincinnati,Marshall
Memphis,Louisville
West Virginia,Michigan
Michigan St.,Tuskegee
Milwaukee,Tennessee Tech
Missouri St.,Valparaiso
Oregon,Nebraska
New Mexico,New Mexico St.
NC State,Norfolk St.
Towson,North Dakota St.
Northwestern St.,Missouri Valley
Purdue,Notre Dame
Denver,Omaha
Pacific,Santa Clara
Penn St.,Delaware St.
Portland St.,George Fox
UCLA,Prairie View
Fordham,Princeton
Robert Morris,Duquesne
SFA,Lubbock Christian
Rhode Island,SMU
Saint Louis,UT Martin
Samford,Sam Houston St.
San Diego St.,San Diego
Nevada,San Francisco
Marquette,Savannah St.
Montana,South Dakota St.
Southern Miss.,Grambling
St. John's (NY),St. Francis Brooklyn
Richmond,Stetson
Syracuse,Canisius
Texas,Texas St.
Oklahoma,Texas A&M
Little Rock,Tulsa
Stanford,UC Davis
Southern California,UC Riverside
UC Santa Barbara,San Diego Christian
Ohio St.,UNC Asheville
Davidson,UNCW
UTRGV,Lamar University
Utah Valley,Utah St.
VCU,Alabama
Vanderbilt,Alabama A&M
Virginia Tech,Ga. Southern
Ohio,Winthrop
Hofstra,Wright St.
South Ala.,A&M-Corpus Christi
Arkansas St.,Austin Peay
Texas Southern,Cal St. Fullerton
Pepperdine,Central Mich.
Kennesaw St.,Charlotte
Oregon St.,Chicago St.
DePaul,Northern Ill.
Fairfield,Drexel
Illinois,Eastern Ky.
Tennessee St.,LeMoyne-Owen
Marist,Maine
LIU Brooklyn,Manhattan
Texas Tech,McNeese
Chattanooga,Mercer
Illinois St.,Morgan St.
Murray St.,Western Ky.
Seton Hall,N.C. A&T
Boston College,New Hampshire
Oklahoma St.,Central Ark.
Boston U.,Quinnipiac
Rutgers,UAB
North Texas,Southeastern La.
UMKC,Appalachian St.
James Madison,UNCG
Niagara,Vermont
Villanova,Delaware
High Point,Western Mich.
Georgia Tech,Alabama St.
Baylor,USC Upstate
Bethune-Cookman,Johnson (FL)
Saint Francis (PA),Bucknell
Santa Clara,Cal Poly
Colorado St.,North Florida
Syracuse,Detroit Mercy
Florida St.,La.-Monroe
Bradley,Ga. Southern
Canisius,Longwood
Little Rock,Louisiana Tech
Southern Utah,North Dakota
Northern Ariz.,Montana St.
Northern Colo.,Tabor
Notre Dame,Fort Wayne
Oakland,Valparaiso
Portland,CSU Bakersfield
SIUE,Eureka
Seattle U,Jackson St.
Missouri,South Carolina St.
Southern Ill.,New Orleans
Temple,Alcorn
Northwestern,Texas St.
UC Davis,Eastern Wash.
UConn,UMES
UTEP,UNLV
Vanderbilt,Cornell
Akron,Ark.-Pine Bluff
Auburn,Tennessee Tech
Austin Peay,Lipscomb
BYU,Eastern N.M.
Purdue,Ball St.
CSUN,San Diego Christian
Col. of Charleston,Old Dominion
ETSU,Charleston So.
East Carolina,Gardner-Webb
Evansville,Oakland City
FGCU,Southeastern (FL)
Fla. Atlantic,Stetson
Hampton,American
Houston Baptist,Arlington Baptist
Nebraska,Jacksonville St.
Kansas,Richmond
Kansas St.,Texas Southern
UC Irvine,LSU
Lafayette,Arcadia
Iona,Liberty
UCLA,Long Beach St.
Louisiana,Robert Morris
Georgia,Mercer
Bowling Green,Michigan St.
Alabama A&M,Missouri St.
NC State,Stanford
Omaha,Benedictine (KS)
Arizona,Oral Roberts
Tennessee,Presbyterian
Providence,Colgate
Oklahoma,SFA
San Francisco,Holy Cross
Georgia St.,Southern Miss.
Sacred Heart,Stony Brook
TCU,Southern U.
Middle Tenn.,Tennessee St.
Texas A&M,A&M-Corpus Christi
UC Riverside,Whittier
California,UC Santa Barbara
UCF,Miami (FL)
Northeastern,UNC Asheville
Utah,SMU
VCU,Western Ky.
Wake Forest,Furman
Western Ill.,Ill.-Chicago
Ohio St.,Winthrop
Jacksonville,Wofford
Wyoming,Denver
Yale,Albertus Magnus
South Fla.,Youngstown St.
Pepperdine,Alabama St.
Bradley,Mississippi Val.
Colorado St.,CSU Bakersfield
Gonzaga,Campbell
Coastal Caro.,Clemson
Towson,Coppin St.
Duke,Cornell
Creighton,Tulsa
Dayton,Illinois St.
Pittsburgh,Delaware St.
Alcorn,Detroit Mercy
Drake,N.C. Central
N.C. A&T,Eastern Ky.
Louisville,FIU
Green Bay,Marquette
Oregon St.,Howard
Indiana,Mt. St. Mary's
Saint Peter's,LIU Brooklyn
Seton Hall,Longwood
Bucknell,Marist
Marshall,Savannah St.
Massachusetts,Ohio
Virginia,Morgan St.
Arkansas St.,Murray St.
New Mexico St.,New Mexico
Texas,North Carolina
Northern Ariz.,Montana
Notre Dame,Kennesaw St.
West Virginia,Oakland
Loyola Marymount,Ole Miss
Saint Mary's (CA),Pacific
Portland,North Florida
Charlotte,Radford
Rice,Chicago St.
SIUE,Robert Morris-S'fiel
Sacramento St.,Montana St.
Saint Louis,Eastern Ill.
Sam Houston St.,Huston-Tillotson
Seattle U,Northern Ill.
South Carolina,Appalachian St.
Iowa,South Carolina St.
South Dakota,Morehead St.
Belmont,South Dakota St.
Southeast Mo. St.,New Orleans
Florida,Southeastern La.
St. Bonaventure,The Citadel
Temple,Canisius
Texas Tech,Alabama
UMKC,Iowa St.
UNCW,UNCG
UNLV,UNI
Oklahoma St.,UT Arlington
UT Martin,Samford
UTEP,Oregon
Tulane,UTRGV
Utah Valley,Troy
Duquesne,Western Mich.
Wright St.,Miami (OH)
Cincinnati,Xavier
Arkansas,Robert Morris
Washington,Cal Poly
Central Mich.,Texas St.
Michigan,Eastern Mich.
Duke,Elon
Hampton,Northern Ky.
Valparaiso,IUPUI
Boise St.,Idaho
Kent St.,Saint Francis (PA)
La Salle,Iona
North Texas,Lehigh
Memphis,Lipscomb
Portland St.,Idaho St.
Princeton,Rider
SFA,Grambling
Tulane,Pepperdine
UAB,La.-Monroe
Southern Ill.,UC Davis
Southern California,UC Irvine
Alabama St.,UTRGV
Utah St.,Nicholls St.
Eastern Wash.,Weber St.
Wichita St.,Charleston So.
Albany (NY),Quinnipiac
Santa Clara,Alcorn
Baylor,BYU
South Fla.,Bowling Green
Washington St.,Buffalo
Central Conn. St.,Northeastern
Chattanooga,Reinhardt
High Point,Eastern Ky.
Indiana,Fla. Atlantic
UConn,Fordham
Fort Wayne,Kennesaw St.
Rutgers,Howard
Liberty,Milligan
VCU,Longwood
Nevada,Cal St. San Marcos
Southern Ill.,Nicholls St.
North Dakota,Northern Colo.
North Dakota St.,Morehead St.
Colorado,Northern Ariz.
Notre Dame,Niagara
Pacific,Cal Maritime
Delaware,Penn
Sacramento St.,Montana
Denver,Southern Utah
St. John's (NY),UNC Asheville
Northwestern,Stanford
Maryland,Stony Brook
Tennessee,Western Caro.
Tennessee St.,USC Upstate
Utah St.,UC Davis
UCF,Stetson
A&M-Corpus Christi,UTSA
Utah,CSUN
Middle Tenn.,Vanderbilt
SMU,Wagner
William & Mary,Salisbury
Wyoming,UC Santa Barbara
Bethune-Cookman,Youngstown St.
SMU,Alcorn
Appalachian St.,Presbyterian
Texas Tech,Arizona St.
Arkansas,Alabama A&M
Army West Point,Rosemont
Illinois St.,Austin Peay
North Florida,CSU Bakersfield
Cal St. Fullerton,Hope Int'l
Nebraska,Central Mich.
Charlotte,Florida St.
Col. of Charleston,Coastal Caro.
Iowa,Coppin St.
Boston U.,Cornell
Bryant,Dartmouth
Drake,Eastern Ill.
Drexel,Davidson
Arizona,ETSU
Massachusetts,East Carolina
Eastern Mich.,Oakland
Columbia,Elon
Butler,Evansville
Texas Southern,FIU
Saint Joseph's,Fairfield
Kansas St.,Florida
UCLA,Fresno St.
Mississippi Val.,Ga. Southern
Richmond,George Mason
Georgetown,American
Georgia,Southern California
Rhode Island,Georgia St.
Georgia Tech,The Citadel
Green Bay,South Dakota
Hartford,Marist
Tulane,Hofstra
Harvard,Holy Cross
Houston,Chicago St.
Oregon,Houston Baptist
Eastern Wash.,Idaho St.
Missouri,Illinois
Ole Miss,Indiana St.
Jacksonville,Furman
Ohio St.,Kansas
Kent St.,Arkansas St.
Marquette,LSU
Minnesota,Lafayette
South Ala.,Little Rock
Louisiana,Duquesne
Saint Peter's,Loyola Chicago
Maine,FGCU
Kentucky,Marshall
North Carolina,McNeese
Alabama,Mercer
Miami (OH),Ill.-Chicago
Michigan St.,Texas
Wisconsin,Milwaukee
Central Ark.,Mississippi St.
New Mexico St.,Missouri St.
Dayton,Murray St.
NC State,St. Bonaventure
NJIT,CCNY
Navy,Northern Ky.
Oklahoma St.,Tennessee Tech
Virginia,Old Dominion
Colorado St.,Portland
Portland St.,Weber St.
California,Prairie View
Princeton,Bucknell
Boston College,Providence
West Virginia,Radford
Rice,TCU
La Salle,Sacred Heart
Saint Louis,Loyola Marymount
UNI,Saint Mary's (CA)
Oregon St.,San Diego
San Diego St.,San Francisco
James Madison,San Jose St.
Seattle U,Campbell
LIU Brooklyn,Seton Hall
Manhattan,South Carolina
New Mexico,South Dakota St.
Gardner-Webb,Spalding
St. Francis Brooklyn,Colgate
Syracuse,Temple
Texas A&M,Southern U.
Oral Roberts,Tulsa
Nicholls St.,UC Davis
UC Riverside,Air Force
DePaul,UMBC
Ohio,UMES
UMKC,Southeast Mo. St.
UNCG,Wake Forest
UNLV,Canisius
UTEP,Ark.-Pine Bluff
UTRGV,Omaha
Utah St.,Southern Ill.
Utah Valley,N.C. Central
George Washington,VMI
Valparaiso,Purdue Northwest
Vermont,Fairleigh Dickinson
Monmouth,Villanova
Bradley,Virginia Tech
Santa Clara,Wagner
Washington,Northern Ill.
Louisville,Western Ky.
Western Mich.,Mt. St. Mary's
Wichita St.,Southern Miss.
Auburn,Winthrop
Xavier,Wofford
Cincinnati,Wright St.
Akron,Cleveland St.
New Orleans,Boise St.
Northwestern,Brown
Mississippi Val.,CSU Bakersfield
Ark.-Pine Bluff,Central Mich.
Fordham,Siena
Hawaii,ETSU
Hawaii,Miami (FL)
Ball St.,IUPUI
San Diego St.,Indiana St.
San Diego,James Madison
Arizona,Miami (FL)
Penn St.,New Hampshire
Iona,Norfolk St.
Ga. Southern,North Florida
Pittsburgh,Kennesaw St.
Bradley,Portland
Ole Miss,San Francisco
Clemson,South Carolina St.
UTEP,Nebraska
Colorado St.,Virginia Tech
Hawaii,Ole Miss
Miami (FL),Indiana St.
Arizona,San Diego St.
ETSU,San Francisco
Akron,Texas Southern
Canisius,Alcorn
BYU,Northern Ariz.
Cincinnati,New Mexico
Troy,Fla. Atlantic
IUPUI,Fort Wayne
Arkansas St.,Louisiana
Loyola Marymount,Morgan St.
Saint Mary's (CA),Rhode Island
Western Ill.,Oakland
Western Ky.,FIU
Navy,Albany (NY)
Utah Valley,Austin Peay
Gonzaga,Baylor
Boston U.,Belmont
Colgate,Binghamton
Brown,Providence
Chattanooga,High Point
Cleveland St.,Rio Grande
Saint Francis (PA),Cornell
Eastern Mich.,Siena Heights
LSU,Houston Baptist
Indiana,Jacksonville
Saint Joseph's,Iona
Liberty,Union (KY)
Loyola Maryland,Bucknell
Memphis,Oral Roberts
UCLA,Missouri
Texas Tech,N.C. A&T
North Dakota,Bowling Green
Rutgers,Rider
Saint Louis,SIUE
Morehead St.,Southern Miss.
Southern U.,Spring Hill
Seton Hall,Stony Brook
UCF,Howard
Utah,Col. of Idaho
Villanova,NJIT
Nevada,Yale
Colorado St.,Adams St.
Alabama St.,Aub.-Montgomery
South Ala.,Arkansas St.
Texas A&M,Army West Point
High Point,Austin Peay
Virginia Tech,BYU
Boston College,Holy Cross
Loyola Marymount,CSU Bakersfield
California,Harvard
Central Conn. St.,Saint Peter's
Michigan,Central Mich.
Charleston So.,Virginia Intermont
Ohio St.,Chicago St.
Arizona St.,Coppin St.
Richmond,Davidson
Maryland,Delaware St.
Louisiana Tech,Denver
San Francisco,Dominican (CA)
Bradley,Drake
Duke,Santa Clara
East Carolina,Norfolk St.
Creighton,Evansville
Middle Tenn.,FIU
La.-Monroe,Fla. Atlantic
Air Force,Florida
Georgia,Florida A&M
Georgia Tech,Fordham
Ga. Southern,Georgia St.
South Fla.,George Mason
Colorado,Hartford
Houston,Prairie View
Boston U.,Howard
Washington St.,Idaho St.
Toledo,Ill.-Chicago
Illinois,Auburn
Jacksonville St.,Tennessee Tech
Kansas,American
Lamar University,LIU Brooklyn
Stanford,Lafayette
Lehigh,Bryant
Long Beach St.,Pacific
Louisiana,Little Rock
Louisville,Kentucky
DePaul,Loyola Chicago
Quinnipiac,Maine
Columbia,Manhattan
Northern Ill.,Massachusetts
Milwaukee,Ohio Dominican
Montana St.,Northwest (WA)
San Diego,Morgan St.
Murray St.,Valparaiso
Marquette,N.C. Central
NC State,Western Mich.
Nebraska,Nicholls St.
Western Ky.,North Texas
Arkansas,Northwestern St.
IUPUI,Oakland
Oklahoma,Ohio
Old Dominion,Fairfield
Omaha,South Dakota
Wagner,Penn
Penn St.,Duquesne
Portland,UTRGV
Radford,Central Penn
A&M-Corpus Christi,SFA
Sam Houston St.,Howard Payne
Texas St.,San Jose St.
Seattle U,Idaho
Siena,La Salle
South Carolina,Presbyterian
North Dakota St.,South Dakota St.
Southeastern La.,Spring Hill
Southern Utah,Northern Colo.
Syracuse,Alcorn
Tennessee St.,Eastern Ill.
Texas,Rice
Oregon St.,Towson
Florida St.,Tulsa
UAB,Northeastern
UC Irvine,UC Davis
UC Riverside,Cal Poly
Cal St. Fullerton,UC Santa Barbara
UCF,Belmont
UConn,Washington
Mt. St. Mary's,UMBC
Kansas St.,UMKC
Campbell,UNCW
North Carolina,UNLV
