Winner,Loser
North Texas,Incarnate Word
Ohio,Mercer
West Virginia,Old Dominion
Oregon State,Southern Illinois-Edwardsville
Penn State,Monmouth
Penn,Niagara
Pitt,Stanford
Princeton,George Mason
Rhode Island,McNeese State
Albany (NY),Rider
Fairleigh Dickinson,Rutgers
Wisconsin,Saint Louis
St. Peter's,Binghamton
North Florida,Savannah State
Southeastern Louisiana,Western Illinois
Southern Illinois,Stetson
SMU,Sam Houston State
St. Bonaventure,Wagner
St. John's (NY),Longwood
Stephen F. Austin,Samford
Texas A&M,Arkansas-Pine Bluff
Central Michigan,Texas A&M-Corpus Christi
Towson,UMBC
Colgate,Tulane
Valparaiso,UCF
Virginia,Hampton
Virginia Tech,Furman
Washington,Montana
Utah State,Weber State
Western Carolina,Limestone
Western Michigan,Oakland
Richmond,Air Force
Duke,Alabama
Alabama-Birmingham,Florida A&M
Arizona,Drexel
Gonzaga,Arkansas
Syracuse,Baylor
Boise State,Idaho
Oral Roberts,Bowling Green State
Bryant,Brown
Dayton,University of California
Campbell,St. Andrews
Minnesota,Chaminade
Colorado State,Bethune-Cookman
Fort Wayne,Eastern Illinois
Georgia Southern,Presbyterian
Hawaii,New Orleans
UIC,Wagner
Vermont,Illinois State
Tulsa,Indiana State
Jacksonville State,Fort Valley State
Kent State,Youngstown State
Kentucky,Eastern Michigan
Texas-Rio Grande Valley,Lamar
Louisiana,Northwestern State
Louisiana Tech,St. Bonaventure
Mississippi State,Jackson State
New Mexico State,Prairie View
North Carolina-Greensboro,Stetson
Saint Louis,Old Dominion
Portland,San Jose State
San Diego,Southern Illinois
San Francisco,Sonoma State
St. Francis (NY),Mount Saint Vincent
UT-Martin,Bethel (TN)
Tennessee Tech,ETSU
Utah,Ball State
Wisconsin,West Virginia
William & Mary,Virginia Military Institute
Winthrop,James Madison
Wright State,Alcorn State
Texas Christian,Alaska-Anchorage
Creighton,Arizona State
Butler,Washington State
Marquette,Cal State Fullerton
Morehead State,Chattanooga
San Diego State,College of Charleston
Harvard,Denver
Gardner-Webb,IUPUI
George Washington,Miami (FL)
Green Bay,Pepperdine
Iowa,Xavier
Kansas,Wake Forest
LSU,St. Joseph's
Memphis,Siena
Missouri,Northwestern
UCLA,Nevada
Oklahoma State,Purdue
Villanova,USC
UTEP,Tennessee
West Alabama,Abilene Christian
Drexel,Alabama
Indiana State,Alaska-Anchorage
Arizona,Duke
Arizona State,College of Charleston
Sam Houston State,Arkansas-Pine Bluff
Boise State,Portland State
Oklahoma State,Butler
Cal Poly,North Dakota
Cal State Bakersfield,Northern Arizona
Miami (FL),Cal State Fullerton
UCSB,South Dakota State
Chattanooga,IUPUI
Cincinnati,Kennesaw State
Clemson,Coastal Carolina
San Diego State,Creighton
Pepperdine,Denver
Eastern Washington,Seattle
Florida,Florida State
Drake,Fresno State
Gardner-Webb,Morehead State
Marquette,George Washington
Georgia,Appalachian State
Ole Miss,Georgia Tech
Grand Canyon,San Diego Christian
Harvard,Green Bay
Liberty,Hampton
Illinois,Fort Wayne
Illinois State,Sonoma State
Iowa,UTEP
Villanova,Kansas
North Carolina A&T,Longwood
Memphis,LSU
Louisville,Southern Miss
Maryland,Morgan State
Michigan,Coppin State
Michigan State,Mount St. Mary's
Missouri,Nevada
Missouri State,Texas A&M
Monmouth,Mississippi Valley State
Stephen F. Austin,North Carolina-Wilmington
Southeast Missouri State,Northern Kentucky
UCLA,Northwestern
Ohio State,North Florida
Oklahoma,Little Rock
Oregon,Pacific
Penn State,St. John's (NY)
Prairie View,Bethune-Cookman
Providence,Fairfield
Washington State,Purdue
Rider,Rice
St. Joseph's,Siena
Samford,Campbellsville
San Francisco,Vermont
North Dakota State,Santa Clara
Wake Forest,USC
Virginia,SMU
Tennessee,Xavier
Texas,Texas-Arlington
Texas Christian,Tulsa
Texas State,Tulane
Texas Tech,UTSA
Towson,Citadel
Mercer,Valparaiso
VCU,Northeastern
Virginia Tech,Radford
Western Michigan,Cornell
Colorado,Air Force
Denver,Alaska-Anchorage
Hampton,Arkansas-Pine Bluff
Houston Baptist,Army
Boston University,St. Peter's
Bradley,Texas-Rio Grande Valley
BYU,Utah State
Brown,Central Connecticut
Bryant,Salve Regina
Princeton,Bucknell
Buffalo,Delaware State
Pacific,Cal Poly
Idaho,UC-Davis
Central Michigan,Jacksonville State
Chicago State,Southern Illinois
West Alabama,Citadel
Cleveland State,Ball State
Colorado State,New Mexico State
Delaware,Robert Morris
Drake,Northern Arizona
Pitt,Duquesne
ETSU,Marshall
Florida A&M,Florida Memorial
Florida International,Georgia State
Fresno State,Cal State Bakersfield
Furman,Brevard
George Mason,Rhode Island
Georgetown,Lipscomb
Campbell,Georgia Southern
St. John's (NY),Georgia Tech
Green Bay,Tulsa
Yale,Hartford
Hawaii,Montana
Manhattan,Hofstra
Houston,Texas A&M-Corpus Christi
William & Mary,Howard
Incarnate Word,Texas A&M-International
Indiana State,Pepperdine
Villanova,Iowa
Kansas,UTEP
Lafayette,Penn
Arkansas State,Lamar
Liberty,Sam Houston State
Mississippi Valley State,Longwood
Middle Tennessee,South Alabama
Ole Miss,Penn State
Milwaukee,UMKC
Virginia,Missouri State
Monmouth,North Carolina A&T
Nebraska,Northern Illinois
Omaha,Iowa Wesleyan
UNLV,UT-Martin
Holy Cross,New Hampshire
New Mexico,San Diego
North Carolina State,Eastern Kentucky
North Dakota State,Rider
North Texas,Southeastern Louisiana
Northern Colorado,Bethune-Cookman
Texas State,Northern Kentucky
Northwestern State,Niagara
Oakland,Rochester (MI)
Ohio,Evansville
Oregon,North Dakota
Rice,Santa Clara
Richmond,James Madison
UC-Irvine,Sacramento State
American,Saint Francis (PA)
Saint Mary's (CA),Murray State
Illinois State,San Francisco
Vermont,Sonoma State
South Carolina Upstate,Tennessee State
South Dakota,Graceland (IA)
Detroit,South Florida
Southeast Missouri State,Tulane
USC,Xavier
SMU,Texas A&M
Davidson,Stetson
Tennessee,Wake Forest
Tennessee Tech,Utah Valley
Towson,Abilene Christian
Valparaiso,Cincinnati Christian
Washington,Long Beach State
Weber State,San Jose State
Western Illinois,Greenville (IL)
Western Kentucky,Eastern Illinois
Wofford,Johnson & Wales (NC)
Wright State,Western Carolina
Wyoming,Montana State
Austin Peay,Youngstown State
Alabama-Birmingham,UNC
Miami (FL),Arizona State
Baylor,Hardin-Simmons
VCU,Belmont
Colgate,Binghamton
LSU,Butler
Drake,Cal State Bakersfield
College of Charleston,Cal State Fullerton
Cal State Northridge,La Sierra
Charlotte,North Carolina-Asheville
George Washington,Creighton
DePaul,Oregon State
North Carolina-Wilmington,East Carolina
Elon,Columbia
Iona,Florida Gulf Coast
Fresno State,Northern Arizona
Gonzaga,Coppin State
Harvard,Texas Christian
Stephen F. Austin,High Point
Louisiana Tech,Jackson State
Kansas State,Central Arkansas
Kent State,Kennesaw State
Kentucky,Providence
Lehigh,Sacred Heart
LIU-Brooklyn,Norfolk State
Dartmouth,Maine
San Diego State,Marquette
UMass-Lowell,Mount Ida College
Memphis,Oklahoma State
Mississippi State,Loyola (IL)
Albany (NY),NJIT
Pacific,North Dakota
Northern Colorado,Prairie View
Notre Dame,Cornell
Oregon,Cal Poly
Portland,Southern Utah
Purdue,Siena
St. Joseph's,Washington State
Wichita State,Saint Louis
Samford,Kentucky State
Fairleigh Dickinson,Seton Hall
Southeast Missouri State,Texas State
Stanford,South Dakota State
St. Francis (NY),Stony Brook
Arkansas State,Niagara
Bowling Green State,Western Kentucky
University of California,UC-Irvine
Loyola Marymount,UC-Riverside
UConn,Florida
Delaware State,Baptist Bible (PA)
Georgia,Chattanooga
Iowa State,Auburn
UMBC,Maryland-Eastern Shore
Morehead State,Wright State
North Dakota State,Valley City State
North Florida,Edward Waters
Oklahoma,Mercer
Boston University,Quinnipiac
Seattle,UC-Davis
South Alabama,Spring Hill
South Dakota,Utah Valley
Southern Illinois-Edwardsville,Texas-Rio Grande Valley
SMU,McNeese State
Texas,Vanderbilt
Troy,Alcorn State
West Virginia,Loyola (MD)
Wyoming,Black Hills State
Abilene Christian,Hillsdale Baptist/Randall (Ok.)
Arizona,Texas Tech
Arkansas,Southeastern Louisiana
Little Rock,Arkansas-Fort Smith
Boise State,Utah
BYU,North Texas
Cal State Northridge,Southern Utah
Delaware,Charleston Southern
Cincinnati,South Carolina Upstate
Clemson,South Carolina State
Colorado,Colorado State
Denver,Southern
Duke,Michigan
East Carolina,Fayetteville State
UMass,Eastern Michigan
Elon,Virginia Military Institute
Florida Atlantic,UCF
Nova Southeastern,Florida International
Georgia Tech,Illinois
Grand Canyon,Vanguard
Iowa,Notre Dame
Jacksonville,Trinity Baptist
Creighton,Long Beach State
Miami (OH),Fort Wayne
Belmont,Middle Tennessee
Milwaukee,Northern Iowa
Minnesota,Florida State
Omaha,Waldorf
Presbyterian,North Carolina-Greensboro
North Carolina-Wilmington,Campbell
North Carolina Central,Old Dominion
Oral Roberts,Cameron
Pitt,Penn State
Saint Louis,Rockhurst
St. Bonaventure,UMass-Lowell
Stetson,Bethune-Cookman
Syracuse,Indiana
Alabama A&M,Tennessee State
Texas-Arlington,Dallas Baptist
UCLA,UCSB
Virginia Tech,Winthrop
Lafayette,Wagner
Alabama,North Florida
American,Howard
Appalachian State,North Greenville
ETSU,Austin Peay
Valparaiso,Ball State
IUPUI,Bradley
Central Connecticut,New Hampshire
Davidson,Charlotte
Coastal Carolina,Western Carolina
Columbia,Army
Dayton,Delaware State
Drexel,Cleveland State
Duquesne,UMBC
Fordham,Furman
Wofford,Gardner-Webb
South Florida,George Mason
George Washington,Rutgers
Georgia Southern,Brewton-Parker
Georgia State,Young Harris
Sacred Heart,Hofstra
Holy Cross,Albany (NY)
Houston Baptist,Rice
SMU,UIC
Illinois State,Chicago State
Incarnate Word,St. Edward's
Iona,Marist
Bucknell,Kent State
La Salle,Hartford
Longwood,West Virginia Tech
Louisiana,Louisiana Tech
Louisville,UMKC
Loyola (MD),Catholic
UNC,Michigan State
Missouri State,Cameron
Binghamton,Mount St. Mary's
Murray State,Evansville
Navy,Citadel
Nebraska,Miami (FL)
New Mexico,New Mexico State
NJIT,Maine
North Carolina State,Northwestern
Harvard,Northeastern
Ohio State,Maryland
Cal State Fullerton,Pepperdine
Purdue,Boston College
Radford,Central Pennsylvania College
Lehigh,Saint Francis (PA)
UT-Martin,Samford
South Dakota State,Dakota State
Southern Miss,Morehead State
Stony Brook,Fairleigh Dickinson
Temple,St. Joseph's
Texas A&M,Houston
UTSA,Huston-Tillotson
Texas State,Cedarville
Toledo,Detroit
Tulsa,Texas Southern
Villanova,Penn
Wisconsin,Virginia
Wake Forest,Tulane
Western Illinois,Eastern Illinois
Richmond,William & Mary
Bryant,Yale
Youngstown State,Robert Morris
Air Force,South Dakota
Alabama A&M,Oakwood
Boise State,Carroll (MT)
Santa Clara,Cal State Bakersfield
Seattle,Cal State Northridge
UC-Riverside,La Verne
Coastal Carolina,North Carolina Wesleyan
Georgetown,High Point
Kansas State,Ole Miss
Lipscomb,Tennessee Tech
Texas Christian,Mississippi State
Missouri,West Virginia
Rider,Monmouth
Norfolk State,Florida A&M
North Carolina A&T,Wright State
Northern Illinois,Dartmouth
Oklahoma,Texas A&M-Corpus Christi
Presbyterian,Montreat
Providence,Rhode Island
San Diego State,San Diego
Seton Hall,LIU-Brooklyn
Vanderbilt,Marshall
VCU,Eastern Kentucky
Baylor,Kentucky
UCSB,University of California
Canisius,St. Peter's
UConn,Maine
Arizona State,DePaul
Idaho State,Carroll (MT)
Sam Houston State,James Madison
Manhattan,Marist
Siena,Niagara
Oklahoma State,South Carolina
Pitt,Loyola Marymount
Quinnipiac,Fairfield
Stephen F. Austin,Towson
Brown,American
Arizona,UNLV
Arkansas,Clemson
Army,St. Francis (NY)
Harvard,Boston University
UMass,BYU
North Dakota State,Bryant
Bucknell,Columbia
Buffalo,St. Bonaventure
Butler,North Dakota
Cal Poly,Santa Clara
Seattle,Cal State Fullerton
Nevada,UC-Davis
Pepperdine,UC-Irvine
UCF,Stetson
Chicago State,Wisconsin-Parkside
Gardner-Webb,Citadel
Akron,Cleveland State
Colorado,Kansas
Saint Francis (PA),Cornell
Davidson,Johnson & Wales (NC)
Coppin State,Delaware State
Iowa,Drake
Drexel,Tennessee State
Indiana State,Eastern Illinois
Evansville,Miami (OH)
Florida Atlantic,Jacksonville
Florida International,Florida Gulf Coast
Georgetown,Colgate
Georgia Tech,ETSU
Gonzaga,New Mexico State
Green Bay,Virginia
Hampton,Florida A&M
Hartford,Holy Cross
San Jose State,Houston
Washington State,Idaho
Illinois State,Dayton
Indiana,North Florida
Iowa State,Northern Iowa
Fort Wayne,Dartmouth
IUPUI,North Carolina Central
La Salle,Stony Brook
Lehigh,UMBC
Liberty,Greensboro
Eastern Kentucky,Longwood
Louisiana Tech,Southern
Louisville,Louisiana
Loyola (IL),UIC
Memphis,Northwestern State
Mercer,Denver
Michigan,Houston Baptist
Milwaukee,Bradley
Minnesota,New Orleans
Mississippi Valley State,Tougaloo
Missouri,UCLA
UMKC,Youngstown State
Montana State,Walla Walla
Morgan State,Howard
Mount St. Mary's,Loyola (MD)
Murray State,Lipscomb
New Mexico,Cincinnati
Nicholls State,Loyola (LA)
NJIT,UMass-Lowell
Norfolk State,Bethune-Cookman
UNC,North Carolina-Greensboro
North Carolina State,Long Beach State
Alabama-Birmingham,Northeastern
Hawaii,Northern Arizona
Northwestern,Western Michigan
Notre Dame,Delaware
Oakland,Ohio
Ohio State,Central Connecticut
Penn State,Marshall
Wagner,Penn
Portland,Portland State
Furman,Presbyterian
Princeton,Fairleigh Dickinson
Purdue,Eastern Michigan
Radford,North Carolina A&T
Rice,South Alabama
Toledo,Robert Morris
Lafayette,Sacred Heart
Villanova,St. Joseph's
Sam Houston State,Towson
Samford,Austin Peay
Georgia Southern,South Carolina State
Wyoming,South Dakota
South Florida,Alabama
Southeast Missouri State,Southeastern Louisiana
Western Kentucky,Southern Illinois
Central Michigan,Southern Illinois-Edwardsville
Southern Miss,Georgia State
St. John's (NY),Fordham
Stephen F. Austin,James Madison
Syracuse,Binghamton
Texas,Temple
Tennessee,Tennessee Tech
UT-Martin,Northern Kentucky
UTEP,Sacramento State
UTSA,Texas-Rio Grande Valley
Troy,Alabama State
Tulane,Jackson State
Utah,Fresno State
Pacific,Utah State
Utah Valley,St. Katherine
Saint Louis,Valparaiso
Virginia Military Institute,Wright State
Wake Forest,Richmond
Western Illinois,Grace Bible
Wichita State,Oral Roberts
Wisconsin,Marquette
William & Mary,Wofford
Xavier,Bowling Green State
Yale,New Hampshire
Charlotte,Appalachian State
Illinois,Auburn
Canisius,Siena
Colorado State,Southwestern Oklahoma State
Creighton,Nebraska
Detroit,Rhode Island
East Carolina,Mount Olive
Iona,Fairfield
Florida State,Jacksonville State
Oklahoma,George Mason
George Washington,Maryland
Manhattan,Monmouth
Virginia Tech,Miami (FL)
Oregon,Ole Miss
Niagara,St. Peter's
Rider,Quinnipiac
Seton Hall,Rutgers
Saint Mary's (CA),Eastern Washington
San Diego State,Washington
USC,Boston College
Texas-Permian Basin,Texas A&M-Corpus Christi
VCU,Old Dominion
Air Force,Western State
Butler,Manchester
Columbia,UMass-Lowell
Hampton,Bethune-Cookman
Houston,Alcorn State
Iowa,Fairleigh Dickinson
Lehigh,LIU-Brooklyn
Louisiana-Monroe,Thomas University
Middle Tennessee,Fisk
Notre Dame,Bryant
Virginia Military Institute,Virginia-Lynchburg
Fort Wayne,Bradley
Albany (NY),Brown
University of California,Nevada
Chowan,Campbell
Central Connecticut,Hartford
Chattanooga,Hiwassee
Fordham,Colgate
Eastern Michigan,Green Bay
Florida,Kansas
Mars Hill,Furman
Illinois,Dartmouth
Indiana,Oakland
IUPUI,Cincinnati Christian
Kansas State,South Dakota
Kentucky,Boise State
Minnesota,South Dakota State
Omaha,Cal State Bakersfield
Northern Colorado,Colorado College
Northern Iowa,Savannah State
San Diego,Pacifica
Seton Hall,NJIT
Monmouth,St. Francis (NY)
Towson,Central Pennsylvania College
Tulsa,Little Rock
Utah,Idaho State
Gonzaga,West Virginia
Xavier,Evansville
Arizona,New Mexico State
Bowling Green State,North Dakota
BYU,Prairie View
Canisius,Buffalo
UCF,Howard
Denver,Colorado State
Coppin State,UMBC
Niagara,Davidson
Penn State,Duquesne
George Washington,Boston University
Jacksonville State,Alcorn State
Louisiana Tech,Northwestern State
Montana,Idaho
North Carolina-Greensboro,Claflin
North Dakota State,Notre Dame
Ohio State,Bryant
Princeton,Rutgers
Utah Valley,Weber State
Wisconsin,Milwaukee
Arkansas,Savannah State
Maryland,Boston College
College of Charleston,Coker
DePaul,Florida Atlantic
LIU-Brooklyn,NJIT
North Carolina-Asheville,Bluefield College (VA)
Colorado,Elon
Iowa State,Iowa
Loyola (IL),Campbell
Army,Maine
Memphis,Little Rock
Mississippi State,Southeastern Louisiana
Missouri State,Oral Roberts
Oregon State,Arkansas-Pine Bluff
Air Force,UC-Riverside
Akron,Bethune-Cookman
Alabama,Charleston Southern
Colgate,Albany (NY)
Arizona State,Grambling
Austin Peay,Liberty
Saint Mary's (CA),Boise State
Bryant,Navy
Butler,Purdue
Cal Poly,Cal State Dominguez Hills
University of California,Fresno State
Hawaii,Chaminade
Xavier,Cincinnati
Clemson,Furman
Coastal Carolina,Reinhardt
Dartmouth,Jacksonville State
Dayton,Central Michigan
New Mexico State,Drake
Robert Morris,Duquesne
East Carolina,North Carolina A&T
Jackson State,Evansville
Florida Gulf Coast,Samford
Fordham,Howard
Gardner-Webb,Clearwater Christian
Georgia,Lipscomb
Georgia State,Old Dominion
Gonzaga,South Alabama
James Madison,High Point
Texas-Arlington,Houston Baptist
Oregon,Illinois
Incarnate Word,McMurry
Notre Dame,Indiana
St. Bonaventure,Iona
Fort Wayne,Southern Illinois-Edwardsville
Kansas,New Mexico
Longwood,Bluefield College (VA)
Louisiana,Houston
LSU,Louisiana-Monroe
Oklahoma State,Louisiana Tech
Louisville,Western Kentucky
Marquette,IUPUI
West Virginia,Marshall
Maryland,Florida Atlantic
UMass,Northern Illinois
Arizona,Michigan
Michigan State,Oakland
Ole Miss,Middle Tennessee
Indiana State,UMKC
Monmouth,Binghamton
Nebraska,Arkansas State
Omaha,Nevada
New Orleans,Champion Baptist
UNC,Kentucky
North Carolina State,Detroit
Northern Arizona,Grand Canyon
Northern Iowa,VCU
Northwestern State,Louisiana College
Ohio,Alabama A&M
Ohio State,North Dakota State
Oklahoma,Tulsa
Pacific,Menlo
Princeton,Penn State
Pitt,Youngstown State
Idaho,Portland State
Richmond,Coppin State
Rider,Wagner
Rutgers,North Carolina-Greensboro
Sacramento State,William Jessup
Saint Louis,Wofford
San Francisco,Nicholls State
Santa Clara,La Sierra
St. Peter's,Seton Hall
Green Bay,South Dakota
South Dakota State,Belmont
UIC,Southeast Missouri State
Southern,Dillard
Southern Miss,St. Catharine
UNLV,Southern Utah
St. Francis (NY),Canisius
Stanford,UC-Davis
Texas,Texas State
Texas A&M,McNeese State
Toledo,Sam Houston State
UCLA,Prairie View
Utah,BYU
Utah State,Utah Valley
Valparaiso,Loyola Marymount
Washington,Idaho State
Wichita State,Tennessee
Wisconsin,Eastern Kentucky
Alabama-Birmingham,Georgia Southern
Boston College,Philadelphia
Norfolk State,Boston University
Cal State Fullerton,Texas Southern
Marist,College of Charleston
Drexel,Davidson
Howard,Delaware State
Denver,Wyoming
DePaul,Chicago State
UC-Irvine,Eastern Washington
Fairfield,Northeastern
Hofstra,Central Connecticut
Kansas State,Troy
Tennessee Tech,Lamar
Miami (OH),Wright State
Missouri,Western Michigan
Montana,Saint Martin's
Bowling Green State,Morehead State
Stony Brook,New Hampshire
Manhattan,North Carolina-Wilmington
North Dakota,Presentation
Stephen F. Austin,North Texas
Northern Kentucky,Chattanooga
Oregon State,Maryland-Eastern Shore
Montana State,Portland
Hartford,Sacred Heart
UCSB,San Diego
Seattle,Pacific Lutheran
North Carolina-Asheville,South Carolina Upstate
USC,Cal State Bakersfield
Syracuse,St. John's (NY)
Tennessee State,Fisk
Texas Christian,Texas-Rio Grande Valley
Texas Tech,Central Arkansas
Quinnipiac,Vermont
Villanova,La Salle
Washington State,Pepperdine
Winthrop,Appalachian State
Akron,Oral Roberts
Alabama State,Western Illinois
Chicago State,Southern Illinois-Edwardsville
Cleveland State,Western Carolina
Duke,Gardner-Webb
ETSU,Tusculum
Georgia Tech,Kennesaw State
Grambling,Central Baptist
Canisius,Holy Cross
Incarnate Word,Open Bible College
Mercer,Alcorn State
North Dakota State,Delaware
Northern Colorado,UC-Riverside
Northwestern,Mississippi Valley State
Oakland,Illinois State
UT-Martin,Presbyterian
Santa Clara,Radford
New Orleans,UTEP
Abilene Christian,Bacone
Wichita State,Alabama
Toledo,Arkansas State
UCF,Jacksonville
Cincinnati,Pitt
Creighton,Arkansas-Pine Bluff
Denver,Belmont
Florida,Memphis
Florida State,Charlotte
Georgetown,Elon
Green Bay,Tennessee Tech
UIC,Purdue Calumet
Incarnate Word,Open Bible College
Jacksonville State,Central Michigan
Lafayette,Immaculata
Liberty,Howard
Longwood,Virginia Intermont
Louisiana,Centenary (LA)
Louisiana Tech,McNeese State
Louisville,Missouri State
Loyola Marymount,Cal Poly
Marquette,Ball State
Marshall,Alice Lloyd
Michigan State,North Florida
Middle Tennessee,Tennessee Temple
Mississippi State,Florida A&M
Murray State,Southern Illinois
New Mexico State,New Mexico
North Texas,Central Arkansas
Oklahoma,Texas-Arlington
Oklahoma State,Delaware State
Oregon,UC-Irvine
Providence,Yale
Purdue,Maryland-Eastern Shore
Duquesne,Saint Francis (PA)
South Alabama,Dillard
Manhattan,South Carolina
South Carolina State,Coastal Carolina
South Florida,Florida Gulf Coast
Stetson,Florida Atlantic
Washington,Tulane
Vanderbilt,Austin Peay
VCU,Wofford
Wake Forest,St. Bonaventure
Weber State,St. Katherine
Youngstown State,Bethune-Cookman
Abilene Christian,Open Bible College
Akron,Detroit
Alabama-Birmingham,Chattanooga
Baylor,Northwestern State
Citadel,Brevard
Cleveland State,Notre Dame (OH)
Stanford,UConn
DePaul,Houston Baptist
Drake,Western Michigan
Eastern Kentucky,North Carolina A&T
Georgia Southern,Kennesaw State
Nicholls State,IUPUI
LIU-Brooklyn,Lamar
Northern Illinois,Loyola (IL)
Vermont,UMass-Lowell
Ole Miss,Louisiana-Monroe
UMKC,Miami (OH)
Morgan State,High Point
UNLV,Radford
Dartmouth,New Hampshire
Texas,UNC
North Carolina Central,Winthrop
North Carolina-Greensboro,James Madison
Northern Kentucky,Hampton
UMass,Ohio
Ohio State,Delaware
College of Charleston,Old Dominion
Oregon State,Towson
Presbyterian,Appalachian State
Robert Morris,Campbell
St. Joseph's,Drexel
Saint Louis,Indiana State
San Diego State,Southern Utah
Washington State,San Francisco State
San Jose State,UC-Davis
Santa Clara,Sacred Heart
South Dakota State,Wayne State (NE)
SMU,Texas-Rio Grande Valley
St. John's (NY),San Francisco
Texas Southern,Temple
North Carolina State,Tennessee
Cal State Bakersfield,UTSA
LSU,Texas Tech
Tulsa,Grand Canyon
Western Carolina,Charleston Southern
Western Kentucky,Southern Miss
Arizona,Southern
Arkansas,UT-Martin
Auburn,Clemson
Lipscomb,Austin Peay
UCSB,Troy
Dayton,Iona
Duke,UCLA
East Carolina,Virginia Military Institute
Elon,Central Pennsylvania College
Georgia,Gardner-Webb
Illinois State,Tennessee State
Jackson State,Louisiana
La Salle,Wagner
Long Beach State,USC
Stony Brook,Loyola (MD)
Mississippi State,Florida Gulf Coast
Montana State,Southwestern Christian
Morehead State,South Dakota
Seattle,Norfolk State
Rice,Northwood (TX)
Saint Mary's (CA),American
Miami (FL),Savannah State
South Carolina Upstate,South Carolina
South Florida,Florida A&M
St. Francis (NY),Lafayette
Tennessee Tech,Hillsdale Baptist/Randall (Ok.)
Texas Christian,Grambling
UTEP,Northwestern State
Utah,Texas State
Utah State,Western Illinois
Wright State,Eastern Illinois
Albany (NY),Yale
Little Rock,Jacksonville State
Portland,Bradley
UC-Riverside,UIC
Southern Miss,Coppin State
Furman,Liberty
Georgia State,Georgia Southern
Idaho,Idaho State
Indiana,Nicholls State
Samford,Jacksonville
Marist,Bucknell
Minnesota,Omaha
Montana,Montana Western
UNLV,Sacred Heart
North Carolina-Asheville,Virginia Intermont
Princeton,Pacific
Syracuse,High Point
Cal State Northridge,Texas A&M-Corpus Christi
Western Illinois,Troy
Utah State,UCSB
Utah Valley,Haskell Indian Nations Institute
William & Mary,Goucher
SMU,Wyoming
Xavier,Alabama
Appalachian State,Milligan
Arizona State,Texas Tech
Arkansas,South Alabama
Southern Miss,Little Rock
Pacific,Bradley
Delaware,Bryant
Manhattan,Buffalo
Cal State Fullerton,Sacramento State
UC-Davis,Air Force
UCSB,Western Illinois
Campbell,Johnson & Wales (NC)
Canisius,Lamar
Charleston Southern,Central Arkansas
Coastal Carolina,Central Connecticut
UCF,Rio Grande
Charlotte,South Carolina Upstate
Cincinnati,Middle Tennessee
Kent State,College of Charleston
Oklahoma State,Colorado
Columbia,Fairleigh Dickinson
Jacksonville State,Coppin State
Dartmouth,Longwood
UC-Irvine,Denver
ETSU,Austin Peay
Butler,Evansville
Florida,Fresno State
Louisville,Florida International
Florida State,UMass
Gardner-Webb,Hiwassee
George Washington,UMBC
Georgia,Western Carolina
Kansas State,Gonzaga
Lyon,Grambling
Green Bay,Fairfield
James Madison,Hampton
Harvard,Vermont
Houston,Rice
Illinois,Missouri
Indiana State,IUPUI
Fort Wayne,Eastern Illinois
Kansas,Georgetown
Kentucky,Belmont
Lehigh,Quinnipiac
Long Beach State,Montana State-Billings
Temple,LIU-Brooklyn
LSU,Alabama-Birmingham
Loyola Marymount,La Sierra
St. Joseph's,Loyola (MD)
New Mexico,Marquette
Arkansas State,Marshall
Boston University,Maryland
Wilmington (DE),Maryland-Eastern Shore
Duquesne,UMass-Lowell
Memphis,Southeast Missouri State
Michigan,Stanford
Northeastern,Milwaukee
Missouri State,Alabama A&M
Monmouth,Fordham
Nebraska,Citadel
New Mexico State,Northern New Mexico
St. Bonaventure,Niagara
Holy Cross,NJIT
UNC,Davidson
North Carolina State,East Carolina
Old Dominion,North Carolina-Wilmington
South Dakota State,North Dakota
North Dakota State,Towson
North Florida,Bethune-Cookman
North Texas,Wayland Baptist
Northern Kentucky,Navy
Ohio State,Notre Dame
Eastern Michigan,Oakland
Oklahoma,Texas A&M
Oral Roberts,Dallas Baptist
Oregon,BYU
Pepperdine,Houston Baptist
Pitt,Cal Poly
Portland,Princeton
Providence,Maine
Saint Louis,North Carolina A&T
San Diego,Southern Utah
San Diego State,McNeese State
San Jose State,Westminster (UT)
Valparaiso,Southeastern
Southern Illinois,Ball State
St. John's (NY),Youngstown State
Stephen F. Austin,Elmhurst
Southeastern Louisiana,UT-Martin
Miami (OH),Tennessee State
Michigan State,Texas
Texas-Arlington,Cal State Bakersfield
Texas Christian,Tulsa
Texas State,Texas-Tyler
Toledo,Cleveland State
Tulane,Alabama State
Utah State,Troy
Vanderbilt,Georgia Tech
Villanova,Rider
Virginia,Northern Iowa
VCU,Virginia Tech
Wake Forest,North Carolina-Greensboro
UTEP,Washington State
Western Kentucky,Murray State
Western Michigan,Prairie View
Wofford,Winthrop
Wright State,UMKC
Akron,Oregon State
Milwaukee,Alabama State
Auburn,Boston College
Baylor,Southern
Bowling Green State,Detroit
Cal State Northridge,Idaho
Northern Illinois,UC-Riverside
UCF,Valparaiso
Colgate,Ursinus
Creighton,University of California
USC,Dayton
Drexel,Saint Francis (PA)
Elon,Florida Atlantic
Florida Gulf Coast,Florida A&M
Iowa State,George Mason
Hartford,St. Peter's
Boise State,Hawaii
Illinois State,DePaul
Indiana,Kennesaw State
Iowa,Arkansas-Pine Bluff
Louisiana Tech,Louisiana-Monroe
Marist,Penn
