Winner,Loser
Virginia Military Institute,Central Pennsylvania College
Wichita State,UMKC
Auburn,Georgia Southwestern
Canisius,Binghamton
Northern Arizona,Cal State Bakersfield
Charleston Southern,Toccoa Falls
Michigan,Clemson
Colorado,Texas-Rio Grande Valley
UConn,New Hampshire
Coppin State,Lincoln (PA)
Ohio State,Florida State
Gonzaga,Eastern Washington
Hampton,Georgia State
Illinois,UNC
Kentucky,Boston University
Princeton,Lafayette
LSU,Houston
Miami (FL),Ole Miss
Florida Atlantic,Mississippi State
Georgetown,Missouri
Montana,Cal State Fullerton
UTEP,New Mexico State
Iona,Norfolk State
North Texas,Texas-Arlington
Northwestern,Georgia Tech
Northwestern State,Centenary (LA)
Notre Dame,Indiana State
Penn,UMBC
Portland,Saint Louis
South Carolina State,Allen
South Dakota State,Nevada
Stetson,Savannah State
Syracuse,Cornell
Tennessee,Middle Tennessee
UTSA,San Jose State
Texas Tech,Oral Roberts
Tulane,Alabama State
Utah,Fresno State
Wake Forest,Iowa
Washington,Long Beach State
Washington State,Sacramento State
Western Carolina,Bradley
Yale,Hartford
Alabama,South Alabama
Alabama-Birmingham,Jacksonville State
Arkansas,Oklahoma
Buffalo,Army
Bethune-Cookman,Florida Christian
Boston College,Indiana
Bucknell,Columbia
Cal Poly,Hawaii
University of California,UC-Davis
UCSB,Loyola Marymount
UCF,Florida
Temple,Central Michigan
Cincinnati,Wright State
Colorado State,Drake
BYU,Creighton
ETSU,Dayton
Utah State,Denver
Akron,Detroit
Drexel,St. Joseph's
Duke,Michigan State
East Carolina,Charlotte
Furman,Elon
George Mason,George Washington
Harvard,Fordham
UNLV,Illinois State
Lafayette,Susquehanna
James Madison,Longwood
Louisiana Tech,SMU
Louisville,Florida International
Butler,Loyola (IL)
McNeese State,Louisiana
Memphis,Arkansas State
Miami (OH),Xavier
Missouri State,Little Rock
Nebraska,Jackson State
North Carolina Central,Washington Adventist
Northern Iowa,Iowa State
Oklahoma State,Central Arkansas
Old Dominion,Richmond
Utah Valley,Oregon State
Pepperdine,Pacific
Maryland,Penn State
Pitt,Duquesne
Portland State,Seattle
Providence,Northeastern
UMass,Quinnipiac
Arizona,Rice
Rutgers,NJIT
Sam Houston State,St. Thomas (TX)
UC-Irvine,San Diego
San Diego State,Saint Mary's (CA)
San Francisco,Holy Names
South Carolina,Delaware State
South Dakota,Wyoming
South Florida,VCU
Southeastern Louisiana,Dillard
New Mexico,Southern Illinois
Southern Miss,Alcorn State
St. John's (NY),Wagner
Lehigh,Stony Brook
Tennessee Tech,Southern Illinois-Edwardsville
Texas,Lamar
Texas A&M-Corpus Christi,St. Edward's
Texas Christian,Prairie View
Towson,Western Michigan
Vanderbilt,Western Kentucky
Vermont,Dartmouth
Purdue,Virginia Tech
West Virginia,American
Wichita State,Chicago State
William & Mary,Howard
Wisconsin,North Carolina State
Air Force,Cal State Northridge
Baylor,Arizona State
Belmont,Mercer
UC-Riverside,UTSA
Chattanooga,Appalachian State
Citadel,Georgia Southern
College of Charleston,Davidson
DePaul,Northern Illinois
Eastern Illinois,Tennessee State
Murray State,Eastern Kentucky
Fairleigh Dickinson,Bryant
Cleveland State,Green Bay
Hartford,Brown
High Point,Gardner-Webb
Valparaiso,UIC
Fort Wayne,UMKC
IUPUI,Centenary (LA)
Jacksonville,Stetson
Kansas,UCLA
Kent State,Louisiana-Monroe
Liberty,Presbyterian
Long Beach State,Brigham Young-Hawaii
Robert Morris,LIU-Brooklyn
St. Peter's,Loyola (MD)
Rider,Manhattan
Milwaukee,Youngstown State
Morehead State,UT-Martin
North Florida,Florida Gulf Coast
North Texas,Grambling
Northwestern State,Central Baptist
Oakland,Southern Utah
Missouri,Oregon
North Carolina-Asheville,Radford
Mount St. Mary's,Sacred Heart
Samford,Western Carolina
Fairfield,Savannah State
Austin Peay,Southeast Missouri State
St. Francis (NY),Saint Francis (PA)
Texas A&M,Stephen F. Austin
Winthrop,Virginia Military Institute
Oral Roberts,Western Illinois
Wofford,North Carolina-Greensboro
UConn,UMBC
Georgia,Alabama-Birmingham
Idaho,North Dakota
Iona,Canisius
Marist,Niagara
Monmouth,Eastern Michigan
Portland,Montana
Villanova,St. Joseph's
Kansas State,Washington State
Alabama A&M,Martin Methodist
Arkansas,Troy
Penn,Army
Utah,Bradley
BYU,Hawaii
Bucknell,Boston University
Cal State Bakersfield,San Francisco
Cal State Fullerton,San Diego
UC-Davis,Notre Dame de Namur
San Jose State,UC-Irvine
UCF,Southeastern Louisiana
Chattanooga,Western Carolina
Southern Illinois,Chicago State
Davidson,Citadel
Coastal Carolina,Charleston Southern
New Hampshire,Colgate
College of Charleston,Georgia Southern
Colorado,Oregon State
Colorado State,Fresno State
Columbia,Stony Brook
Dayton,Miami (OH)
Delaware,Old Dominion
Delaware State,Maryland-Eastern Shore
Denver,Cal State Northridge
Detroit,Wright State
Duke,Butler
East Carolina,Fayetteville State
Austin Peay,Eastern Illinois
Eastern Kentucky,UT-Martin
North Dakota,Eastern Michigan
Eastern Washington,New Hope Christian
Wofford,Elon
Fairleigh Dickinson,Central Connecticut
Bethune-Cookman,Florida A&M
Florida Atlantic,South Florida
George Mason,North Carolina-Wilmington
Georgetown,Utah State
Georgia State,James Madison
Illinois,Gonzaga
Green Bay,Youngstown State
High Point,North Carolina-Asheville
Hofstra,Towson
Houston Baptist,Texas State
Hampton,Howard
Idaho,Monmouth
Akron,UIC
Illinois State,Montana State
Indiana,Savannah State
Iowa,Idaho State
University of California,Iowa State
Fort Wayne,Southern Utah
Oral Roberts,IUPUI
Jackson State,Florida International
Jacksonville,Florida Gulf Coast
Tennessee Tech,Jacksonville State
Oklahoma State,La Salle
Fordham,Lehigh
Liberty,Winthrop
Lipscomb,Mercer
LIU-Brooklyn,Saint Francis (PA)
Louisiana Tech,Louisiana-Monroe
Louisville,South Alabama
Valparaiso,Loyola (IL)
Loyola Marymount,Cal Poly
Brown,Maine
Marquette,Longwood
Boston College,UMass
Memphis,Western Kentucky
Miami (FL),West Virginia
Michigan,Harvard
Michigan State,Bowling Green State
Cleveland State,Milwaukee
Minnesota,Cornell
Ole Miss,Southern Miss
Missouri State,Central Arkansas
Morehead State,Murray State
Morgan State,Coppin State
UNLV,Nevada
New Mexico,New Mexico State
NJIT,St. Joseph's (NY)
UNC,Kentucky
North Carolina A&T,Norfolk State
Stetson,North Florida
Drexel,Northeastern
Northern Arizona,Bethany (CA)
Northern Colorado,Black Hills State
Oakland,UMKC
Marshall,Ohio
Penn State,Duquesne
UTSA,Pepperdine
Pitt,Rider
Prairie View,Ecclesia
Providence,Rhode Island
Purdue,Alabama
Quinnipiac,Mount St. Mary's
Gardner-Webb,Radford
Rice,Lamar
Wagner,Sacred Heart
St. Peter's,Manhattan
Houston,Sam Houston State
Appalachian State,Samford
San Diego State,Wichita State
UCSB,Santa Clara
Albany (NY),Siena
North Carolina Central,South Carolina State
North Dakota State,South Dakota State
Tennessee State,Southeast Missouri State
Middle Tennessee,Southern Illinois-Edwardsville
SMU,Grambling
St. Bonaventure,Buffalo
St. Francis (NY),Robert Morris
Syracuse,North Carolina State
Texas A&M,Pacific
Northern Iowa,Texas Christian
North Texas,Texas Southern
Cincinnati,Toledo
Tulane,Louisiana
Utah Valley,Sacramento State
Vanderbilt,Belmont
Vermont,Yale
VCU,William & Mary
Presbyterian,Virginia Military Institute
Wake Forest,Holy Cross
Washington,Texas Tech
Weber State,Seattle
Western Illinois,Centenary (LA)
Western Michigan,Alma
Wisconsin,South Dakota
Wyoming,Indiana State
Air Force,Evansville
Alabama-Birmingham,Kent State
Florida,American
Arizona,Oklahoma
Richmond,Arizona State
Little Rock,Tulsa
Auburn,Arkansas-Pine Bluff
Long Beach State,Boise State
DePaul,Central Michigan
Fairfield,Loyola (MD)
Florida State,Hartford
Navy,George Washington
Idaho,Eastern Michigan
Iona,Niagara
Marist,Canisius
Temple,Maryland
Nebraska,Creighton
Monmouth,North Dakota
Oregon,Portland State
Princeton,St. Joseph's
South Carolina,Clemson
South Carolina Upstate,ETSU
USC,Texas
Texas-Rio Grande Valley,Victory
Montana,UCLA
Virginia,Virginia Tech
Arkansas State,Lyon
Citadel,St. Mary's (MD)
Houston,Nevada
Iowa State,Southeast Missouri State
Kansas State,Alcorn State
Lafayette,Sacred Heart
Delaware State,Maine
Michigan,Concordia (MI)
Furman,North Carolina-Greensboro
Providence,Brown
Washington,Portland
Yale,Albany (NY)
Tennessee State,Alabama A&M
Little Rock,Philander Smith
Arkansas-Monticello,Centenary (LA)
Lipscomb,Austin Peay
Belmont,Middle Tennessee
Cal State Bakersfield,Idaho State
Cal State Northridge,Cal Lutheran
Charlotte,Winthrop
Cleveland State,West Virginia Tech
College of Charleston,ETSU
Columbia,Wagner
Coppin State,Navy
Dayton,Central Connecticut
Old Dominion,East Carolina
Elon,Gardner-Webb
Fairfield,Howard
Georgia,Georgia Tech
Harvard,Worcester Tech
Stony Brook,Holy Cross
Iowa,Northern Iowa
Kansas,Memphis
Loyola Marymount,Sacramento State
Marquette,Texas A&M-Corpus Christi
Marshall,James Madison
Miami (OH),Saginaw Valley State
Morehead State,St. Catharine
Northwestern State,Louisiana Tech
Penn State,Mount St. Mary's
Quinnipiac,Lehigh
Rutgers,Marist
Fresno State,San Diego
Canisius,South Dakota
St. Francis (NY),Colgate
St. Bonaventure,St. John's (NY)
Syracuse,Michigan State
Utah,Pepperdine
Utah State,Long Beach State
Purdue,Valparaiso
Virginia,Radford
West Virginia,Robert Morris
Arizona,Cal State Fullerton
Arkansas,Seton Hall
Hofstra,Binghamton
Boston College,Providence
Western Kentucky,Bowling Green State
Yale,Bryant
Buffalo,Niagara
San Diego State,University of California
UT-Martin,Central Arkansas
Colorado,Colorado State
UConn,Fairleigh Dickinson
Duke,Bradley
Ball State,Eastern Illinois
Eastern Kentucky,Kentucky Christian
Drake,Eastern Michigan
UNC,Evansville
Fordham,Manhattan
George Mason,Loyola (MD)
George Washington,Towson
Duquesne,Green Bay
Delaware,Hampton
Illinois,Oakland
Ohio,Illinois State
Indiana State,DePaul
Fort Wayne,Toledo
Kentucky,Notre Dame
Lafayette,NJIT
Iona,LIU-Brooklyn
Louisville,San Francisco
Loyola (IL),Southern Illinois-Edwardsville
Maryland,North Carolina-Greensboro
Maine,UMass
Missouri,Vanderbilt
UMKC,Utah Valley
Princeton,Monmouth
Nebraska,Alcorn State
UNLV,Boise State
Nicholls State,Loyola (LA)
Rhode Island,Northeastern
Northern Arizona,Texas-Rio Grande Valley
Villanova,Penn
Pitt,Delaware State
Rider,UMBC
Sacred Heart,Hartford
Minnesota,St. Joseph's
Saint Mary's (CA),Denver
Sam Houston State,North Texas
South Carolina State,Voorhees
South Dakota State,Mayville State
Southern Illinois,Southeast Missouri State
High Point,Tennessee Tech
Texas A&M,Prairie View
Texas Christian,Texas Tech
Oklahoma State,Tulsa
BYU,Vermont
VCU,Virginia Military Institute
Washington State,Gonzaga
Western Illinois,Culver-Stockton
Western Michigan,Detroit
Wisconsin,Milwaukee
Wright State,Air Force
La Salle,Boston University
Florida,Kent State
McNeese State,Jarvis Christian
Montana,Great Falls
Army,New Hampshire
Ohio State,IUPUI
Oklahoma,Gardner-Webb
Old Dominion,Maryland-Eastern Shore
Pepperdine,Redlands
Portland State,George Fox
Temple,Georgetown
Xavier,Butler
UC-Irvine,Wyoming
Campbell,Western Carolina
St. Francis (NY),Canisius
Central Arkansas,Chicago State
Iowa State,Iowa
Lehigh,Marist
Mercer,Navy
Michigan,Utah
Montana State,Johnson & Wales (CO)
Sacramento State,William Jessup
Santa Clara,San Jose State
Fairfield,Siena
Stephen F. Austin,Grambling
Washington State,Texas-Rio Grande Valley
Wichita State,Nicholls State
Air Force,North Carolina Central
Albany (NY),Central Connecticut
Arizona State,Gardner-Webb
Ole Miss,Little Rock
Arkansas State,Alabama State
Rutgers,Auburn
Austin Peay,Fontbonne
BYU,Arizona
Buffalo,Green Bay
Butler,Mississippi Valley State
Southern Miss,Cal State Monterey Bay
Grambling,Central Arkansas
UCF,Bethune-Cookman
Charleston Southern,Milligan
Murray State,Chattanooga
Cincinnati,Utah Valley
Columbia,Bryant
Coppin State,West Virginia Tech
Creighton,St. Joseph's
Dartmouth,Army
Davidson,Charlotte
Delaware,Delaware State
Portland,Denver
Ball State,DePaul
Drexel,Rider
Duke,Saint Louis
Eastern Illinois,Western Illinois
Detroit,Eastern Michigan
Evansville,Maryland-Eastern Shore
Florida A&M,Warner Southern
Fordham,St. John's (NY)
Fresno State,Pepperdine
Georgia Southern,Brewton-Parker
Western Michigan,Georgia State
Georgia Tech,Savannah State
Harvard,Boston University
Hawaii,Hawaii Pacific
Florida Atlantic,Hofstra
UTSA,Houston
Idaho State,UMKC
Illinois State,UIC
Iona,Fairleigh Dickinson
Fort Wayne,UT-Martin
Kansas,Colorado State
Kentucky,Indiana
Lamar,Huston-Tillotson
George Mason,Liberty
LIU-Brooklyn,Lafayette
Louisiana-Monroe,Centenary (LA)
LSU,Central Michigan
Louisville,UNLV
Kansas State,Loyola (IL)
Loyola Marymount,South Dakota
Loyola (MD),Mount St. Mary's
Binghamton,Manhattan
Wisconsin,Marquette
Towson,UMBC
Seton Hall,UMass
McNeese State,Louisiana Tech
Miami (OH),Troy
Minnesota,Eastern Kentucky
ETSU,Mississippi State
Missouri,Presbyterian
Monmouth,Hartford
Nebraska,Texas Christian
Nevada,San Francisco State
New Mexico,New Mexico State
UNC,Long Beach State
North Carolina-Asheville,Montreat
North Carolina State,South Carolina Upstate
North Dakota State,North Dakota
North Texas,Jackson State
Northern Iowa,Morehead State
Notre Dame,Gonzaga
Michigan State,Oakland
Oklahoma,Oral Roberts
Oklahoma State,Missouri State
Old Dominion,Dayton
Oregon,Willamette
Pacific,Cal State Stanislaus
Tennessee,Pitt
Providence,Alabama
Purdue,North Florida
Quinnipiac,Rhode Island
James Madison,Radford
Richmond,VCU
Robert Morris,Youngstown State
Cleveland State,Sam Houston State
Samford,Texas-Arlington
San Diego State,San Diego
Seattle,Idaho
South Carolina,Wofford
Milwaukee,South Dakota State
Southeast Missouri State,Hannibal-LaGrange
Southeastern Louisiana,Southern
USC,Northern Arizona
Southern Illinois-Edwardsville,Kennesaw State
Weber State,Southern Utah
Niagara,St. Bonaventure
Stephen F. Austin,Chicago State
Sacred Heart,Stony Brook
Syracuse,Colgate
Lipscomb,Tennessee Tech
Texas,Texas State
Texas A&M,Washington
Toledo,Valparaiso
UCLA,Cal Poly
Utah State,Cal State Bakersfield
Virginia Military Institute,Longwood
St. Peter's,Wagner
Western Kentucky,Southern Illinois
Wright State,Tusculum
Bowling Green State,Florida International
Southern Miss,University of California
Drake,Boise State
West Virginia,Duquesne
Elon,Lynchburg
Florida State,Clemson
Georgetown,Appalachian State
Fairfield,Holy Cross
Illinois,Northern Colorado
Indiana State,Oakland City
Iowa State,Texas Southern
Kent State,South Florida
Villanova,La Salle
Texas College,Louisiana
Maine,Norfolk State
Boston College,Maryland
Miami (FL),Stetson
Furman,Middle Tennessee
Mississippi State,North Carolina A&T
North Carolina-Wilmington,Wake Forest
IUPUI,Ohio
Ohio State,Western Carolina
Oregon State,Texas-Rio Grande Valley
Portland State,Cal State Fullerton
San Francisco,Montana
San Jose State,Eastern Washington
South Alabama,Houston Baptist
Stanford,UC-Riverside
Temple,Akron
Tennessee State,LeMoyne-Owen
UTEP,Arkansas-Pine Bluff
Princeton,Tulsa
Vermont,Marist
Virginia Tech,Penn State
Winthrop,Jacksonville
Bethune-Cookman,Webber
Florida A&M,Allen
Lehigh,Saint Francis (PA)
Coastal Carolina,LSU
McNeese State,Southwest Assemblies of God
Ole Miss,Mississippi Valley State
Mississippi State,Nicholls State
New Mexico State,Arkansas-Pine Bluff
Northwestern,LIU-Brooklyn
Oregon,Jacksonville State
San Diego,La Verne
San Diego State,Cal Poly
Seton Hall,Longwood
Siena,Florida Atlantic
South Dakota,Tabor College
UCLA,UC-Davis
Wichita State,Alabama A&M
Wisconsin,Green Bay
Youngstown State,Malone
Wright State,Central Michigan
Chicago State,Trinity International (IL)
Cincinnati,Georgia Southern
DePaul,Milwaukee
Louisiana Tech,Houston Baptist
Jackson State,Spring Hill
Drexel,Louisville
American,UMBC
Michigan,North Carolina Central
Mississippi State,Alabama State
Tulane,New Orleans
North Dakota,Mayville State
Northern Illinois,UIC
Pacific,Santa Clara
Rutgers,Fairleigh Dickinson
Saint Mary's (CA),UC-Riverside
Southern Utah,Panhandle State
St. Francis (NY),Dartmouth
Oakland,Tennessee
Texas,North Florida
Wyoming,Denver
Alabama,Southeastern Louisiana
Arkansas,Mississippi Valley State
Baylor,Bethune-Cookman
Cal State Bakersfield,Portland State
UC-Irvine,Vanguard
UCF,Louisiana
College of Charleston,Charleston Southern
Eastern Washington,Seattle
Florida State,Stetson
Minnesota,Akron
Montana,Oregon State
Murray State,Bethel (TN)
UCSB,UNLV
Northwestern State,Missouri Valley
Ohio,Saint Francis (PA)
Ohio State,Florida Gulf Coast
Presbyterian,Jacksonville State
Rider,Monmouth
Saint Louis,Jacksonville
Marshall,Savannah State
South Florida,Auburn
Stanford,North Carolina A&T
UTEP,Louisiana-Monroe
Wake Forest,North Carolina-Greensboro
Alabama State,Oakwood
Arizona,Northern Arizona
Belmont,Kennesaw State
Gonzaga,Lewis & Clark
Jackson State,Talladega
LSU,McNeese State
Memphis,Austin Peay
Missouri,Oral Roberts
New Mexico State,Panhandle State
Nicholls State,Dillard
North Carolina-Asheville,King (TN)
North Carolina State,Youngstown State
North Dakota State,UC-Davis
Northwestern,American
Rice,Little Rock
Campbell,South Carolina Upstate
Tennessee Tech,Hiwassee
Texas Southern,Texas State
Florida Atlantic,Troy
Tulsa,Weber State
William & Mary,Shenandoah
Charlotte,Tennessee
Clemson,Savannah State
Colorado,Citadel
Chattanooga,Elon
Hawaii,Chicago State
Indiana,Southern Illinois-Edwardsville
Bucknell,La Salle
Arizona State,Nevada
New Mexico,Longwood
Northern Iowa,South Carolina State
Santa Clara,Houston Baptist
Utah,Boise State
Virginia,Oregon
Princeton,Wagner
Wyoming,Western State
Air Force,Arkansas-Pine Bluff
Akron,Bethune-Cookman
Albany (NY),Mount St. Mary's
Appalachian State,Robert Morris
Presbyterian,Auburn
Austin Peay,Eastern Kentucky
Gonzaga,Baylor
Binghamton,Cornell
Buffalo,Houghton
Butler,Stanford
Cal State Bakersfield,Cal State Northridge
Cal State Fullerton,Occidental
University of California,Cal Poly
Detroit,Central Michigan
Coastal Carolina,East Carolina
Creighton,Idaho State
Dayton,Western Carolina
Denver,Northern Colorado
DePaul,Loyola (IL)
Iowa,Drake
Duquesne,IUPUI
Evansville,Middle Tennessee
Florida,Kansas State
Sam Houston State,Florida International
Fresno State,North Dakota State
Georgetown,Loyola (MD)
Georgia,Arkansas State
South Alabama,Georgia Southern
Georgia State,Florida A&M
Georgia Tech,Richmond
Montana,Idaho
UIC,Illinois
Kansas,USC
Kentucky,Mississippi Valley State
Liberty,William & Mary
Lipscomb,Kennesaw State
Saint Mary's (CA),Long Beach State
Wichita State,LSU
Louisiana Tech,Texas-Arlington
Louisville,Gardner-Webb
Florida State,Loyola Marymount
Hofstra,Manhattan
Marquette,Centenary (LA)
SMU,McMurry
UCF,Miami (FL)
Michigan,Oakland
Michigan State,Prairie View
Milwaukee,Bowling Green State
Ole Miss,ETSU
Missouri,Central Arkansas
UMKC,North Dakota
Missouri State,Saint Louis
Rutgers,Monmouth
Morgan State,UMBC
Murray State,Western Kentucky
Nebraska,Eastern Washington
UNLV,Southern Utah
New Mexico State,Pacific
Texas,UNC
North Carolina-Wilmington,Radford
Furman,North Florida
Ohio State,South Carolina
Cincinnati,Oklahoma
Oklahoma State,Alabama
George Washington,Oregon State
Pepperdine,UC-Irvine
Pitt,Maryland-Eastern Shore
Portland,Portland State
Purdue,Indiana State
Rhode Island,New Hampshire
Drexel,Saint Francis (PA)
St. Peter's,Fairleigh Dickinson
Samford,Asbury
San Diego State,UCSB
San Jose State,Seattle
James Madison,South Florida
St. Bonaventure,Ohio
Stephen F. Austin,Jarvis Christian
Syracuse,Iona
Temple,Northern Illinois
Texas A&M,Arkansas
Texas A&M-Corpus Christi,Houston
UTEP,Texas Tech
Toledo,Florida Gulf Coast
Belmont,Troy
UCLA,BYU
Utah State,Utah Valley
Valparaiso,Fort Wayne
Vanderbilt,Southeastern Louisiana
Villanova,Delaware
VCU,Tulane
Virginia Tech,Mississippi State
Washington,San Francisco
Weber State,University of the Southwest
West Virginia,Cleveland State
Western Michigan,South Dakota State
Wofford,High Point
Wright State,Miami (OH)
Xavier,Wake Forest
Alabama-Birmingham,Alabama A&M
Boise State,Texas-Rio Grande Valley
Boston College,Bryant
UC-Riverside,Montana State
Central Connecticut,Niagara
Clemson,North Carolina-Greensboro
Colorado,Longwood
Indiana,South Carolina State
Iowa State,Dartmouth
Southeast Missouri State,Jacksonville State
LIU-Brooklyn,Army
Louisiana,Lamar
Florida Atlantic,Louisiana-Monroe
Maine,Colgate
Holy Cross,Marist
Marshall,Virginia Military Institute
McNeese State,Sacramento State
New Mexico,Citadel
Arizona,North Carolina State
North Texas,Texas State
Northern Iowa,Southern Illinois-Edwardsville
Northwestern State,Canisius
Notre Dame,Stony Brook
Washington State,Santa Clara
Seton Hall,NJIT
UT-Martin,William Woods
Tennessee State,Morehead State
Tennessee Tech,Eastern Illinois
Sacred Heart,Yale
Belmont,Alabama State
Arkansas State,Savannah State
Bradley,Jackson State
South Dakota State,Central Michigan
Coastal Carolina,Thomas More
Colorado State,Northern Colorado
UConn,Coppin State
Bucknell,Cornell
Creighton,Western Illinois
Dayton,Winthrop
Duke,Elon
Fairfield,Vermont
Jacksonville,Florida
Green Bay,North Dakota
Hampton,Towson
Memphis,Texas A&M-Corpus Christi
American,Mount St. Mary's
Nevada,Portland State
Illinois State,North Carolina-Wilmington
Oakland,Rochester (MI)
South Dakota,Eastern Washington
Xavier (LA),Southern
Northwestern,St. Francis (NY)
St. John's (NY),Davidson
Syracuse,Morgan State
UTEP,Stephen F. Austin
Samford,UTSA
Utah Valley,Mayville State
Valparaiso,Eastern Michigan
Virginia,Norfolk State
Wyoming,Centenary (LA)
Alabama,Lipscomb
Alabama-Birmingham,VCU
Arizona State,Long Beach State
Akron,Little Rock
Auburn,South Carolina Upstate
Austin Peay,Morehead State
Ball State,Mount St. Joseph
St. Peter's,Binghamton
Boston University,St. Joseph's
Army,Brown
UC-Davis,Southern Utah
UCSB,California Baptist
Central Arkansas,Lyon
Charleston Southern,Bluefield College (VA)
Chattanooga,Reinhardt
Denver,Arkansas-Pine Bluff
Dartmouth,Drake
Florida Gulf Coast,North Carolina Central
Pacific,Fresno State
Georgia,High Point
Houston,Sam Houston State
Iowa,Louisiana Tech
Iowa State,Chicago State
Eastern Illinois,Jacksonville State
UNLV,Kansas State
Kent State,Youngstown State
Marquette,Mississippi Valley State
Maryland-Eastern Shore,Washington College
McNeese State,University of the Southwest
Miami (FL),Oral Roberts
Cincinnati,Miami (OH)
Vanderbilt,Middle Tennessee
UMKC,Houston Baptist
Nebraska,Grambling
New Mexico State,Louisiana
Nicholls State,Jarvis Christian
UNC,William & Mary
Valparaiso,Oakland
Ohio State,North Carolina-Asheville
Oklahoma,Sacramento State
Oklahoma State,Stanford
Idaho,Oregon
Maine,Penn State
Cal Poly,Pepperdine
Prairie View,Dallas Christian
Providence,Sacred Heart
Purdue,Fort Wayne
Eastern Michigan,Rochester (MI)
San Diego State,San Francisco
South Alabama,Alcorn State
Davidson,St. Francis (NY)
St. John's (NY),Northwestern
Rice,Stetson
USC,Tennessee
Murray State,UT-Martin
Tennessee State,Eastern Kentucky
Southeast Missouri State,Tennessee Tech
Texas A&M,Wagner
Texas Christian,Northwestern State
Toledo,Indiana-Northwest
Troy,Western Michigan
Tulane,Auburn Montgomery
UCLA,Montana State
Utah State,Idaho State
Presbyterian,Wake Forest
BYU,Weber State
Wichita State,Tulsa
Akron,Stetson
Arizona,Robert Morris
Arkansas,Texas Southern
Baylor,San Diego
Boston College,Bucknell
Bowling Green State,Manhattan
Bradley,Detroit
Butler,Utah
Cal State Bakersfield,UC-Riverside
Montana,Cal State Fullerton
Santa Clara,Cal State Northridge
Kansas,University of California
Campbell,North Carolina-Wilmington
Central Connecticut,New Hampshire
Central Michigan,Cornerstone
Charlotte,Wright State
Cleveland State,South Florida
Albany (NY),Colgate
Clemson,College of Charleston
Colorado State,Appalachian State
UConn,Harvard
Creighton,Samford
Penn,Delaware
DePaul,Florida Atlantic
George Mason,Duquesne
Florida,Radford
Florida International,Florida A&M
Fordham,Kennesaw State
Furman,South Carolina
George Washington,East Carolina
Georgia Southern,Georgia State
Gonzaga,Xavier
Hampton,Liberty
Florida State,Hawaii
Hofstra,Holy Cross
Howard,Loyola (MD)
Missouri,Illinois
Northern Iowa,Indiana
Vermont,Iona
San Diego State,IUPUI
James Madison,Marshall
Kentucky,Winthrop
Rider,La Salle
Canisius,Lamar
Southern Illinois-Edwardsville,Longwood
Louisiana-Monroe,Northern Colorado
North Texas,LSU
Maryland,NJIT
UCF,UMass
Texas,Michigan State
Ole Miss,Texas State
Missouri State,Arkansas State
Villanova,Monmouth
Elon,Navy
New Mexico,Colorado
Quinnipiac,Niagara
Richmond,North Carolina-Greensboro
North Carolina State,Delaware State
Northern Arizona,Air Force
Notre Dame,UMBC
Temple,Ohio
Little Rock,Oral Roberts
Oregon State,UIC
Pitt,American
Portland,Boise State
Rhode Island,Lafayette
Miami (FL),Rice
Saint Louis,Northeastern
San Jose State,Puget Sound
Dayton,Seton Hall
Siena,Georgia Tech
Citadel,South Carolina State
South Dakota,Loyola Marymount
Southern Illinois,Northern Illinois
SMU,Alabama State
Southern Miss,ETSU
Syracuse,Drexel
Loyola (IL),Texas-Rio Grande Valley
Texas Tech,Texas-Arlington
Princeton,Towson
Idaho State,Troy
Utah State,Western Michigan
Seattle,Virginia
Washington,Nevada
Washington State,Mississippi State
Louisville,Western Kentucky
Green Bay,Wyoming
Texas State,Appalachian State
Arizona State,North Carolina A&T
Washington State,Baylor
BYU,UTEP
Cincinnati,Saint Francis (PA)
Colorado State,Ole Miss
Drake,Chicago State
Northeastern,ETSU
Evansville,Norfolk State
Butler,Florida State
Colorado,Indiana
Kansas State,UMKC
Longwood,South Carolina State
Georgetown,Memphis
Georgia,Mercer
Miami (FL),Akron
Michigan,Bryant
Minnesota,South Dakota State
Saint Mary's (CA),New Mexico State
Northern Iowa,New Mexico
Northwestern,Mount St. Mary's
Ohio State,Oakland
Old Dominion,Presbyterian
Portland State,Utah Valley
Oral Roberts,Rice
Rutgers,St. Peter's
Mississippi State,San Diego
IUPUI,San Francisco
Tulane,Southern
USC,Lehigh
Southern Illinois-Edwardsville,Citadel
Southern Miss,Saint Louis
Virginia Tech,St. Bonaventure
Little Rock,Stetson
Tennessee,Belmont
Tulsa,UTSA
UCLA,UC-Irvine
Utah State,Troy
Western Michigan,Idaho State
Wisconsin,Coppin State
ETSU,Appalachian State
Colorado State,Southern Miss
Hawaii,Utah
Ole Miss,Saint Louis
Northeastern,Texas State
Butler,Washington State
Florida State,Baylor
Hawaii,Mississippi State
San Diego,Utah
Richmond,Seton Hall
Alabama-Birmingham,George Washington
Clemson,Delaware State
IUPUI,Florida Gulf Coast
Penn State,Indiana
LSU,Southern
Louisville,Morgan State
Missouri,Northern Illinois
Ohio State,UT-Martin
Pitt,UConn
Portland,Nevada
South Alabama,Mobile
Air Force,Sam Houston State
Alabama,Pepperdine
Arkansas State,Central Baptist
Austin Peay,Brescia
UC-Davis,Cal State Fullerton
Pacific,Cal State Northridge
University of California,Hartford
UC-Riverside,UC-Irvine
Long Beach State,UCSB
Oakland,Centenary (LA)
Cincinnati,DePaul
Drexel,Niagara
Georgia,Charleston Southern
