Winner,Loser
Rice,St. Thomas (TX)
Northern Colorado,South Dakota
Texas Christian,St. Bonaventure
Texas-Arlington,Niagara
William & Mary,Old Dominion
Houston,Incarnate Word
Iowa State,Western Illinois
Murray State,Southern Illinois
North Dakota State,Stetson
Providence,Boston College
Grambling,Texas-Rio Grande Valley
Boise State,Loyola Marymount
San Diego,Grand Canyon
Idaho,Cal Poly
Charleston Southern,Illinois State
New Mexico State,UTEP
Texas State,Pacific
Weber State,Black Hills State
UNLV,Southern Utah
Central Michigan,Cal State Bakersfield
Canisius,Arkansas-Pine Bluff
Northern Colorado,Southern Miss
St. John's (NY),UCF
Georgia State,Tulane
Navy,Denver
Abilene Christian,Bowling Green State
Gonzaga,Texas
Jacksonville,Gardner-Webb
Oklahoma,Oregon
Binghamton,Hartwick
Princeton,Fairleigh Dickinson
Fordham,Manhattan
Wagner,Hartford
St. Peter's,Lafayette
UMass-Lowell,Loyola (MD)
Mercer,Hiwassee
Nebraska,Long Beach State
Maine,Quinnipiac
St. Joseph's,Sacramento State
Bucknell,Stony Brook
Austin Peay,Miami (OH)
Arkansas,UConn
Drake,Chicago State
Fresno State,Montana State
Longwood,North Carolina Wesleyan
Mississippi State,Jacksonville State
Butler,Ohio State
Oklahoma State,Houston Baptist
Samford,Mississippi Valley State
South Dakota,Youngstown State
South Dakota State,Dakota State
North Carolina Central,Southeast Missouri State
Stephen F. Austin,Florida A&M
Wright State,Fairfield
Alabama-Birmingham,Mississippi College
Little Rock,Norfolk State
Boston University,Wheaton (MA)
Campbell,South Carolina Upstate
Colorado,Air Force
North Carolina A&T,East Carolina
Marshall,Concord
Michigan,UC-Riverside
North Carolina-Asheville,Wofford
Northern Illinois,Rockford
South Alabama,New Orleans
Eastern Michigan,South Florida
Georgia,Saint Mary's (CA)
La Salle,Temple
Louisiana-Monroe,Rust
UMKC,UT-Martin
Brown,Bryant
Florida Gulf Coast,St. Francis (NY)
Kentucky,UIC
Pacific,Canisius
UCLA,UC-Irvine
Wyoming,New Mexico Highlands
DePaul,Portland
Oregon State,Marist
Winthrop,South Carolina State
Michigan State,UNC
Washington,UC-Davis
Cal State Fullerton,Harvard
Montana,Carroll
Portland State,Stanford
West Virginia,Missouri
Duke,Florida
Texas A&M,USC
Washington State,San Diego State
UMBC,Shenandoah
Towson,St. Mary's (MD)
Lipscomb,Belmont
Cincinnati,Alabama State
Yale,Delaware
Cornell,Duquesne
South Carolina,Florida International
Hampton,Saint Leo
Liberty,Howard
Monmouth,Albany (NY)
Morgan State,Mount St. Mary's
Niagara,Army
Old Dominion,Maryland-Eastern Shore
Syracuse,Maryland
Central Arkansas,Morehead State
Stetson,Green Bay
Marquette,Eastern Illinois
Nicholls State,Blue Mountain College
North Texas,Grambling
Oakland,Oral Roberts
Texas-Arlington,Texas-Dallas
Troy,Delaware State
Lamar,UTEP
Virginia,Wisconsin
Seattle,Idaho State
Hawaii,Adams State
Florida Atlantic,Ave Maria
Xavier,Baylor
Akron,Chattanooga
Ball State,Oakland City
Virginia Military Institute,Charleston Southern
Davidson,Charlotte
Dartmouth,Loyola (MD)
Georgia Tech,Northwestern
Fort Wayne,Detroit
NJIT,LIU-Brooklyn
Iona,Ohio
Pitt,High Point
Presbyterian,North Carolina-Greensboro
Rhode Island,Brown
Florida State,Rutgers
Sam Houston State,Schreiner
South Carolina State,Morris College
Southeast Missouri State,Hannibal-LaGrange
VCU,Appalachian State
Georgetown,Maine
Houston Baptist,Dallas Christian
Kansas,Toledo
Louisiana,McNeese State
Louisiana-Monroe,Jackson State
South Dakota State,Ole Miss
Missouri State,Colorado State
Murray State,Harris-Stowe
North Dakota,Presentation College
Purdue,Louisville
Western Michigan,Saint Louis
Southeastern Louisiana,Loyola (LA)
SMU,Texas-Rio Grande Valley
Stephen F. Austin,North Dakota State
Tennessee State,Fisk
Tulsa,UTSA
Valparaiso,Utah State
Vanderbilt,Radford
Western Illinois,IUPUI
Wichita State,Savannah State
Boise State,Loyola (IL)
Virginia Tech,Iowa
Wake Forest,Illinois
Washington,Kennesaw State
Loyola Marymount,Cal State Los Angeles
UCSB,San Francisco
University of California,Cal State Northridge
Albany (NY),Colgate
Little Rock,Central Arkansas
Bowling Green State,San Jose State
Cleveland State,Arkansas State
Wofford,Coastal Carolina
UConn,Columbia
Auburn,Dayton
Drexel,Lafayette
Florida Gulf Coast,Webber
Florida International,Florida National University
ETSU,Fordham
Winthrop,Furman
George Washington,Morgan State
Hampton,Mid-Atlantic Christian
Indiana State,Air Force
George Mason,James Madison
Longwood,Bluefield State
Sacred Heart,UMass-Lowell
Miami (OH),Midway
Boston University,New Hampshire
Buffalo,Niagara
UNC,Michigan
North Carolina-Asheville,South Carolina Upstate
North Carolina State,Penn State
North Florida,Eastern Michigan
Northern Kentucky,Berea
Northwestern State,Lyon
Clemson,Ohio State
Providence,Rider
Quinnipiac,UMass
Vermont,Richmond
Saint Francis (PA),American
St. Joseph's,Bucknell
St. Peter's,Fairleigh Dickinson
St. Bonaventure,Siena
Southern,Wiley
Stony Brook,Shawnee State
Tennessee,Mercer
Tennessee Tech,Lipscomb
Villanova,Penn
William & Mary,Marshall
Robert Morris,Youngstown State
Alabama,Louisiana Tech
Georgia State,Alabama A&M
Arizona,Long Beach State
Binghamton,Delaware State
Houston,New Orleans
Kansas State,Oral Roberts
LSU,UT-Martin
Omaha,Drake
Kent State,Norfolk State
Northern Iowa,UNLV
Oklahoma State,Austin Peay
Lehigh,Princeton
South Alabama,Southern Miss
Southern Illinois,Southern Illinois-Edwardsville
Texas,Florida A&M
Texas-Arlington,Rice
Texas State,Texas A&M-Corpus Christi
Troy,UIC
Tulane,Alcorn State
Western Kentucky,Eastern Kentucky
Yale,Bryant
Denver,Wyoming
Gonzaga,Incarnate Word
Duke,Indiana
Marquette,Chicago State
Miami (FL),Minnesota
Montana State,Bethesda University (CA)
Nebraska,Boston College
New Mexico,Evansville
Milwaukee,Northern Illinois
Texas Christian,Belmont
BYU,Utah Valley
UC-Davis,Northern Colorado
UC-Irvine,Whittier
Nevada,Illinois State
Southern Utah,Pepperdine
Stanford,Montana
UCLA,Cal State Bakersfield
Morehead State,Alice Lloyd
Seton Hall,Texas Tech
Central Connecticut,North Carolina A&T
College of Charleston,Western Carolina
Elon,South Florida
Hofstra,Molloy
Howard,Central Pennsylvania College
Fort Wayne,Indiana-Kokomo
Bethune-Cookman,Jacksonville
LIU-Brooklyn,Hartford
Michigan State,Notre Dame
Mississippi State,North Dakota State
North Carolina Central,Christendom
Northeastern,Harvard
Oakland,Texas Southern
Sam Houston State,St. Thomas (TX)
Savannah State,Carver Bible
St. Francis (NY),New Rochelle
Campbell,Stetson
West Virginia,NJIT
Alabama-Birmingham,Memphis
East Carolina,North Carolina-Wilmington
Jacksonville State,Alabama State
South Dakota,UMKC
Oklahoma,North Texas
Texas A&M,Texas-Rio Grande Valley
UTSA,Ottawa
Missouri,UCF
Temple,South Carolina
Pacific,UC-Riverside
Fresno State,Weber State
Portland,Multnomah
Santa Clara,Northern Arizona
Seattle,Kennesaw State
New Mexico State,UTEP
San Diego State,San Diego
Manhattan,Holy Cross
Towson,La Salle
Marist,Citadel
Army,UMBC
Central Michigan,Jackson State
Grambling,Georgia Tech
High Point,Johnson & Wales (NC)
Purdue,Maryland
Navy,Delaware
Ohio,Coppin State
Pitt,Duquesne
Stetson,Edward Waters
Wagner,Fairfield
Alcorn State,Rust
Bradley,Eastern Illinois
UNC,Davidson
Louisiana,Nicholls State
Texas A&M-Corpus Christi,Texas Lutheran
Idaho State,Bethesda University (CA)
Northwestern,Illinois
Boise State,Oregon
Gonzaga,Creighton
La Salle,Holy Cross
Michigan,Indiana
North Carolina State,South Carolina State
Towson,Manhattan
Virginia,Lehigh
Xavier,Cincinnati
Colorado State,Colorado
Iona,Fairleigh Dickinson
North Carolina-Greensboro,Liberty
New Hampshire,Bryant
Radford,Virginia Military Institute
Ball State,IUPUI
Wichita State,Baylor
Belmont,Green Bay
Binghamton,Colgate
Central Connecticut,Brown
St. Bonaventure,Buffalo
Butler,Saint Louis
DePaul,Youngstown State
Evansville,Oakland City
Fordham,Maine
Lafayette,Quinnipiac
Georgia,Marquette
Virginia Tech,Ole Miss
Siena,Robert Morris
South Carolina,UMass
Oakland,Western Michigan
Winthrop,Reinhardt
Northern Illinois,Chicago State
UMBC,Citadel
Air Force,Denver
Duke,South Dakota
Gardner-Webb,South Carolina Upstate
Kentucky,Harvard
Longwood,Fayetteville State
New Orleans,Williams Baptist
Texas-Rio Grande Valley,Rice
UC-Davis,Washington State
Oral Roberts,Little Rock
Austin Peay,Alabama A&M
Canisius,Dartmouth
UConn,Monmouth
Drexel,Rider
Furman,Tennessee Tech
Illinois State,Tulsa
Loyola (IL),UIC
Maryland-Eastern Shore,American
Montana State,Milwaukee
Mount St. Mary's,Loyola (MD)
Northeastern,Cornell
Portland State,Portland Bible College
Presbyterian,North Carolina A&T
William & Mary,Savannah State
Southern Illinois,San Jose State
St. John's (NY),Sacred Heart
Stephen F. Austin,Louisiana-Monroe
Wake Forest,Richmond
Abilene Christian,Schreiner
Chattanooga,UT-Martin
East Carolina,Delaware State
Georgia Southern,Tennessee Wesleyan
Penn State,Iowa
Army,Marist
Memphis,Mercer
Oregon State,Loyola Marymount
Rhode Island,Providence
Villanova,St. Joseph's
Kansas,Syracuse
Western Kentucky,Wright State
Ohio State,Wisconsin
Eastern Kentucky,Jacksonville
Bowling Green State,Norfolk State
Wyoming,Drake
Albany (NY),Columbia
Appalachian State,South Florida
Bucknell,Vermont
Lamar,Coastal Carolina
Elon,St. Peter's
Florida Atlantic,Bethune-Cookman
Middle Tennessee,Florida Gulf Coast
Florida International,South Alabama
Boston College,Hartford
Houston,Arkansas
Kent State,Cleveland State
Fresno State,Long Beach State
Louisiana Tech,Miles
Marshall,Akron
Southeast Missouri State,North Carolina Central
North Florida,Trinity Baptist
Northern Kentucky,Morehead State
Stony Brook,Saint Francis (PA)
Toledo,Texas Southern
Utah,Hawaii
VCU,Old Dominion
Houston Baptist,Texas State
James Madison,Charlotte
Miami (FL),Princeton
Murray State,Florida A&M
Missouri State,South Dakota State
Southern Utah,San Diego Christian
Lipscomb,Tennessee State
Texas-Arlington,North Texas
Texas Christian,Yale
Miami (OH),Western Illinois
Arizona State,San Francisco
Cal State Fullerton,Cal Lutheran
Grand Canyon,UC-Riverside
UTEP,New Mexico
BYU,Utah State
Utah Valley,UTSA
Cal Poly,Pepperdine
Northern Arizona,Cal State Bakersfield
Nevada,UC-Irvine
UCSB,San Diego
Arizona,UNLV
Santa Clara,Arkansas-Pine Bluff
SMU,USC
Saint Mary's (CA),University of California
Navy,Morgan State
UCF,Alabama
George Washington,Temple
Fort Wayne,Southern Illinois-Edwardsville
NJIT,UMass-Lowell
UNC,Tulane
Notre Dame,St. Francis (NY)
Kansas State,Vanderbilt
Auburn,George Mason
Clemson,North Carolina-Asheville
Jacksonville State,Samford
Oklahoma State,Mississippi Valley State
Southern Miss,Rust
Boise State,Portland
Seton Hall,Louisville
Michigan State,Nebraska
Purdue,Northwestern
Seattle,Eastern Washington
Long Beach State,Stanford
Georgetown,Coppin State
Tennessee,Georgia Tech
Minnesota,Rutgers
New Mexico State,Prairie View
Pacific,Arkansas-Fort Smith
San Diego State,Bradley
Idaho,Nicholls State
Northern Colorado,Western State
Washington,Omaha
Maryland,Illinois
Mississippi State,Dayton
Montana,Cal State Northridge
UCLA,Detroit
Ohio State,Michigan
College of Charleston,High Point
Quinnipiac,Columbia
Duquesne,Maryland-Eastern Shore
East Carolina,Campbell
Liberty,Georgia State
Penn,Howard
LIU-Brooklyn,Stony Brook
Wisconsin,Penn State
Western Carolina,Appalachian State
Baylor,Sam Houston State
Grambling,Tougaloo
Indiana,Iowa
Lipscomb,Belmont
Missouri State,North Dakota State
Oklahoma,UTSA
Air Force,Western State
Florida State,Florida
Iowa State,Northern Illinois
Saint Mary's (CA),Sacramento State
San Francisco,Central Arkansas
Seattle,Pacific Lutheran
Citadel,James Madison
Sacred Heart,Dartmouth
Evansville,Bowling Green State
Central Michigan,Montana State
Wake Forest,Charlotte
Davidson,Virginia Military Institute
Florida Atlantic,Florida Gulf Coast
Furman,North Carolina-Asheville
Georgia,Winthrop
Villanova,Gonzaga
Milwaukee,Jacksonville
Maine,Maine-Presque Isle
Marquette,Vermont
Marshall,Chattanooga
Miami (FL),Boston University
Niagara,New Hampshire
Northeastern,Bucknell
Ball State,Notre Dame
Pitt,Mount St. Mary's
Presbyterian,South Carolina State
Michigan State,Rutgers
Texas,VCU
Wagner,UMass-Lowell
West Virginia,Virginia
Wright State,Ohio Valley
Arkansas,Colorado State
UT-Martin,Arkansas State
Creighton,North Dakota
Incarnate Word,Texas Lutheran
Kansas State,South Carolina Upstate
Lamar,St. Thomas (TX)
Memphis,Samford
Texas Tech,Nevada
Alabama-Birmingham,Troy
Wichita State,South Dakota State
Arizona,Texas A&M
Butler,Utah
Syracuse,UConn
Denver,San Jose State
Duke,Saint Francis (PA)
Missouri,Miami (OH)
Nebraska,Minnesota
Texas Christian,SMU
UCSB,Omaha
Fresno State,Cal State Bakersfield
UNLV,Oral Roberts
Oregon State,Eastern Kentucky
Pepperdine,UC-Riverside
St. John's (NY),Grand Canyon
Houston,Fairfield
Tulane,Southern
Virginia Tech,Radford
Akron,Fort Wayne
Albany (NY),Bryant
Binghamton,Army
St. Bonaventure,Canisius
Navy,Coppin State
Dayton,Tennessee Tech
Buffalo,Delaware
UMBC,Delaware State
Toledo,Detroit
ETSU,Northern Kentucky
Eastern Michigan,Oakland
Florida State,Loyola (MD)
Harvard,Fordham
William & Mary,George Mason
George Washington,Princeton
Coastal Carolina,Hampton
Southern Illinois-Edwardsville,IUPUI
Yale,Lehigh
Stephen F. Austin,Louisiana Tech
Louisville,Siena
Marist,Colgate
UMass,Holy Cross
Hofstra,Monmouth
UNC,Western Carolina
Old Dominion,Richmond
Providence,Brown
Robert Morris,Rider
St. Peter's,Houston Baptist
South Carolina,Wyoming
Southeast Missouri State,UMKC
Temple,Wisconsin
Towson,Morgan State
Western Michigan,Cleveland State
Wofford,Georgia Tech
Xavier,Kent State
Alabama,Rhode Island
Auburn,Gardner-Webb
Duquesne,Stetson
Loyola (IL),Florida
Green Bay,Eastern Illinois
Illinois,Austin Peay
UIC,Wisconsin-Parkside
Penn,Lafayette
Louisiana,Loyola (LA)
North Texas,Indiana State
Northern Arizona,San Diego Christian
Saint Louis,Southern Illinois
South Dakota,Drake
Southern Utah,Long Beach State
Texas-Rio Grande Valley,Texas A&M-Corpus Christi
Texas State,McMurry
Middle Tennessee,Vanderbilt
Western Illinois,American
Abilene Christian,Air Force
BYU,Illinois State
Colorado,New Mexico
DePaul,Central Connecticut
Idaho State,Cal State Northridge
Washington,Kansas
San Diego,New Mexico State
Utah State,UC-Irvine
Utah Valley,Weber State
Central Arkansas,University of California
UC-Davis,Pacific
Idaho,Washington State
Portland State,Loyola Marymount
Cal State Fullerton,Portland
Sacramento State,Antelope Valley
Hawaii,Prairie View
Purdue,Valparaiso
South Carolina State,Brevard
Stony Brook,Columbia
Hartford,Quinnipiac
Drexel,La Salle
Maryland,Ohio
North Carolina-Greensboro,Elon
Rutgers,NJIT
Georgetown,Howard
Iowa State,Iowa
Northern Iowa,Texas-Arlington
San Francisco,Eastern Washington
Cal State Bakersfield,Life Pacific
South Dakota State,Concorida (NE)
Boston University,Bethune-Cookman
Liberty,Maryland-Eastern Shore
Dartmouth,Maine
Wake Forest,Army
Arizona State,St. John's (NY)
Missouri State,Hampton
Southern Nazarene,Oral Roberts
UC-Riverside,Air Force
Oregon,Colorado State
Oklahoma,USC
Texas Christian,Nevada
Boston College,Duke
Butler,Youngstown State
Duquesne,Delaware State
Kentucky,Monmouth
Maryland,Gardner-Webb
Michigan,UCLA
Ohio State,William & Mary
South Carolina,Coastal Carolina
Marquette,Wisconsin
UCF,Southern
Central Michigan,Tennessee Tech
Stetson,Marist
Memphis,Bryant
Miami (OH),Fort Wayne
Northern Illinois,Central Connecticut
Virginia Military Institute,Longwood
Ball State,Valparaiso
Brown,UMass-Lowell
Buffalo,Central Pennsylvania College
UConn,Coppin State
Creighton,Nebraska
Western Michigan,Detroit
Eastern Michigan,Central State (OH)
Evansville,Canisius
Georgetown,North Carolina A&T
Georgia State,Montana
Jacksonville State,Louisiana-Monroe
Lehigh,Mount St. Mary's
Louisville,Indiana
North Carolina State,UMKC
St. Bonaventure,Yale
Syracuse,Colgate
Temple,St. Joseph's
Tennessee,Lipscomb
Towson,UMBC
Clemson,Samford
Penn,Dayton
Denver,South Carolina Upstate
Fordham,St. Francis (NY)
Holy Cross,New Hampshire
UMass,Providence
Oakland,Chicago State
Sacred Heart,Lafayette
Seton Hall,VCU
Stephen F. Austin,Rice
Florida Gulf Coast,Texas-Arlington
Wright State,Kent State
American,Howard
Auburn,Alabama-Birmingham
Boise State,Sacramento State
Furman,South Carolina State
George Mason,North Carolina Central
DePaul,UIC
Murray State,Illinois State
Indiana State,Indianapolis
Loyola (IL),Norfolk State
Binghamton,Loyola (MD)
Mercer,Florida A&M
UCSB,Montana State
Iona,NJIT
Northeastern,Vermont
Wichita State,Oklahoma State
Penn State,George Washington
Radford,Erskine
Texas A&M,Prairie View
Abilene Christian,Texas State
UC-Davis,William Jessup
Georgia Southern,Savannah State
Lamar,Howard Payne
Northwestern State,Louisiana College
Mississippi State,North Georgia
University of California,San Diego State
Xavier,Colorado
Arkansas,Minnesota
Florida,Cincinnati
Drake,Omaha
Jacksonville,Florida National University
Michigan State,Southern Utah
Middle Tennessee,Ole Miss
North Texas,McNeese State
Wyoming,Pacific
Akron,Appalachian State
Baylor,Hillsdale
Notre Dame,Delaware
Louisiana Tech,Jackson State
Manhattan,Morgan State
Old Dominion,Bowling Green State
Hofstra,Rider
Rutgers,Fairleigh Dickinson
Albany (NY),Siena
Marshall,Toledo
Utah,Utah State
Wofford,Johnson & Wales (NC)
Arkansas State,Henderson State
Central Arkansas,Little Rock
Tulsa,Kansas State
North Dakota State,North Dakota
West Virginia,Pitt
Houston,Saint Louis
Saint Mary's (CA),Seattle
Southeast Missouri State,Southern Illinois
Texas-Rio Grande Valley,UC-Irvine
UTSA,Houston Baptist
Western Illinois,Milwaukee
Cal State Fullerton,Utah Valley
Grand Canyon,Grambling
Idaho State,Northwest Nazarene
Missouri,Green Bay
New Mexico State,New Mexico
UTEP,Washington State
Arizona,Alabama
Fresno State,Cal Poly
Cal State Bakersfield,Idaho
Loyola Marymount,Cal State Northridge
Oregon State,Arkansas-Pine Bluff
Long Beach State,Pepperdine
Portland,San Jose State
San Diego,Northern Arizona
Portland State,Santa Clara
BYU,Weber State
Hawaii,Hawaii-Hilo
UNLV,Illinois
Florida Atlantic,Webber
Florida State,Tulane
Chattanooga,Charlotte
Navy,Columbia
Villanova,La Salle
Cleveland State,Notre Dame (CA)
College of Charleston,North Greenville
ETSU,Hiwassee
High Point,Toccoa Falls
Arizona State,Kansas
Maine,Maine-Machias
Saint Francis (PA),Niagara
Ohio,Western Kentucky
Richmond,James Madison
Robert Morris,Drexel
South Dakota,Eastern Washington
Fairfield,LIU-Brooklyn
North Carolina-Asheville,Milligan
Southern Illinois-Edwardsville,South Alabama
Southern Miss,Troy
UT-Martin,Cincinnati-Clermont
Virginia Tech,Maryland-Eastern Shore
Oral Roberts,Missouri State
Wagner,Mercy
Iowa,Southern
LSU,North Carolina-Wilmington
Northern Iowa,Dubuque
Iowa State,Alcorn State
Northern Kentucky,Eastern Kentucky
Northern Colorado,Panhandle State
Purdue,IUPUI
Gonzaga,Washington
North Florida,Florida A&M
Hartford,Sacred Heart
Jackson State,Fisk
Louisville,Bryant
Northwestern,Chicago State
Florida International,South Florida
Vermont,Siena
Minnesota,Drake
DePaul,Alabama A&M
Grand Canyon,North Carolina Central
Oregon,Texas Southern
Morehead State,Kentucky Christian
South Carolina State,Charleston Southern
Bethune-Cookman,Cal Poly
Boston College,Columbia
UCF,Southeastern Louisiana
Cincinnati,Mississippi State
Colgate,NJIT
Georgia Southern,George Mason
Georgia State,Point
Indiana State,Green Bay
Iona,Yale
Louisiana,Louisiana Tech
Maryland,Catholic
UMBC,Coppin State
Princeton,Monmouth
Rutgers,Fordham
Seton Hall,St. Peter's
Army,St. Francis (NY)
Hofstra,Stony Brook
Tennessee State,Alabama State
Alcorn State,Fisk
San Diego,Colorado
Louisiana-Monroe,Grambling
North Dakota State,Valley City State
Saint Louis,Murray State
South Dakota State,North Dakota
Memphis,Albany (NY)
New Mexico State,Eastern New Mexico
Michigan,Texas
Wyoming,Eastern Washington
Oregon State,Jacksonville State
UMass-Lowell,Boston University
Belmont,Milwaukee
Duquesne,Mississippi Valley State
North Carolina-Greensboro,North Carolina-Wilmington
North Florida,Florida International
Villanova,Temple
Southern Miss,Alabama A&M
Bradley,Little Rock
Illinois,Longwood
Ole Miss,Sam Houston State
Omaha,Arkansas State
Southern Illinois,Jackson State
SMU,New Orleans
Texas A&M,Savannah State
Wisconsin,Western Kentucky
Boise State,Grand Canyon
LSU,Houston
Northern Colorado,Denver
Texas Tech,Kennesaw State
Fresno State,Arkansas-Pine Bluff
Oregon,Portland State
Seattle,Saint Martin's
Rice,St. Edward's
Howard,Washington Adventist
Campbell,Citadel
Furman,Montreat
Lipscomb,Florida College
Norfolk State,Mid-Atlantic Christian
North Carolina Central,McNeese State
Presbyterian,Toccoa Falls
South Florida,Bethune-Cookman
Southern,Florida A&M
Virginia Military Institute,Southern Wesleyan
Baylor,Texas Southern
Northwestern,Valparaiso
Southeastern Louisiana,Southern-New Orleans
Tulsa,Prairie View
South Dakota,Northern Arizona
Utah Valley,Bethesda University (CA)
USC,Santa Clara
Eastern Kentucky,Charleston Southern
Mount St. Mary's,Washington College
North Carolina A&T,Tennessee State
Sam Houston State,Little Rock
Colorado,South Dakota State
Creighton,Maryland-Eastern Shore
Houston Baptist,Barclay
UIC,Dartmouth
Samford,Thomas University
Texas A&M-Corpus Christi,St. Mary's (TX)
Idaho,Simon Fraser University
Stanford,Denver
San Francisco,UC-Davis
Michigan,Detroit
Miami (FL),George Washington
Syracuse,Georgetown
Louisville,Memphis
North Carolina-Greensboro,North Carolina State
Purdue,Butler
Rutgers,Seton Hall
Western Kentucky,Indiana State
Citadel,Point
Liberty,Kentucky Christian
Stephen F. Austin,LSU
Akron,Mississippi Valley State
Winthrop,Alabama State
Buffalo,Robert Morris
Coastal Carolina,Montreat
Northwestern,DePaul
Oklahoma State,Florida State
Iowa,Drake
Fort Wayne,Stetson
Kentucky,Virginia Tech
Cornell,Longwood
Milwaukee,Loyola (IL)
Indiana,Notre Dame
Michigan State,Oakland
Pitt,McNeese State
Southern Utah,Central Michigan
Texas,Louisiana Tech
Wright State,Toledo
Virginia,Davidson
Xavier,ETSU
Alabama-Birmingham,Alabama A&M
Belmont,Pepperdine
Bradley,Chicago State
UMass,Georgia
Illinois State,Ole Miss
New Hampshire,Lyndon State
Grambling,Southeastern Louisiana
Cincinnati,UCLA
University of California,Cal State Fullerton
Clemson,Florida
Evansville,Austin Peay
Incarnate Word,UMKC
Iowa State,Northern Iowa
Jacksonville State,South Carolina Upstate
NJIT,Fairleigh Dickinson
Niagara,Norfolk State
Portland State,Linfield
Rhode Island,College of Charleston
Rider,Wagner
South Alabama,Eastern Illinois
South Carolina State,Jacksonville
St. Bonaventure,Vermont
St. Francis (NY),SUNY-Maritime
Oklahoma,Wichita State
Cal State Bakersfield,Georgia Southern
Southern Miss,William Carey
Temple,Drexel
Auburn,Middle Tennessee
Oregon,Fresno State
Louisiana State-Shreveport,Northwestern State
Ohio State,Appalachian State
VCU,Bucknell
Washington State,IUPUI
Albany (NY),Canisius
Dayton,Georgia State
Arkansas State,Florida Atlantic
James Madison,Florida International
Green Bay,Wisconsin-Parkside
Kennesaw State,Bethune-Cookman
Eastern Michigan,Long Beach State
Nicholls State,Culver-Stockton
Tulsa,Manhattan
Arkansas,Troy
Oral Roberts,Florida Gulf Coast
Gonzaga,North Dakota
New Mexico State,Illinois
Kansas State,Southeast Missouri State
Louisiana,New Orleans
Marshall,Ohio
Mississippi State,UT-Martin
Missouri,North Florida
Murray State,Marist
Kansas,Nebraska
Arizona,New Mexico
Saint Mary's (CA),UC-Irvine
Texas-Arlington,Texas-Rio Grande Valley
UTSA,Bethany College (KS)
Texas Tech,Rice
Utah State,Life Pacific
Weber State,Arkansas-Pine Bluff
Princeton,Cal Poly
Oregon State,Saint Louis
UNLV,Pacific
North Texas,San Diego
Seattle,Portland
Wyoming,Texas Southern
BYU,Utah
Duquesne,North Carolina A&T
St. Peter's,LIU-Brooklyn
UMBC,Northern Kentucky
Army,Air Force
Boston College,Central Connecticut
Elon,Boston University
Siena,Bryant
Old Dominion,Fairfield
Binghamton,Sacred Heart
Arizona State,Vanderbilt
Gardner-Webb,Hampton
Lipscomb,Abilene Christian
Miami (OH),Rio Grande
Morehead State,Central Arkansas
Omaha,Cornell (IA)
Furman,North Carolina-Wilmington
Providence,Stony Brook
William & Mary,Milligan
Wofford,High Point
Baylor,Savannah State
Montana,UC-Riverside
UNC,Tennessee
Tennessee Tech,Chattanooga
Eastern Washington,Cal State Northridge
Evansville,Midway
Penn State,George Mason
Georgia Tech,Florida A&M
Houston,Prairie View
La Salle,Mercer
Western Carolina,North Carolina-Asheville
St. Joseph's,Maine
Southern Illinois,Lamar
St. John's (NY),Iona
Colorado State,Texas State
Nevada,Radford
South Dakota,San Jose State
Stanford,San Francisco
Washington,Loyola Marymount
Delaware,Delaware State
USC,UCSB
Hawaii,Utah Valley
South Carolina Upstate,Coastal Georgia
Michigan State,Houston Baptist
Mount St. Mary's,American
Little Rock,University of the Ozarks
Wake Forest,Coastal Carolina
Drexel,Quinnipiac
Charlotte,East Carolina
Florida State,Charleston Southern
Kansas,Omaha
Northeastern,Kent State
Lafayette,Susquehanna
Marquette,Northern Illinois
Saint Francis (PA),Bethany (WV)
South Florida,Northern Arizona
Idaho,Western Michigan
Alcorn State,Blue Mountain College
Eastern Kentucky,Norfolk State
Green Bay,Rockford
Fort Wayne,Indiana
Jacksonville State,Howard
Louisiana-Monroe,Millsaps
New Orleans,Panhandle State
Samford,Asbury
Tulane,Nicholls State
Arizona,North Dakota State
Creighton,Texas-Arlington
Gonzaga,IUPUI
Grand Canyon,Mississippi Valley State
Idaho State,Youngstown State
Montana State,Denver
SMU,Boise State
Texas,Tennessee State
Texas Christian,Texas Southern
Fresno State,Cal State Monterey Bay
Valparaiso,Santa Clara
UCF,Stetson
Xavier,Marshall
Ball State,North Florida
Canisius,Elon
Cincinnati,Arkansas-Pine Bluff
Clemson,South Carolina
College of Charleston,South Carolina State
ETSU,Detroit
Duquesne,Lamar
Florida International,Florida Gulf Coast
Iona,Holy Cross
Georgia Southern,Kennesaw State
Ole Miss,Texas A&M-Corpus Christi
Niagara,Cleveland State
North Carolina-Asheville,North Carolina-Greensboro
North Carolina State,Robert Morris
Notre Dame,Dartmouth
Ohio State,Citadel
Oklahoma,Northwestern State
Penn State,Binghamton
Pitt,Delaware State
Bucknell,Richmond
Syracuse,Buffalo
Virginia,Savannah State
VCU,Winthrop
Virginia Tech,Presbyterian
High Point,Western Carolina
Abilene Christian,Arlington Baptist
Arkansas,Oral Roberts
Austin Peay,Troy
Butler,Morehead State
Eastern Illinois,Western Illinois
Illinois State,UIC
Louisiana,Southeastern Louisiana
LSU,Sam Houston State
Central Michigan,UMKC
Missouri State,Wright State
Auburn,Murray State
Northwestern,Lewis
Saint Louis,Campbell
South Dakota State,Drake
Southern Illinois,North Carolina A&T
Southern Illinois-Edwardsville,Chicago State
SMU,Cal Poly
Texas A&M,Northern Kentucky
McNeese State,Texas College
Texas State,Ecclesia
